nuts,Annual Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,5.080723651540279
DE60,5.854006103417058
DE71,7.874871617393716
DE72,6.461419721265632
DE73,5.8489724197814725
DE80,6.3834407460434495
DE91,6.311061478453664
BG41,10.584302609167477
BG42,14.016970025293979
CH01,3.2217462268694077
AT32,2.572740184037452
AT33,2.3624647324418313
AT34,2.627058260445868
BE10,6.538412400907489
BE23,6.501851280538904
BE24,6.597798711072239
BE25,6.701019930010782
BE31,6.517898063315942
BE32,6.6532285669297
BE33,5.978358053922733
BE34,6.35540475118187
BE35,6.184749310393199
BG31,13.81260477959703
BG32,12.92597145308
BG33,13.27789874494
BG34,13.696423607546102
DE92,6.268526513792594
DE93,6.261161855120544
DE94,5.9379310956810585
CZ07,6.481716059603861
CZ08,5.448347113054049
AL01,10.89516564646814
AL02,14.183322259814986
AL03,15.935343560358355
AT11,8.794870512103243
AT12,7.345290684014351
AT13,10.035787161298705
AT21,3.237553129477783
AT22,3.650579114454978
AT31,3.9889253254072647
DK05,5.1489743513730195
BE21,6.6109937925972435
BE22,6.791524995885927
ES43,26.002296778018362
ES51,15.615970318385026
ES52,24.493688356215664
ES53,17.760770411289904
ES61,26.883097981408113
ES62,29.045662268961152
ES63,0.0
ES64,0.0
CH02,3.8939743768925568
CH03,4.938185925255464
CH04,4.732669346203547
CH05,3.1776281393814814
CH06,3.1345317898832166
CH07,3.909373556620856
CY00,29.26360284159271
CZ01,7.768433563780718
CZ02,7.358763448248203
CZ03,5.480647756405528
CZ04,6.600145641591368
CZ05,6.348825297773411
CZ06,7.757894614904911
DE40,7.672814005235693
EL53,17.038897922955982
EL54,16.114922469304098
EL61,18.00447680448625
EL62,0.0
EL63,20.211178193373886
ES70,0.0
ITC1,8.28193013795379
ITC2,4.0349156362012435
DE11,6.392297104502015
DE12,7.013417019390903
DE13,5.598023040479254
DE14,4.4519360579544225
DE21,4.089812654262848
DE22,5.070139365779507
DE23,5.64184233782526
DE24,5.983701680171558
DE25,6.436644327920039
DE26,6.8530457315787325
DE27,4.387908562323207
DE30,8.200290788205916
EL42,21.4531049666684
LV00,5.625576691384599
ME00,8.86028923461304
MK00,15.569568627733503
MT00,0.0
NL11,4.996435212942359
NL12,4.753276173853399
EL64,21.78218869769234
EL65,23.874983458135663
ES11,10.476455721894103
ES12,4.950856524427031
ES13,5.372870900090417
ES21,7.480886971243229
ES22,14.105682437141189
ES23,14.8579380001854
ES24,21.499740250099308
ES30,24.995441653685102
IE05,3.354702121621062
IE06,3.40795652222791
IS00,1.8852544690788728
ITC3,7.9284538625940275
FI19,4.290904969241036
FI1B,5.363614219888279
FI1C,4.904644749273967
DEA1,6.494492022741585
DEA2,6.233061787394003
DEA3,6.709523360885413
DEA4,6.0149486327747095
DEA5,5.680465182427638
DEB1,6.80371583680455
DEB2,6.828918332049456
DEB3,8.259864949944314
DEC0,7.510445241760432
DED2,6.52378632755273
DED4,5.362578131820998
DED5,7.541545393253497
DEE0,7.598961706751758
DEF0,5.601009104461774
DEG0,6.250253465701265
DK01,6.265951057613606
DK02,5.956254277028213
DK03,5.373183486796889
DK04,5.21016123938499
ES41,19.097253047885086
ES42,27.26753175462246
HU23,11.509422327665566
HU31,11.20964079817588
HU32,12.20021295497756
HU33,12.73004993292773
IE04,2.654057266331841
EE00,4.863466585546844
EL30,30.926410699564638
EL41,26.158564314212004
EL43,29.26241069144
EL51,17.79839065809568
EL52,16.611908611181896
FI20,4.838633571789049
FR10,9.487612612261094
FRB0,10.613715993231587
FRC1,8.89316952967586
FRC2,7.509818580921694
FRD1,7.824267195070873
FRD2,7.7224492652743155
FRE1,7.167941188821133
FRE2,7.810880956495014
FRF1,7.331589124689934
NL13,5.6499815306216625
NL21,6.3743254721249185
NL22,6.495950950110798
NL23,5.963648168170964
NL31,6.223499992016175
NL32,5.47900560076491
ITG2,21.7094101760748
ITH1,3.1019174708445947
ITH2,3.818578807836011
FRI3,10.96717999156701
FRJ1,15.425095382528934
