nuts,February Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.7872354692544433
DE60,0.7200864572863446
DE71,0.7381409917643011
DE72,0.6322778728583867
DE73,0.6757701615391075
DE80,0.7156677221133914
DE91,0.7732498409965306
BG41,2.2060335112113054
BG42,2.8509003786238862
CH01,0.6393917990820952
AT32,0.41699852490151873
AT33,0.4782695456243659
AT34,0.7721326054147207
BE10,1.2270905273695203
BE23,1.1277379919865445
BE24,1.1994741879739135
BE25,1.1131412285971305
BE31,1.2403794636419962
BE32,1.1631065596263992
BE33,0.9698728933030027
BE34,0.7667016624214597
BE35,1.013832739119086
BG31,3.1618874083656983
BG32,2.9249408945078144
BG33,3.0015855913147336
BG34,3.049640051271014
DE92,0.7507681600968953
DE93,0.7452248522776797
DE94,0.7567976885087699
CZ07,0.8676207929128483
CZ08,0.9721180765725486
AL01,1.4338817476339145
AL02,2.2502211628329056
AL03,2.398003116818641
AT11,2.2936715232038076
AT12,1.7811439734261278
AT13,2.550180327842798
AT21,1.0002306859605392
AT22,1.1110272114759545
AT31,0.6745475016899687
DK05,0.6348801168465514
BE21,1.110016900179348
BE22,1.1222321104489281
ES43,6.330699120312138
ES51,6.526659255024162
ES52,12.406976823293663
ES53,7.196913678526985
ES61,8.568988817055368
ES62,14.567177895615279
ES63,0.0
ES64,0.0
CH02,0.6769305708599088
CH03,0.7679260059792077
CH04,0.7841364787149387
CH05,0.5975950811586855
CH06,0.5228637273526209
CH07,1.3001220355131593
CY00,8.092347304182837
CZ01,1.4694530532699166
CZ02,1.4211195208954435
CZ03,1.2128114748498804
CZ04,1.1733591694177714
CZ05,0.9559405871091843
CZ06,1.491972948387922
DE40,0.8557596367437768
EL53,2.35103918759785
EL54,1.8851560412812502
EL61,2.273573388563287
EL62,0.0
EL63,2.420664517319931
ES70,0.0
ITC1,2.4592038500840863
ITC2,0.8657737055699787
DE11,0.9186499077937094
DE12,0.944471475050815
DE13,0.9512077384925055
DE14,1.0407805801431853
DE21,0.851238584653573
DE22,0.8566725028387528
DE23,0.7912129587881194
DE24,0.6889286759285995
DE25,0.8613262300534833
DE26,0.7737568688630496
DE27,1.0339893566485372
DE30,0.9068388613564375
EL42,5.120832647665849
LV00,0.22094406120210652
ME00,1.527792578013408
MK00,2.388622938029639
MT00,0.0
NL11,0.9724042530420465
NL12,0.9288067638565531
EL64,2.6683244824181154
EL65,3.117168213946275
ES11,2.0457145161010297
ES12,1.7828879877025978
ES13,1.8662191136060249
ES21,2.0500573944168945
ES22,4.107730560519833
ES23,3.544181840056455
ES24,8.26614726729711
ES30,5.112920204393708
IE05,0.8839112879246759
IE06,0.9058973960141301
IS00,0.2297640240530138
ITC3,3.0674953015531305
FI19,0.14173807398516278
FI1B,0.13645918895961337
FI1C,0.12503132697546945
DEA1,0.8818429287554369
DEA2,0.818497845607509
DEA3,0.774879009019422
DEA4,0.645032606676421
DEA5,0.6216553127352686
DEB1,0.7275129621618026
DEB2,0.6910075051483383
DEB3,0.8474339343400362
DEC0,0.7175397249265827
DED2,1.061249865452426
DED4,1.0595915383024823
DED5,1.1905526722963715
DEE0,1.1197761257903016
DEF0,0.6225929387364798
DEG0,0.9690528453589519
DK01,0.7144117681007771
DK02,0.7777980627976723
DK03,0.5743782497311654
DK04,0.6100922776271182
ES41,3.887126399226234
ES42,7.7900637542774565
HU23,1.9245145437194884
HU31,1.4051485144739022
HU32,1.4762705939373861
HU33,1.8113664282508226
IE04,0.8980427856526589
EE00,0.18787241154119094
EL30,5.0505420626324256
EL41,4.818664000269235
EL43,5.951501599536027
EL51,3.1138211361249026
EL52,3.1736282957056856
FI20,0.6186703187775269
FR10,1.3222421682646608
