nuts,February Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
FRB0,1.2770142432195408
FRC1,1.1659947536577446
FRC2,1.2032640780844246
FRD1,1.2489210915454778
FRD2,1.3303197298069265
FRE1,1.3203994864899555
FRE2,1.2871806382290434
FRF1,0.8390885818376294
NL13,0.9529506600623902
NL21,0.8758827532523666
NL22,0.9304359168314593
NL23,0.912967333150076
NL31,0.9556667664951707
NL32,0.9892860156200528
ITG2,4.787639729105752
ITH1,0.9510335493022639
ITH2,2.0364659785992587
FRI3,1.6531178587178461
FRJ1,3.9908581637591287
FRJ2,2.0071856311831566
FRK1,1.7460837546553953
FRK2,1.6456475190750888
FRL0,4.119721741156385
FRM0,3.467521315630765
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,3.4664014965165655
TR32,3.665495414080898
TR33,3.492833833176187
HR03,1.7089020612722705
HR02,1.5936226043037394
HU11,1.7088298572457188
HU12,1.7100272746896303
HU21,1.9781980391238116
HU22,2.289205398566742
PT16,5.073044215324674
PT17,7.120695645634432
FRF2,0.9601562754597343
FRF3,0.9236499627685337
FRG0,1.5102734768882415
FRH0,1.4782484884512457
FRI1,1.9994022914419214
FRI2,1.8332160115662068
ITC4,2.705279052443788
ITF1,2.066271636247887
ITF2,2.4584248365325045
ITF3,2.118809135502113
ITF4,4.716616437599142
ITF5,3.50367972074592
ITF6,2.676167509105539
ITG1,5.355391537779693
LT01,0.25789187148991394
LT02,0.3496597150370169
LU00,0.700041910220984
PL22,1.1172020438764385
PL41,0.9740906302842359
PL42,0.599654578247312
PT18,7.926560831038906
PT20,0.0
PT30,0.0
RO11,0.9514244298458545
RO12,0.948189861990071
RO21,1.9683762809140135
RO22,2.8882495808164435
RO31,2.711334141338755
RO32,2.5296462500529606
ITH3,2.422430507309183
ITH4,1.5290069263391286
ITH5,2.913809676574394
ITI1,2.6176956462327032
ITI2,2.4274347171891923
ITI3,2.685476248684259
ITI4,2.2541731337471274
LI00,0.713834988258925
FI1D,0.10603123496712762
TR82,2.6475474241236685
TR83,2.8177753081794488
TR90,1.0776453789827356
TRA1,0.6974192779873141
TRA2,0.10305639549710177
PL43,0.8605684707915943
PL51,1.1063705916464002
PL52,1.2144558222683632
PL61,0.8058018067801458
PL62,0.5837627830084948
PL63,0.804484400576552
PL71,1.161007375222108
PL72,1.1467985245044874
PL81,0.8091291816985883
PL82,0.9464707894680973
PL84,0.6253279421394635
PL91,0.8226471109948716
PL92,0.8428826466677237
PT11,2.6846666975542317
PT15,10.490396427694673
TRB1,3.4829187580994923
TRB2,0.3982251681167346
TRC1,4.837107079168715
RS12,1.9176365190009026
RS21,1.48104624886607
RS22,1.8678806428150605
SE11,0.5029096087063242
SE12,0.450830832482875
NL33,1.0364366691703064
NL34,1.1532621096580378
NL41,1.055377886339845
NL42,1.0289113731902744
PL21,0.9875117855179573
UKM6,0.5216227025761426
TR22,3.2907234601842963
TRC2,5.541523105051634
TRC3,5.5416981683805995
UKC1,1.032655317501334
UKC2,0.9853445168798709
UKD1,0.6941844537550098
UKD3,0.9729610171683869
UKD4,0.8414863037106904
UKD6,1.063751207422597
UKD7,1.005769355896807
UKE1,2.0367580863878647
UKE2,1.2403686241611636
UKE3,1.5329167544338014
RO41,2.56918614341524
RO42,1.331815677491076
RS11,1.9529253694563589
TR41,3.290848501828821
TR42,2.262815269938729
TR51,4.236273263710249
TR52,5.110281341594777
TR61,3.163604343473773
TR62,4.085789276796639
TR63,4.458942953802414
TR71,5.1582301078564194
TR72,4.143814852929268
TR81,1.6584918088373946
UKK1,1.4208620864576442
UKK2,1.350193478723895
UKK3,1.4868206351474924
UKK4,1.357631869972185
UKL1,0.8826131346685474
UKL2,0.8752053660617852
UKM5,0.7615904329654554
UKM7,0.5594972708704871
UKM8,0.5044523698678445
UKM9,0.7804872512463121
UKN0,0.8367807128420021
SE21,0.49469303548301197
SE22,0.5063951266274482
SE23,0.3100865738481183
SE31,0.20767302473535523
SE32,0.13749873445342137
SE33,0.11531906460937415
SI03,1.865984353538536
SI04,1.59698599795517
SK01,2.150979431097973
SK02,1.5880427612036967
SK03,0.8351692363387376
SK04,0.6257965592834557
TR10,2.1263704744598715
TR21,3.616682826150504
UKE4,1.1989096594789939
UKF1,1.5860632608872358
UKF2,1.7149830518459253
UKF3,2.160106827469333
UKG1,1.3924262009511876
UKG2,1.0987992411118366
UKG3,1.3431956083556174
UKH1,1.8637543339618812
UKH2,1.837627107887139
UKH3,1.8003487458348946
UKI3,1.4384456209351137
UKI4,1.4789882496540514
UKI5,1.516794660799485
UKI6,1.463996786493869
UKI7,1.5087856149438574
UKJ1,1.57237324513852
UKJ2,1.6149232438475607
UKJ3,1.5268122401235866
UKJ4,1.5375234663580533
NO09,0.27447646498907924
NO0A,0.18987845123177588
NO0B,0.0
HR05,1.5075692945993742
HR06,1.7676720024210413
NO02,0.11094187466966501
NO06,0.15282231110292502
NO07,0.12569526853825905
NO08,0.1669512859873302
