nuts,August Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,10.782150566913955
DE60,14.700649733638793
DE71,19.42757964130415
DE72,15.494027346939658
DE73,13.384595267930662
DE80,15.38463234216272
DE91,13.549503815803392
BG41,20.274574061502477
BG42,27.022093281260226
CH01,11.534193966232051
AT32,7.097833433399349
AT33,6.979120050461655
AT34,9.141278283805583
BE10,15.874738287328393
BE23,14.761032826968698
BE24,16.023347025886768
BE25,14.94045907055415
BE31,16.36714659578993
BE32,17.153894241016793
BE33,14.153621420557915
BE34,15.759493013838409
BE35,16.093967901442817
BG31,24.353897500799054
BG32,23.507778571712237
BG33,25.015876162247388
BG34,26.54441681694721
DE92,12.968055167556953
DE93,13.624212765277278
DE94,11.795362600128652
CZ07,16.695171017189693
CZ08,14.531387836842526
AL01,24.163519077327802
AL02,30.466174845048794
AL03,32.004730252330035
AT11,17.658229775070524
AT12,15.641052994600313
AT13,20.00222950074428
AT21,8.05083487650824
AT22,8.927208117131926
AT31,11.063869088222113
DK05,9.573361175859338
BE21,14.168355793486029
BE22,15.381688842876903
ES43,47.217258257930396
ES51,27.75186745054087
ES52,40.58316058753423
ES53,30.90364371158745
ES61,46.62980772504676
ES62,46.789266975228124
ES63,0.0
ES64,0.0
CH02,12.962746679663518
CH03,15.235889775526212
CH04,14.644931200765697
CH05,10.408709477304411
CH06,10.197788734739332
CH07,10.27498753180871
CY00,44.84510999191692
CZ01,16.19538095843011
CZ02,16.161893475032137
CZ03,14.329921508552404
CZ04,15.41382756342214
CZ05,15.024712805352587
CZ06,17.26136274934243
DE40,15.793943328889855
EL53,30.132771137852636
EL54,31.92186977021569
EL61,31.251447448314345
EL62,0.0
EL63,38.56849656046487
ES70,0.0
ITC1,17.179127228958002
ITC2,13.67345753967728
DE11,17.272643523589934
DE12,18.329992202883613
DE13,16.024032066320515
DE14,12.8482410624603
DE21,11.532382239315435
DE22,13.686716117909183
DE23,15.312900979913168
DE24,15.892619860336895
DE25,16.993168725611618
DE26,17.81593052371285
DE27,12.866805885859362
DE30,16.882269117702613
EL42,34.056192993849976
LV00,9.334439511843685
ME00,20.18757619792051
MK00,28.019097326040253
MT00,0.0
NL11,9.906206272428012
NL12,9.70764293290667
EL64,38.371524628270166
EL65,43.12798589996067
ES11,28.14932764047489
ES12,16.55794145678781
ES13,14.462116067497565
ES21,18.076005925021708
ES22,27.74302641852261
ES23,29.897905614573183
ES24,37.36949351646004
ES30,49.832096608986404
IE05,6.628943308365223
IE06,6.244431309327874
IS00,3.2202955492876715
ITC3,17.21049568928222
FI19,6.349030228684844
FI1B,7.960080419620841
FI1C,7.080893894070973
DEA1,13.555406465184712
DEA2,14.667416558439827
DEA3,13.278179535983648
DEA4,13.371640996170807
DEA5,13.305382155433248
DEB1,17.06458940220034
DEB2,17.35921877695479
DEB3,20.559563247371248
DEC0,20.044011613905077
DED2,13.841012358269145
DED4,13.586416282022578
DED5,16.05962397828074
DEE0,14.889494652415756
DEF0,13.34535146145225
DEG0,14.911007669569633
DK01,12.327344519828909
DK02,12.60508781230359
DK03,9.728314658778523
DK04,9.504110599992638
ES41,38.732005212625566
ES42,51.71031927392874
HU23,22.055332587373318
HU31,20.569336303556927
HU32,22.948064293235504
HU33,23.762666486964857
IE04,4.476397761542631
EE00,6.663309077691059
EL30,53.09478456555799
EL41,48.19462331752306
EL43,49.960225359527165
EL51,33.82061774339749
EL52,28.907898293765157
FI20,7.445726857000737
FR10,26.87272206647045
FRB0,28.954518309414148
FRC1,25.08417912617331
FRC2,21.753256305300077
FRD1,22.13266947580244
FRD2,22.013883922241966
FRE1,17.535656990094168
FRE2,22.29405067794603
FRF1,19.62279501485709
NL13,11.507124423501672
NL21,13.34441397005097
NL22,14.032968674722921
NL23,12.734508193409098
NL31,13.533982313094944
NL32,11.639033930157696
ITG2,40.563446407401095
ITH1,8.77043288262406
ITH2,9.416045291643144
FRI3,28.175754000581566
FRJ1,33.13762831620867
FRJ2,23.84277254626527
FRK1,22.091626256497968
FRK2,23.087387761281132
FRL0,31.589847238631314
FRM0,26.695603851521163
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,51.87660693237255
TR32,47.812929703097204
TR33,45.3699665217617
HR03,24.368022218510863
HR02,20.7856862185328
HU11,21.372767412063602
HU12,21.983036171157757
HU21,22.376321172292116
HU22,20.78167349478215
PT16,39.687828084253226
PT17,37.236185813380494
FRF2,22.645213466978028
FRF3,21.237963920552918
FRG0,28.49465834017905
FRH0,22.975711997384455
FRI1,21.457151459515334
FRI2,22.290303279413205
ITC4,16.877227652833156
ITF1,25.051082266606958
ITF2,29.595400320588155
ITF3,31.997278629097668
ITF4,39.6986868727856
ITF5,36.524660150985746
ITF6,29.282280566528247
ITG1,39.89579780835281
LT01,14.860886959662224
LT02,12.80365743383469
LU00,17.538214001624564
PL22,15.064557123107946
PL41,14.962364374297335
PL42,12.801578199122876
PT18,42.769923663205425
PT20,0.0
PT30,0.0
RO11,16.135480983367053
RO12,12.400378746827684
RO21,16.95529601224573
RO22,24.17459929224757
RO31,20.300458153685696
RO32,20.33672060389705
ITH3,16.104253351863917
ITH4,12.92717403347298
ITH5,22.36066579584847
ITI1,26.356821710049644
ITI2,31.80425162208091
ITI3,27.113303280713065
ITI4,30.687395245685636
LI00,10.245684773999008
FI1D,4.5472730060302995
TR82,34.05906045113811
TR83,36.41727065420946
TR90,21.52403470001667
TRA1,37.0239905855387
TRA2,27.4261625201032
PL43,16.870855841052183
PL51,14.891448333307434
PL52,15.40203005633723
PL61,13.02102817271743
PL62,11.824093051459029
PL63,11.661815063219809
PL71,15.080471867745528
PL72,14.299440796480447
PL81,12.99997411726493
PL82,11.770441159748124
PL84,13.68470776970096
PL91,12.87892806458605
PL92,12.739024768283455
PT11,34.39384812220525
PT15,43.02230954847707
TRB1,53.26454781749495
TRB2,53.22246438365411
TRC1,58.751738055278935
RS12,24.59285048618219
RS21,22.024804823186113
RS22,24.843348366065424
SE11,7.139744895649554
SE12,9.075549835174963
NL33,12.6192015246228
NL34,12.824405508039133
NL41,14.122371049315271
NL42,14.808795001394211
PL21,12.278302622358048
UKM6,2.741277603704032
TR22,46.13168127504704
TRC2,64.93297202292645
TRC3,66.41112356679808
UKC1,9.584566837732561
UKC2,8.270287458586111
UKD1,4.928620829153401
UKD3,7.794637918423528
UKD4,5.794863118907085
UKD6,9.648008305119273
UKD7,8.771018422919147
UKE1,13.767953535735597
UKE2,9.970492711631772
UKE3,12.25920486132403
RO41,20.591729862261456
RO42,19.637049799341007
RS11,24.803616070316618
TR41,39.05777034292793
TR42,26.762006108195635
TR51,44.9343901246862
TR52,50.61516619183063
TR61,42.431937657410934
TR62,40.63490765948254
TR63,49.6647470391665
TR71,53.31344049772465
TR72,51.011363703803376
TR81,25.625210019374684
UKK1,16.78395465401836
UKK2,16.429603426839208
UKK3,14.196833382565
UKK4,14.088340828941828
UKL1,8.561404312678112
UKL2,10.421330965900918
UKM5,4.586455612399707
UKM7,5.580552695855849
UKM8,4.482917775027669
UKM9,5.7376580165164945
UKN0,4.765730463253481
SE21,12.119015041911606
SE22,11.204369020814912
SE23,8.115419209483738
SE31,5.960951660370373
SE32,4.955422392894264
SE33,4.712833536352979
SI03,14.7811761903406
SI04,13.66626651074171
SK01,22.968101996401174
SK02,21.04582858721837
SK03,13.554642791236157
SK04,13.475613681227964
TR10,35.774104150325925
TR21,40.87831715051726
UKE4,9.98605086221802
UKF1,13.641822407538005
UKF2,16.107823321189738
UKF3,16.04390354425431
UKG1,15.243315534261365
UKG2,12.613437652757469
UKG3,15.008229357555795
UKH1,15.939692692302561
UKH2,17.361467065179994
UKH3,17.954796383833347
UKI3,17.20509434050345
UKI4,17.35687151953259
UKI5,17.46435051948737
UKI6,17.49082499986666
UKI7,16.897348507149385
UKJ1,16.663165370704725
UKJ2,17.92681776708653
UKJ3,16.982569186033654
UKJ4,17.778032736867136
NO09,7.895389384720575
NO0A,3.6930801683016563
NO0B,0.0
HR05,18.75486189515632
HR06,18.553050572952564
NO02,5.588459415726839
NO06,2.455036245930583
NO07,2.7960618148243728
NO08,7.661173366555841
