nuts,Autumn Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,4.273280072311216
DE60,5.167438495870574
DE71,8.673921723639227
DE72,6.883637607055127
DE73,6.191562537339371
DE80,5.896980286181899
DE91,5.949505664921537
BG41,12.30700512533692
BG42,15.845827816929525
CH01,4.821535365080379
AT32,3.195350845637769
AT33,3.444808691097211
AT34,3.3593578993980677
BE10,8.275748866966444
BE23,8.042494687208704
BE24,8.486442208782504
BE25,8.251011603752604
BE31,8.562209675541506
BE32,9.017450305968252
BE33,7.008655285059167
BE34,7.532287025683477
BE35,7.754359740173201
BG31,15.521835606191948
BG32,14.197661638466553
BG33,15.43861308663465
BG34,15.949429477833386
DE92,5.609857903704095
DE93,5.544870038050789
DE94,5.415707063824689
CZ07,6.820722092215112
CZ08,6.801434561596388
AL01,13.267285079089373
AL02,15.876329282701185
AL03,16.25953117321103
AT11,7.915906753318082
AT12,6.743359541697677
AT13,8.786179881690561
AT21,3.923477445032108
AT22,4.197308662928916
AT31,4.269556616514114
DK05,3.769347004370162
BE21,7.669675664861511
BE22,8.075431765269999
ES43,29.472406771769762
ES51,14.268070662392288
ES52,22.14335918719962
ES53,18.264943925525955
ES61,30.10012274074658
ES62,26.471430968652385
ES63,0.0
ES64,0.0
CH02,5.116772079726588
CH03,5.996878792869192
CH04,5.644780760647454
CH05,4.652477674640832
CH06,3.989149323563164
CH07,4.607111050886701
CY00,33.63412298305404
CZ01,7.876478676240528
CZ02,7.783035574450696
CZ03,5.924936745137583
CZ04,7.162551153882956
CZ05,6.6114156280711756
CZ06,7.338985765021476
DE40,7.298418493745534
EL53,18.00620032521389
EL54,17.17861224241529
EL61,18.730358469407346
EL62,0.0
EL63,20.87489622759764
ES70,0.0
ITC1,7.383161547264362
ITC2,6.0798396277951126
DE11,6.975532847385564
DE12,7.431011000228901
DE13,6.8582657592309655
DE14,5.952147247861113
DE21,4.93000016060961
DE22,5.525630503188719
DE23,5.79343378452225
DE24,6.591512393916784
DE25,6.802687055359612
DE26,7.483027599367236
DE27,5.620090844751007
DE30,7.701313976909162
EL42,26.970211336258256
LV00,3.612857793543369
ME00,11.078406178839764
MK00,16.579163189015254
MT00,0.0
NL11,4.37122630798017
NL12,3.794544549279794
EL64,22.52052205128363
EL65,24.472778670956206
ES11,14.504637321970112
ES12,8.468453045911318
ES13,10.041543561990213
ES21,11.71218417204485
ES22,16.581597689306736
ES23,19.3695741410612
ES24,21.51885064200374
ES30,26.822870795230376
IE05,4.2046391888786125
IE06,4.076678914028569
IS00,1.1395225620578184
ITC3,8.221545427930625
FI19,1.9705502387101759
FI1B,2.659002892758125
FI1C,2.350642558245982
DEA1,6.795743248702377
DEA2,6.711385115086978
DEA3,6.571485586028892
DEA4,5.551969371139959
DEA5,5.540778574751133
DEB1,7.827130657371457
DEB2,8.622495390568435
DEB3,9.131113850592474
DEC0,9.447952861005428
DED2,6.4217348074919824
DED4,6.093653390831273
DED5,8.10238583858241
DEE0,7.486906889321238
DEF0,5.344430556463231
DEG0,7.092032045698304
DK01,4.552611790119388
DK02,4.806398541027189
DK03,3.7719344739930483
DK04,3.6626278965422148
ES41,23.362757598092088
ES42,28.876687065315473
HU23,10.029739672852608
HU31,10.458377671784278
HU32,11.08812040137187
HU33,11.699081207971535
IE04,3.411840708465307
EE00,2.5821289116220356
EL30,32.461032180106066
EL41,30.261091763999858
EL43,32.70517274532902
EL51,20.7959684336498
EL52,17.469885324445773
FI20,4.237534625086568
FR10,12.39166139161478
FRB0,13.237319820133184
FRC1,10.902281279605251
FRC2,10.058804370136176
FRD1,10.079257750767487
FRD2,10.280976613865715
FRE1,8.993887834270799
FRE2,11.116026516432026
FRF1,8.08061505888029
NL13,5.011051447173604
NL21,5.663430087330474
NL22,5.96095112742234
NL23,4.924783969170089
NL31,5.569350835453014
NL32,4.551266249346723
ITG2,20.78329499736543
ITH1,4.590610089461036
ITH2,4.903213607183985
FRI3,13.673520864094774
FRJ1,14.53560178753374
FRJ2,11.619538337633204
FRK1,10.50375386647819
FRK2,8.464870854555265
FRL0,12.74670167478878
FRM0,13.379366366154485
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,31.115869276662
TR32,31.92041987643307
TR33,29.702924339726078
HR03,11.55859967088551
HR02,9.883212049054967
HU11,11.052756851816888
HU12,10.932323496761768
HU21,10.274302429577375
HU22,9.257556783115124
PT16,23.41881191013169
PT17,23.151002244027367
FRF2,10.329684198357088
FRF3,9.900592115513641
FRG0,13.920700080005547
FRH0,11.351823587432927
FRI1,11.427843599113283
FRI2,10.547061567680679
ITC4,6.985743495837387
ITF1,10.209978359899159
ITF2,14.144653332555501
ITF3,13.672417243003618
ITF4,19.58021539686301
ITF5,18.076082653881528
ITF6,14.74310517985689
ITG1,20.330801843743796
LT01,4.608080095128686
LT02,4.524390489783345
LU00,8.357190878322553
PL22,7.016180122810715
PL41,7.385400895878982
PL42,5.902863377181851
PT18,26.739403500510225
PT20,0.0
PT30,0.0
RO11,7.832055077696526
RO12,6.957822912568063
RO21,9.513450631244895
RO22,14.665262929591394
RO31,13.057974212118017
RO32,12.762830169183406
ITH3,7.699659516206349
ITH4,6.414920657927704
ITH5,10.266109371445129
ITI1,11.386685526461147
ITI2,13.137400950966756
ITI3,11.948180388707547
ITI4,12.139081404629854
LI00,3.9832518562884625
FI1D,1.3244296646405367
TR82,19.366953701889262
TR83,20.718041696020414
TR90,12.251441732335037
TRA1,25.179579967361967
TRA2,13.877990830400375
PL43,7.329809764843019
PL51,6.929183673101564
PL52,7.462189109135607
PL61,6.859333504356876
PL62,5.408778419763109
PL63,5.092581380875279
PL71,7.449528329554912
PL72,7.246797719968065
PL81,7.073647726110337
PL82,6.0647581871951965
PL84,6.126449783915872
PL91,6.749098923180129
PL92,6.628583534723052
PT11,19.116315655968435
PT15,28.966994175897362
TRB1,34.194460375185564
TRB2,33.15025335828211
TRC1,37.97020842585934
RS12,14.26121248475647
RS21,11.85777508834192
RS22,13.978852003182356
SE11,3.6211160507433977
SE12,3.409557801018842
NL33,5.5773116199931065
NL34,7.316832444093734
NL41,7.035610708891431
NL42,7.730892274842657
PL21,5.747372925562174
UKM6,1.5232137356660223
TR22,27.875570622718225
TRC2,41.70672491744618
TRC3,43.47019147086016
UKC1,4.183906551867017
UKC2,3.5161938890639037
UKD1,2.0560757821137985
UKD3,3.1192402575593046
UKD4,2.408235558328481
UKD6,3.412820290896809
UKD7,3.228133946045888
UKE1,7.033361939006267
UKE2,5.196825141502769
UKE3,5.948710423218723
RO41,13.45236840619609
RO42,10.097435840337567
RS11,14.264388691902509
TR41,25.277178034013616
TR42,15.729374436964033
TR51,30.323790915240007
TR52,32.36975259409891
TR61,28.234432753082753
TR62,30.744953821477754
TR63,33.689726030006724
TR71,31.769597170707133
TR72,30.52537449156369
TR81,14.468711689559395
UKK1,8.58849392286697
UKK2,8.067809683525077
UKK3,6.306532828485674
UKK4,7.067749074928101
UKL1,3.870014834551702
UKL2,4.83158696580557
UKM5,2.407545998520422
UKM7,2.1177479491146487
UKM8,1.8777713404784853
UKM9,2.33653819041826
UKN0,2.1406934583747854
SE21,3.9704552250249407
SE22,3.874306452952343
SE23,3.339493269936779
SE31,2.8253413458938996
SE32,1.7380074624898298
SE33,1.1822506963349575
SI03,6.598510623005628
SI04,6.531441936062772
SK01,9.86914040801125
SK02,9.515980447232051
SK03,6.236739167946344
SK04,6.362249151389766
TR10,19.68304007622881
TR21,24.484358342846907
UKE4,4.766990948623803
UKF1,6.191306590377014
UKF2,7.442300273152044
UKF3,7.525606544577044
UKG1,7.118357641709302
UKG2,5.152604234455811
UKG3,6.427308400542594
UKH1,7.346332215725868
UKH2,9.021378086285505
UKH3,8.686429154697251
UKI3,9.629548716286632
UKI4,9.081641396000446
UKI5,9.164001667727298
UKI6,9.648276140826265
UKI7,9.249412414903158
UKJ1,9.099982820016846
UKJ2,9.70577104447147
UKJ3,9.088805072572505
UKJ4,9.402379157673847
NO09,2.637201702008424
NO0A,1.0221883384571926
NO0B,0.0
HR05,7.667019569413448
HR06,7.826182530749871
NO02,1.7177130260069104
NO06,0.9838513947604183
NO07,0.9082823407640137
NO08,2.56370227836733
