nuts,Spring Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE24,4.684002715994282
DE25,4.869412612689292
DE26,4.844438704192576
DE27,3.444058450723329
DE30,7.3855793157066785
EL42,14.272477008147588
LV00,5.405318527650145
ME00,3.840317083416167
MK00,7.756781701120101
MT00,0.0
NL11,5.38297742797535
NL12,5.089410378034331
EL64,13.235635062337677
EL65,13.75878516605326
ES11,5.154291159659689
ES12,3.291867425745884
ES13,3.54323327686024
ES21,4.5437542272103535
ES22,9.861328544360246
ES23,9.060377281959438
ES24,17.263319007269686
ES30,14.431892737097428
IE05,3.1601950822757368
IE06,3.2439949581307377
IS00,0.9713292256845804
ITC3,4.659587576057965
FI19,4.824102597038948
FI1B,5.475584902112998
FI1C,5.019999902116507
DEA1,5.347876064536414
DEA2,4.422880608054083
DEA3,5.684778799695949
DEA4,4.796947748936084
DEA5,4.273769376281771
DEB1,4.398679568632531
DEB2,4.08666380009009
DEB3,5.326091869323205
DEC0,4.472219999119898
DED2,5.127549290999044
DED4,4.377843218876606
DED5,5.908787815176038
DEE0,6.10429815058637
DEF0,5.150664031265128
DEG0,4.550648757111719
DK01,5.768929793096285
DK02,5.018722089696479
DK03,4.999734224505007
DK04,4.860162120974524
ES41,11.078719980659269
ES42,18.780540360340062
HU23,8.180152084096525
HU31,9.812301868625271
HU32,9.875839450243772
HU33,9.505022583935272
IE04,2.8095295572938315
EE00,5.095957697736315
EL30,22.030407566298074
EL41,12.621050993945465
EL43,21.617477206837748
EL51,8.389493313079637
EL52,8.793869515155192
FI20,3.7054993220956
FR10,5.882591041500646
FRB0,5.974959364392835
FRC1,4.981758142591239
FRC2,4.165964272208184
FRD1,4.710578731210007
FRD2,4.764234587265949
FRE1,5.051514076572547
FRE2,5.113872951757745
FRF1,4.594572096502936
NL13,5.755904990725626
NL21,6.08405749573385
NL22,5.861282040026422
NL23,5.7759181523556125
NL31,5.7941013584096845
NL32,5.211766779683178
ITG2,13.814747882072803
ITH1,1.4414252840982138
ITH2,2.4631329617281033
FRI3,6.435152863049021
FRJ1,9.88273998015589
FRJ2,5.5795030329577955
FRK1,4.855363951581876
FRK2,5.039256348864357
FRL0,9.536462130982594
FRM0,7.340409254741315
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,14.991569403690107
TR32,17.5329251190181
TR33,15.56804741416171
HR03,5.358151638921286
HR02,7.25805678358621
HU11,9.425185776386371
HU12,9.51508112520004
HU21,8.519049054756364
HU22,8.49266158317034
PT16,12.285945130838055
PT17,14.977319037759615
FRF2,4.886813556446008
FRF3,4.342555490848275
FRG0,5.834857497298305
FRH0,5.034223398399668
FRI1,6.085028646323813
FRI2,5.207695037232453
ITC4,6.054501984289624
ITF1,6.337219635431826
ITF2,8.81825892831875
ITF3,8.299919539438605
ITF4,14.548459595152048
ITF5,12.110678511598593
ITF6,8.27874005144475
ITG1,17.011157282326
LT01,5.238214695704537
LT02,5.370551175828906
LU00,4.092196529360082
PL22,5.2751429487836825
PL41,7.3645087048681015
PL42,6.046598749420957
PT18,17.165522637212412
PT20,0.0
PT30,0.0
RO11,5.4289522513710295
RO12,4.252326116010903
RO21,7.320914003758527
RO22,10.940514917061913
RO31,9.869990141651687
RO32,10.911538810241986
ITH3,5.170063750243495
ITH4,3.634857050157019
ITH5,7.6828645599397
ITI1,7.0283733321609
ITI2,8.19223843437053
ITI3,7.3891066145345805
ITI4,7.25158003580691
LI00,1.9521528405603936
FI1D,2.9813391485836678
TR82,7.755942253505317
TR83,7.841774196734317
TR90,2.6966868966954998
TRA1,4.735241495536844
TRA2,1.7045054173941894
PL43,7.423263471383715
PL51,5.858055075169443
PL52,6.098979222611003
PL61,6.358198956273592
PL62,5.304339904538588
PL63,5.200347134367957
PL71,6.486476621664095
PL72,5.6588572436434905
PL81,5.825995458310563
PL82,4.643456519867733
PL84,5.901114017751619
PL91,6.268444539466906
PL92,6.15488098147228
PT11,8.399902378526905
PT15,18.929714742454557
TRB1,10.531568875764288
TRB2,5.097052490647936
TRC1,18.460360005616085
RS12,10.557072105320106
RS21,6.7565650915612245
RS22,7.573162023525794
SE11,5.532028806765363
SE12,5.868473968965309
NL33,5.307236150435045
NL34,5.493668158040961
NL41,5.588692402893983
NL42,5.178740351872863
PL21,4.201936721813439
UKM6,2.0953429031985507
TR22,12.597389637934448
TRC2,22.263425035715017
TRC3,22.749604634604427
UKC1,3.3550633116431348
UKC2,3.1051930312904488
UKD1,2.8321482945864385
UKD3,3.691505596008871
UKD4,3.2162357265438155
UKD6,3.835203365294004
UKD7,3.7360210619197183
UKE1,4.722135821666857
UKE2,3.8262222433019795
UKE3,4.616705739646754
RO41,9.23806362815216
RO42,6.512806605582575
RS11,8.87729279727286
TR41,13.859532681374272
TR42,6.796649526031603
TR51,15.916437149146994
TR52,18.7851161375856
TR61,12.81322182025597
TR62,11.009578267738647
TR63,13.776379841845014
TR71,16.93252033460088
TR72,10.653567544697205
TR81,4.939240881019892
UKK1,4.89152890006326
UKK2,4.59352597107905
UKK3,4.257787886271893
UKK4,4.11768173484468
UKL1,3.175360566768603
UKL2,3.4101036695248013
UKM5,2.3529788078559655
UKM7,2.6152597043299752
UKM8,2.7538172954732474
UKM9,2.7832376065622944
UKN0,2.765752764542782
SE21,6.16408042270839
SE22,5.514634029567929
SE23,5.3618751264897835
SE31,5.045658694025679
SE32,3.6676265565434063
SE33,2.908586888350642
SI03,5.238020444083645
SI04,4.300730044100396
SK01,9.427370037188975
SK02,8.30243852627099
SK03,5.177537652607655
SK04,5.250002057839978
TR10,8.9807038224916
TR21,10.675041534761707
UKE4,4.119300000260481
UKF1,4.8782495095634735
UKF2,5.3892396110338625
UKF3,5.426098085104638
UKG1,4.757029118452016
UKG2,4.072568805074375
UKG3,4.840250990784249
UKH1,5.401139012777416
UKH2,5.767607815488374
UKH3,5.557785486883899
UKI3,5.831803791591892
UKI4,5.744430020582174
UKI5,5.66960124656696
UKI6,5.730068998251771
UKI7,5.662585415063455
UKJ1,5.298508667313441
UKJ2,5.691386900630165
UKJ3,5.384678225623643
UKJ4,5.4190294154068654
NO09,3.4595549019597676
NO0A,1.5362914358002002
NO0B,0.0
HR05,6.797194423171792
HR06,6.969095723786623
NO02,3.098321133756603
NO06,1.880659371268132
NO07,0.7838347924919994
NO08,3.924230753634134
