nuts,May Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
UKD7,5.628529118261444
UKE1,6.11921502353697
UKE2,5.127662521949546
UKE3,6.193205737327889
RO41,12.077695989567577
RO42,8.748217225585982
RS11,11.997835676919635
TR41,20.275979022087405
TR42,9.646813781955236
TR51,22.77230138210573
TR52,25.086826963084025
TR61,18.819826788106337
TR62,15.53376907376877
TR63,20.105306882953546
TR71,23.18247999331068
TR72,14.074587006772836
TR81,6.9124923471064035
UKK1,6.768557895895812
UKK2,6.477186131063673
UKK3,5.732809953277579
UKK4,5.68501146653225
UKL1,4.741746227001087
UKL2,4.872012659708404
UKM5,3.363573666789153
UKM7,3.9020273769658034
UKM8,4.336880091346892
UKM9,4.122737972101583
UKN0,4.186845074869241
SE21,8.821294986661904
SE22,8.256142467458808
SE23,7.961982282889433
SE31,7.492721886404464
SE32,5.980685188909833
SE33,5.18592810737869
SI03,6.349624405942788
SI04,4.833593840771897
SK01,11.140846625605565
SK02,9.809529995465917
SK03,6.281349763015597
SK04,7.001485039687822
TR10,13.581394210404811
TR21,16.06622883350573
UKE4,5.6425067215926425
UKF1,6.623722546524355
UKF2,7.419501040159449
UKF3,7.354354990412857
UKG1,6.5765986243403445
UKG2,5.5976866909889855
UKG3,6.705342981003447
UKH1,7.372428729822629
UKH2,7.777324558554235
UKH3,7.512949212709489
UKI3,8.071939793425559
UKI4,7.893718289022116
UKI5,7.807918527749241
UKI6,7.743477566197948
UKI7,7.847613962501787
UKJ1,7.47211363406161
UKJ2,7.6926391176268565
UKJ3,7.307904215747338
UKJ4,7.351990234180458
NO09,5.253735328605965
NO0A,2.57975038243137
NO0B,0.0
HR05,8.20854618918752
HR06,8.23819449352483
NO02,4.988537404632864
NO06,3.2268835646696887
NO07,1.5344018947872837
NO08,6.050189365757858
