nuts,June Fire Weather Index (-) ensemble median - RCP4.5 - (2071 - 2100)
DE50,5.599212305793538
DE60,6.47328904599697
DE71,6.8818591048787425
DE72,5.64038084780695
DE73,4.784039030691745
DE80,6.614491709342694
DE91,5.408898140742346
BG41,14.879729341561745
BG42,18.92301029345835
CH01,3.227451811126891
AT32,3.1415617005203544
AT33,2.5438923692159894
AT34,3.2114702214711577
BE10,6.573261631669206
BE23,6.521092226124707
BE24,5.89931928509213
BE25,6.745395999965348
BE31,5.216012008604502
BE32,5.686865250059098
BE33,4.512376825381652
BE34,4.918208774784203
BE35,4.9864233688177615
BG31,18.284623688601883
BG32,17.68753677327981
BG33,17.959408996535245
BG34,18.548232147411323
DE92,5.400151014784028
DE93,6.273020792468419
DE94,5.773223560138499
CZ07,7.688920710071072
CZ08,5.968275933041343
AL01,16.116888438148234
AL02,22.66212604189322
AL03,24.945429081988614
AT11,11.597572040068247
AT12,9.005474525960123
AT13,11.877382375911646
AT21,3.6565815696133717
AT22,4.561054084250238
AT31,4.377205500224064
DK05,7.964793762882535
BE21,6.453384770286368
BE22,5.6019894552355405
ES43,34.63282998248507
ES51,21.964295553386442
ES52,33.534227774248315
ES53,24.88206373732287
ES61,36.308231476604746
ES62,38.220401718135996
ES63,0.0
ES64,0.0
CH02,4.305219245939392
CH03,5.552868881937019
CH04,5.812868892930984
CH05,4.135900113974478
CH06,3.478516376875373
CH07,4.643503740320575
CY00,42.221975370643484
CZ01,7.859754102417866
CZ02,7.670664820026777
CZ03,5.87147792064018
CZ04,6.791169389694226
CZ05,6.660103823624966
CZ06,9.570561649197323
DE40,7.849882398744799
EL53,26.581471543150943
EL54,26.299977967743764
EL61,28.99459517162395
EL62,0.0
EL63,32.00824569300307
ES70,0.0
ITC1,8.90772076443702
ITC2,3.311386539633471
DE11,6.32673791908147
DE12,7.0401326385935645
DE13,5.7459262638427075
DE14,4.53783066149435
DE21,4.139383592051415
DE22,5.576587519573342
DE23,5.848417134940481
DE24,5.276855506213567
DE25,6.167213756572064
DE26,5.7185036878328654
DE27,4.662153346825648
DE30,9.04686002798051
EL42,31.317542998925997
LV00,7.87255500880205
ME00,12.947345411066006
MK00,23.73756296791601
MT00,0.0
NL11,5.436751082008648
NL12,5.027607845233014
EL64,34.294491738397014
EL65,37.22341226248549
ES11,13.412039063235486
ES12,5.659981673899331
ES13,6.957922767539421
ES21,8.951579461659257
ES22,20.719822325116763
ES23,20.886863067828195
ES24,31.19791429495079
ES30,33.787552042082936
IE05,4.771143629507734
IE06,5.064183718582381
IS00,4.855975277853809
ITC3,8.595256723155686
FI19,6.686813303462105
FI1B,8.873490843366172
FI1C,8.493064331721929
DEA1,5.4830790382952515
DEA2,4.953927722891877
DEA3,5.478015513919738
DEA4,5.0990238888675945
DEA5,4.620399731550893
DEB1,5.823829129311243
DEB2,5.934789033606948
DEB3,7.757099084441338
DEC0,7.204486349171829
DED2,6.597928307739457
DED4,5.141569100803181
DED5,6.78680132880586
DEE0,6.652748080103416
DEF0,6.701351950742826
DEG0,5.007354144348667
DK01,8.059980455738332
DK02,7.028620958854817
DK03,6.7596211559864035
DK04,6.767034201200458
ES41,27.048698339210457
ES42,36.96019070453774
HU23,14.24030698130214
HU31,16.179057062264466
HU32,16.37359101594041
HU33,16.455245917733205
IE04,3.9353193880751967
EE00,7.9492648583591725
EL30,47.74096216027889
EL41,38.256636800709956
EL43,45.53754001298051
EL51,23.17420378533354
EL52,24.595991527914876
FI20,7.5720918364287995
FR10,9.30495887714568
FRB0,11.096112423643508
FRC1,8.596692946216459
FRC2,7.232735159508125
FRD1,7.81862655474807
FRD2,7.365583047762044
FRE1,5.8390887527854485
FRE2,6.823698550548472
FRF1,7.622882587358925
NL13,5.569237570767988
NL21,5.317512596057439
NL22,5.760906752373325
NL23,5.3159260534615855
NL31,5.973773715262802
NL32,5.368681927273687
ITG2,31.330494955244877
ITH1,4.107535115830371
ITH2,4.492200743967001
FRI3,11.585797400133329
FRJ1,20.110413549183146
FRJ2,10.631155620842925
FRK1,7.73195704198778
FRK2,9.990055059534747
FRL0,20.594588555827787
FRM0,16.65890299500061
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,44.51688259000302
TR32,43.05751727710236
TR33,39.88716534734523
HR03,13.03449263936059
HR02,12.093340806021677
HU11,16.72118529037823
HU12,16.39472322817546
HU21,15.492914513754549
HU22,13.807624115970095
PT16,29.27509907998248
PT17,32.47723404868624
FRF2,8.136666010356741
FRF3,7.388974584623857
FRG0,11.653824813534275
FRH0,8.122482975395993
FRI1,10.786080569749949
