nuts,September Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,7.52592906728075
DE60,8.750596174014142
DE71,11.207514965402646
DE72,9.112899996968554
DE73,7.488328456293103
DE80,9.535441640659851
DE91,9.078478823867913
BG41,16.470819775535297
BG42,21.873065621701837
CH01,4.663057934607335
AT32,2.621731657225677
AT33,3.013277220910327
AT34,2.8313026562738974
BE10,10.601886591047231
BE23,11.050521528729211
BE24,10.376537044787916
BE25,11.193870388102814
BE31,9.992317937834391
BE32,10.568510043659733
BE33,8.54711337395583
BE34,9.760308250376314
BE35,9.27726637620179
BG31,19.796131691896232
BG32,18.28561535983838
BG33,19.90645351994986
BG34,21.536405967983963
DE92,9.382349423291796
DE93,9.880608526323343
DE94,8.244823030820442
CZ07,8.063799437370973
CZ08,6.8440173163496905
AL01,15.991327427416199
AL02,19.41406260342967
AL03,21.244884566444775
AT11,9.984365824744323
AT12,7.791707113821576
AT13,10.912769345372354
AT21,4.316592079360707
AT22,4.380488010199456
AT31,4.273158248984038
DK05,5.538977407974021
BE21,10.661075277504999
BE22,9.596569947437123
ES43,38.73080606085155
ES51,17.27180776503642
ES52,25.960580209996582
ES53,21.387379475283744
ES61,37.563562150998656
ES62,32.52711486184516
ES63,0.0
ES64,0.0
CH02,5.160475537132637
CH03,6.965186460052259
CH04,6.524736426594448
CH05,4.32191703916732
CH06,3.644093194848783
CH07,5.243759742934389
CY00,39.753609633303924
CZ01,9.594556726972565
CZ02,9.127178188482915
CZ03,6.543488918633242
CZ04,8.225726553364487
CZ05,7.678765962759956
CZ06,8.835246961346636
DE40,10.060287267406462
EL53,23.178530100431253
EL54,23.466356091290145
EL61,23.943964891777924
EL62,0.0
EL63,28.32689718853296
ES70,0.0
ITC1,11.270704093946627
ITC2,5.961584987677109
DE11,8.399210482786465
DE12,9.621535568737844
DE13,8.176825989584229
DE14,5.977690990856332
DE21,4.532961817116943
DE22,6.072620864148566
DE23,6.848114019359219
DE24,7.674710689556558
DE25,8.343942035400072
DE26,8.884372826947754
DE27,5.292166141913183
DE30,10.455828153693199
EL42,33.91965628425607
LV00,4.974325105471168
ME00,14.203244080797987
MK00,22.465611350309405
MT00,0.0
NL11,7.441004641873306
NL12,6.426160156268259
EL64,29.5377867756472
EL65,32.85953837254077
ES11,21.117659287112865
ES12,12.57379219345795
ES13,12.08483051521167
ES21,14.528402773493285
ES22,21.02132793424289
ES23,23.649791747481256
ES24,26.114998860866937
ES30,34.4845417315323
IE05,6.610390022219453
IE06,6.011956369876903
IS00,1.7175642487071379
ITC3,11.305648833325094
FI19,4.389043841897541
FI1B,5.287284717307356
FI1C,4.989110004874556
DEA1,8.534713343029653
DEA2,9.393192180849333
DEA3,8.537978965054203
DEA4,8.550351501827981
DEA5,7.550061898907365
DEB1,11.120697419242862
DEB2,12.035463870675505
DEB3,12.907049415315962
DEC0,12.937565238426059
DED2,7.832670985565927
DED4,6.881463075776281
DED5,9.567935244819028
DEE0,9.628148478319948
DEF0,7.415832251100077
DEG0,8.511929421814957
DK01,7.251603508055419
DK02,7.86673491666301
DK03,6.534342300179868
DK04,5.755540683920031
ES41,30.64912126883935
ES42,35.37957497295084
HU23,12.69428679557497
HU31,13.736170711259257
HU32,15.882456027310191
HU33,15.636407558762278
IE04,4.041126638063296
EE00,5.208313723418274
EL30,41.34185477366245
EL41,39.30442785626758
EL43,39.67558635883678
EL51,28.899226764653186
EL52,22.081422112328536
FI20,6.243296186850633
FR10,15.527995064739898
FRB0,18.048975167865233
FRC1,15.020861491149367
FRC2,12.023178351698535
FRD1,12.846419879966207
FRD2,12.5454179443374
FRE1,12.150822786013135
FRE2,13.254970603369948
FRF1,11.706612743245492
NL13,7.651228586582995
NL21,8.838221303999141
NL22,8.73449505459766
NL23,7.773486594295138
NL31,8.577989530252276
NL32,7.611024860164357
ITG2,27.20215587776433
ITH1,4.965987022820778
ITH2,5.5970572484829235
FRI3,19.19745677890272
FRJ1,22.30024794762016
FRJ2,15.828431694793162
FRK1,13.847089389167582
FRK2,12.829184042364524
FRL0,19.290969633677598
FRM0,17.79216667224054
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,41.57244276409074
TR32,40.23392012162514
TR33,38.99459521736789
HR03,14.459524099017907
HR02,12.58372745059336
HU11,13.91569724901453
HU12,14.309837627969117
HU21,13.102605248766466
HU22,11.391743699413997
PT16,32.29510811938983
PT17,31.75595927853216
FRF2,13.457469291537958
FRF3,13.269754577852128
FRG0,19.322132627704057
FRH0,15.450055929716921
FRI1,15.776055827844662
FRI2,14.137617790008022
ITC4,10.753184914046921
ITF1,13.994781961374658
ITF2,19.01541489877026
ITF3,19.198361212678932
ITF4,26.161900219162593
ITF5,23.538958523681572
ITF6,18.097507457441257
ITG1,26.040499890463543
LT01,6.0961462498140015
LT02,5.669413260428572
LU00,11.303208586217547
PL22,8.085724759348128
PL41,9.795753996670166
PL42,8.456390763811193
PT18,35.492006268195986
PT20,0.0
PT30,0.0
RO11,10.925588795499877
RO12,9.31044496092236
RO21,13.237114870840584
RO22,19.462713398898707
RO31,16.782408434934606
RO32,16.707305858640257
ITH3,10.04179263044708
ITH4,7.363144712800735
ITH5,14.52296746392996
ITI1,16.3437208367784
ITI2,19.400118769335695
ITI3,16.28597858227317
ITI4,17.263310625398194
LI00,3.391371938974534
FI1D,2.2018378496615463
TR82,26.35209202104361
TR83,25.995849520511506
TR90,15.153338944122035
TRA1,32.65130766058343
TRA2,16.895140132886596
PL43,10.045057399164603
PL51,8.60197751368802
PL52,8.735619143393224
PL61,9.246385437349158
PL62,7.780573726025453
PL63,7.175883163349335
PL71,10.064771326958674
PL72,8.865055010299528
PL81,9.399658918973053
PL82,7.525756379443584
PL84,8.50596702406587
PL91,8.580313617894422
PL92,8.967052055425746
PT11,27.566045540940717
PT15,36.35526531397296
TRB1,47.41206220895492
TRB2,46.14997892036003
TRC1,51.09905810121462
RS12,17.721710419604566
RS21,15.679334867804512
RS22,18.873579110305513
SE11,5.847752379804866
SE12,5.901296999334574
NL33,8.759309131524315
NL34,9.955825467228998
NL41,9.910341800591386
NL42,9.37535567169721
PL21,6.401009265704102
UKM6,2.231689679562497
TR22,37.511202559987424
TRC2,56.99771962289985
TRC3,58.11668763659063
UKC1,6.613630438253072
UKC2,5.553754230640717
UKD1,3.33192575512919
UKD3,5.190764063670389
UKD4,3.7628778778596836
UKD6,5.301530777607713
UKD7,4.8416176006256055
UKE1,10.352985813493042
UKE2,7.9430433235004845
UKE3,9.26074611666915
RO41,17.740255113233278
RO42,12.992683152559344
RS11,18.072250156145213
TR41,34.172283260511925
TR42,21.791443438742895
TR51,39.480799116895994
TR52,43.05752639706595
TR61,35.81027878801982
TR62,36.113295626259564
TR63,43.22902003009649
TR71,43.01809298294293
TR72,40.5403379911556
TR81,20.57809099322461
UKK1,12.66852351216496
UKK2,11.101107703024212
UKK3,8.105671160677584
UKK4,8.944703424055177
UKL1,5.514915954775027
UKL2,7.340446675513723
UKM5,3.64090864123513
UKM7,3.2920168271303045
UKM8,2.9887208446099502
UKM9,3.725270513129918
UKN0,3.3640358723535817
SE21,5.873038245912707
SE22,6.39084267634026
SE23,5.065564843255755
SE31,4.972318129169014
SE32,3.1279392613924175
SE33,2.4394440915309645
SI03,7.733593895908405
SI04,7.533246365239667
SK01,13.107388073541324
SK02,11.982682090473402
SK03,7.007243100918704
SK04,7.815715506513954
TR10,29.111066761298474
TR21,34.69986757256585
UKE4,7.218845811372324
UKF1,9.78947886829302
UKF2,12.491476428503551
UKF3,12.161617614914558
UKG1,11.5642934250329
UKG2,8.086028427708218
UKG3,10.486161605379055
UKH1,13.472845086811786
UKH2,14.031853942601225
UKH3,13.394274668094843
UKI3,12.775267897723584
UKI4,12.76204999712825
UKI5,12.814965839379672
UKI6,12.475202629923347
UKI7,12.807959941429493
UKJ1,13.984139524916829
UKJ2,12.347711259835522
UKJ3,13.14080428441317
UKJ4,11.896601757827792
NO09,3.4570824392790738
NO0A,1.4613844363455826
NO0B,0.0
HR05,10.819688368837511
HR06,10.404171233205101
NO02,2.8360710660125426
NO06,1.4640335500864528
NO07,1.250972485284644
NO08,3.9791122998079413
