nuts,November Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
PL42,1.0901355918326334
PT18,10.423841818490807
PT20,0.0
PT30,0.0
RO11,2.5545191165938994
RO12,2.7418787040267953
RO21,3.7341585074030803
RO22,5.911391889362286
RO31,4.485213479780469
RO32,4.096153122990354
ITH3,2.7378414909585804
ITH4,1.915879169726563
ITH5,2.4861826400002034
ITI1,2.2193438082746497
ITI2,2.287912898369033
ITI3,2.451016442662448
ITI4,2.3354572488136247
LI00,1.3605155325192122
FI1D,0.0706220275614889
TR82,6.635491678425535
TR83,7.355292505589935
TR90,3.549813073093587
TRA1,5.602443423385683
TRA2,2.849762456406021
PL43,1.541995369452998
PL51,1.8861546792859551
PL52,2.2926477632316313
PL61,1.479647815178551
PL62,0.8211152034218955
PL63,0.9819577513735408
PL71,2.0282412871196382
PL72,1.736865695443966
PL81,1.4686813149017062
PL82,1.5877448011249564
PL84,1.139172536582316
PL91,1.37620251485277
PL92,1.2666583447400643
PT11,5.008368347564809
PT15,12.872477339625497
TRB1,9.041611652215618
TRB2,6.20417374804542
TRC1,14.829704764894663
RS12,4.8624963766433895
RS21,3.239855553457017
RS22,3.7841811936253493
SE11,0.7187060734243881
SE12,0.6831518109821689
NL33,1.0827695410945415
NL34,1.2577925032643305
NL41,1.0728222034711308
NL42,1.1376922886316911
PL21,1.4445079551564775
UKM6,0.3986301837373311
TR22,7.288890987319319
TRC2,16.00987937557767
TRC3,16.443130362975904
UKC1,1.0103061851158182
UKC2,0.8340853451814444
UKD1,0.3675124788045411
UKD3,0.6044936367497591
UKD4,0.5308016091226164
UKD6,0.840124990356423
UKD7,0.8156236290186646
UKE1,1.7613582715698575
UKE2,1.1392663398795841
UKE3,1.5778947710349422
RO41,4.112319204510862
RO42,3.699611668917148
RS11,4.745436792882797
TR41,8.78502608489879
TR42,4.641901575957594
TR51,10.61341021213749
TR52,13.611552126903211
TR61,10.012153971439249
TR62,11.90754929823465
TR63,12.258933018469033
TR71,12.235678731671701
TR72,9.884137770274556
TR81,4.341742207503683
UKK1,1.5322725398329777
UKK2,1.4056852492734133
UKK3,1.5286082998359058
UKK4,1.3126191224895694
UKL1,0.6830484416892942
UKL2,0.7697333783239132
UKM5,0.5880857859757811
UKM7,0.4211714863626342
UKM8,0.2868578548221531
UKM9,0.5207724557826912
UKN0,0.6437008705109203
SE21,0.6318153114937113
SE22,0.6903049272350186
SE23,0.4544113020133621
SE31,0.2956996065077976
SE32,0.13088115805962716
SE33,0.08714307343384815
SI03,1.8158059167109375
SI04,1.4087633695449833
SK01,3.098897953352543
SK02,2.6039254331617343
SK03,1.4060501445841533
SK04,1.30518052373191
TR10,4.920419309181681
TR21,7.213669063531512
UKE4,1.0998569597179864
UKF1,1.4963600125128438
UKF2,1.7557028908406298
UKF3,1.8937120579309574
UKG1,1.381901838598096
UKG2,1.1215965391297513
UKG3,1.331461496305151
UKH1,2.012346118065637
UKH2,1.9858033824939745
UKH3,2.0261619243014355
UKI3,1.8154643861111848
UKI4,1.8724360362104149
UKI5,1.826782395565601
UKI6,1.6546617220670738
UKI7,1.6780897730681807
UKJ1,1.7056547220726568
UKJ2,1.6818987162321657
UKJ3,1.6953978133518572
UKJ4,1.7654438957237861
NO09,0.24690098937322957
NO0A,0.18806417709241569
NO0B,0.0
HR05,2.0387592166252544
HR06,2.3464721739599885
NO02,0.10267704900581898
NO06,0.24968322431781653
NO07,0.10426856864584994
NO08,0.250855847831828
