nuts,November Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.8504021441143762
DE60,0.7442281314674855
DE71,0.966349552063588
DE72,0.7442439896676375
DE73,0.7756725321259456
DE80,1.1494270728853424
DE91,1.1023386271655224
BG41,3.6693882944984018
BG42,4.477980431371479
CH01,0.722926253529956
AT32,1.2610727912198536
AT33,1.1728560085041615
AT34,1.1185650063477086
BE10,1.2992332335371166
BE23,1.3273282107627078
BE24,1.3478185914687604
BE25,1.3175520675520618
BE31,1.3063099396307487
BE32,1.1777746456568852
BE33,0.959987271620099
BE34,0.6204546063801978
BE35,0.9854965479174259
BG31,4.945559352531218
BG32,4.850476346784721
BG33,4.485360150014519
BG34,4.513724637271659
DE92,0.9156038596353575
DE93,0.967593374651154
DE94,1.0009928469203484
CZ07,1.654866809532593
CZ08,1.706303585924143
AL01,2.581528681740593
AL02,3.275617056025562
AL03,3.3012538420894244
AT11,2.6578392571439107
AT12,2.251326571393943
AT13,2.9349694411144838
AT21,1.0009228192902597
AT22,1.2925087377308413
AT31,1.47937177104593
DK05,0.9308794163215314
BE21,1.1990551163401195
BE22,1.191728948225161
ES43,9.053522683885115
ES51,7.973903329769387
ES52,14.709569196111001
ES53,9.739695302674535
ES61,12.391876135859786
ES62,16.50374961128735
ES63,0.0
ES64,0.0
CH02,0.7192295429065777
CH03,0.7867265391563933
CH04,0.9657827569410071
CH05,1.0662706595638336
CH06,0.8166738668243356
CH07,1.2165616038730709
CY00,18.211353551459542
CZ01,2.135548150192398
CZ02,1.9660192557754839
CZ03,1.4412585968176348
CZ04,1.5748059509850418
CZ05,1.3576802398414776
CZ06,2.0834496246288974
DE40,1.5078107931080482
EL53,4.560519051128145
EL54,3.7805183479236737
EL61,4.366127084755536
EL62,0.0
EL63,5.421665068815164
ES70,0.0
ITC1,2.3658234279935177
ITC2,1.0996355701336142
DE11,1.0728938460749309
DE12,1.0956843745547453
DE13,0.9948469311171438
DE14,1.0867319512339233
DE21,1.493051470168887
DE22,1.3290620781666733
DE23,0.9939133417493
DE24,0.8417793696610866
DE25,1.0102066838164285
DE26,0.817804676940938
DE27,1.3306678736437696
DE30,1.7220769627768961
EL42,10.159397847946156
LV00,0.5355474871142021
ME00,1.9491843154215611
MK00,4.5307213980804075
MT00,0.0
NL11,1.1302336343290582
NL12,1.196632935059819
EL64,5.5626941680932545
EL65,7.566841074798982
ES11,3.0418259706089663
ES12,1.9059833362008274
ES13,2.5231593047694503
ES21,2.909449938823002
ES22,5.505461102698337
ES23,5.668686280872293
ES24,10.734684038353782
ES30,8.38282325104983
IE05,0.9053842460942325
IE06,0.9283076001503081
IS00,0.18671561005786608
ITC3,2.622882372272679
FI19,0.16752160737411095
FI1B,0.2277561255697605
FI1C,0.1671099092725753
DEA1,1.003265330027414
DEA2,1.0459170204457993
DEA3,0.9816731680464347
DEA4,0.7682942559720174
DEA5,0.8171742898456703
DEB1,0.7717896515434406
DEB2,0.5757353733020869
DEB3,0.9710043973433425
DEC0,0.5916482286863519
DED2,1.4437221287311144
DED4,1.2185519068931612
DED5,1.908357224884384
DEE0,1.6022667485776523
DEF0,0.7463788937865418
DEG0,1.2605028031138634
DK01,0.9981610613848004
DK02,1.166128383164739
DK03,0.9159731231829592
DK04,0.8253663443697651
ES41,5.938576179063586
ES42,10.675165586838975
HU23,3.235006496671417
HU31,3.337159700984141
HU32,4.034824409410793
HU33,4.455001630154811
IE04,0.6084303336191392
EE00,0.41525812325816186
EL30,10.423520295734741
EL41,8.746719762464329
EL43,14.657601984963351
EL51,6.09357469497159
EL52,5.022243500879416
FI20,1.1743678286976378
FR10,1.3658588126636513
FRB0,1.5643192509114283
FRC1,1.1741817561458314
FRC2,1.1598453187586706
FRD1,1.2708433149314569
FRD2,1.171491010872677
FRE1,1.3058616000844214
FRE2,1.1618799058842322
FRF1,1.023394229912957
NL13,1.117366636172096
NL21,1.08859962662107
NL22,1.0526982918364183
NL23,1.1085833583370939
NL31,1.0550978322006492
NL32,1.167608500955945
ITG2,7.1240127639547
ITH1,1.312987081253376
ITH2,1.6946610568333358
FRI3,2.0733121274090123
FRJ1,4.905330970936002
FRJ2,2.576663871111189
FRK1,1.7712809988588476
FRK2,1.8590336856166159
FRL0,5.565596189889297
FRM0,3.4574207388727367
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,8.410405664960416
TR32,10.750671003963573
TR33,9.760542507541823
HR03,1.826593291788265
HR02,2.363747214010604
HU11,3.4501065666410984
HU12,3.691221083297973
HU21,3.199561799200613
HU22,2.9939158762333924
PT16,7.6646296793092725
PT17,8.891457429687772
FRF2,1.0334595428531381
FRF3,0.8513795311624403
FRG0,1.9739047799885172
FRH0,2.2669513540962627
FRI1,2.4209617852327936
FRI2,1.7929518572413456
ITC4,2.6932222967062422
ITF1,2.308362498236037
ITF2,3.673466930028918
ITF3,2.970171139109838
ITF4,6.304900778928876
ITF5,5.439060842493879
ITF6,3.579568489532506
ITG1,7.426141797490094
LT01,0.5047519540913239
LT02,0.626896249721094
LU00,0.5342751082830965
PL22,2.096422881690284
PL41,1.995146473743669
