nuts,October Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,1.9905751130335985
DE60,2.6122671127193984
DE71,3.9230457352131145
DE72,2.861219090877081
DE73,2.378207630067329
DE80,3.1854332801963903
DE91,2.9807768763817375
BG41,7.7326430578575795
BG42,10.202801892658309
CH01,2.0583663587765626
AT32,1.9184864003770603
AT33,1.9335451664292194
AT34,1.7259622482095813
BE10,3.7322262835704816
BE23,3.541233976244472
BE24,3.690367684484786
BE25,3.54240909772735
BE31,3.51042442603928
BE32,3.371019757564457
BE33,2.7530770318647613
BE34,2.605467460796531
BE35,2.8603767389045163
BG31,9.931245030915841
BG32,9.49636164476243
BG33,9.889474795193648
BG34,10.406225784114278
DE92,2.644156426395864
DE93,2.7321717891689894
DE94,2.5142612667730377
CZ07,4.015556357382864
CZ08,3.30896823369219
AL01,6.029973032101158
AL02,8.0653276728243
AL03,9.782898719221553
AT11,5.673166052270816
AT12,5.063874096484233
AT13,6.890351056175743
AT21,1.9427487282472058
AT22,2.4350184815938825
AT31,2.6988542215278564
DK05,2.847677478096363
BE21,3.5746411887177056
BE22,3.4495441205439543
ES43,20.407738929239233
ES51,10.86505890855616
ES52,17.88296616559107
ES53,12.615734819034826
ES61,21.462697716893434
ES62,21.14564733293039
ES63,0.0
ES64,0.0
CH02,2.2471759805960336
CH03,2.680986000195939
CH04,2.5131583839639298
CH05,2.1980972342059126
CH06,1.6844448140685135
CH07,2.542305986946259
CY00,29.399873785113066
CZ01,5.252451205690798
CZ02,4.923498963348144
CZ03,3.7424752268001638
CZ04,3.976763602259858
CZ05,3.63021878612064
CZ06,5.236560981164954
DE40,4.020134391086492
EL53,11.670778740744003
EL54,10.214371916440117
EL61,12.014040863832852
EL62,0.0
EL63,14.31321517145221
ES70,0.0
ITC1,5.224677326730183
ITC2,2.5429206448297212
DE11,3.339374375054778
DE12,3.5288391281444533
DE13,3.109788273765629
DE14,2.694976308856616
DE21,2.8534884670417444
DE22,3.407498194746318
DE23,3.147175161723907
DE24,2.691819663672415
DE25,3.463209802563899
DE26,2.904220430084836
DE27,2.906769407930487
DE30,4.332131072996686
EL42,21.297774236362354
LV00,2.1249833626212173
ME00,4.8018588936085855
MK00,10.404313937333434
MT00,0.0
NL11,2.7695133053731436
NL12,2.626109859406803
EL64,15.80095017418031
EL65,18.777549331777646
ES11,8.567824173706997
ES12,4.83631066424859
ES13,5.800011745131114
ES21,7.463039203647713
ES22,12.208639502289412
ES23,12.6905457457171
ES24,16.818618801428403
ES30,19.170174990439666
IE05,1.9375805678062892
IE06,2.1985712685216905
IS00,0.5105704819662479
ITC3,5.153419872364615
FI19,1.1431341754841475
FI1B,1.8649941743331007
FI1C,1.645919424646548
DEA1,2.943402229134969
DEA2,2.831604778206548
DEA3,3.0129894699597144
DEA4,2.5070945886028793
DEA5,2.3381493557805966
DEB1,3.337823529368493
DEB2,2.935935847479753
DEB3,4.347324736476939
DEC0,3.412396611888536
DED2,3.6492672387213116
DED4,3.351618584377524
DED5,4.944103635517191
DEE0,4.4648542534761075
DEF0,2.5965064753771676
DEG0,3.30981346412075
DK01,3.6138373106680377
DK02,3.5661361049488987
DK03,2.637277613667933
DK04,2.6891099771519085
ES41,15.221055908153032
ES42,21.007099332336043
HU23,7.710870429602808
HU31,8.722187314113356
HU32,10.113501499623938
HU33,10.039365440234004
IE04,1.5592162933847031
EE00,1.720552122039441
EL30,24.539321665599584
EL41,20.293701041569037
EL43,26.904289987104658
EL51,13.973079448063785
EL52,11.04742768368903
FI20,2.9396340326095185
FR10,5.646159503813547
FRB0,7.275084443021554
FRC1,4.900439927729441
FRC2,4.141411433996247
FRD1,5.094992746086137
