nuts,Spring Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
TRC3,27.7415147699915
UKC1,3.4805565572193817
UKC2,3.2158850612788847
UKD1,2.826909759356554
UKD3,3.827111842104756
UKD4,3.1488271349516084
UKD6,3.853835535053175
UKD7,3.7201143737597713
UKE1,5.127561115130824
UKE2,4.099467117213886
UKE3,4.997449139178446
RO41,10.600443045189433
RO42,7.146912921219226
RS11,10.136073327161299
TR41,17.150630979186307
TR42,8.4130384175825
TR51,20.37320804274356
TR52,23.372315932929197
TR61,17.132995181029624
TR62,16.00102326343713
TR63,18.63583383168501
TR71,21.049021385256196
TR72,14.097471402992772
TR81,6.019958257167802
UKK1,4.925221947233165
UKK2,4.6579400598517395
UKK3,4.127732158727902
UKK4,3.9735545436639175
UKL1,3.23109098435372
UKL2,3.46687935603638
UKM5,2.308870122150651
UKM7,2.3997189609364606
UKM8,2.770431209336357
UKM9,2.9228039957075063
UKN0,2.834879093847282
SE21,6.345170174637565
SE22,5.545496665572837
SE23,5.671858016942663
SE31,5.292600032441437
SE32,4.2528313590724425
SE33,3.2266830363476555
SI03,5.809440547164207
SI04,4.571926811299734
SK01,9.766685707350236
SK02,8.426945614993315
SK03,5.66693464950627
SK04,6.0135416620442
TR10,10.19460595053624
TR21,12.917753905532027
UKE4,4.309460814696241
UKF1,5.046628283190482
UKF2,5.4246896969318446
UKF3,5.832813850107488
UKG1,4.75453475939433
UKG2,4.100975129342872
UKG3,4.868409220612959
UKH1,5.58982649735294
UKH2,5.714290173364274
UKH3,5.481248463945574
UKI3,5.9669765758181095
UKI4,5.814919468429007
UKI5,5.730766550431611
UKI6,5.812991981620344
UKI7,5.8180474596564
UKJ1,5.426288478022793
UKJ2,5.536200679400908
UKJ3,5.355378527953603
UKJ4,5.4882189771231955
NO09,4.409466476964191
NO0A,1.4655682919376378
NO0B,0.0
HR05,6.959488370705895
HR06,7.362833032399241
NO02,3.217339148142996
NO06,2.1958121313695376
NO07,1.04269574874549
NO08,4.3989474959692245
