nuts,Summer Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,8.233798513077318
DE60,9.78494068238808
DE71,11.45268977099304
DE72,8.777323006067965
DE73,8.195455381211682
DE80,10.518173939339777
DE91,9.524419705062515
BG41,14.72156923840267
BG42,20.25913282649585
CH01,4.135430030790193
AT32,3.240040336046344
AT33,2.7751614071538326
AT34,3.1578957206400804
BE10,9.28314102793761
BE23,9.080908902338026
BE24,9.163468070799436
BE25,8.741898315658425
BE31,8.856165957117195
BE32,8.93755738413172
BE33,7.782517277014769
BE34,7.78307105951882
BE35,8.043442512011275
BG31,19.520430301878314
BG32,18.63999607201193
BG33,19.67074208350895
BG34,20.470848273725046
DE92,9.363546965800577
DE93,9.930900604568208
DE94,8.991107483000459
CZ07,9.355329129982463
CZ08,7.872416947407342
AL01,16.640867910738606
AL02,22.81055841993783
AL03,24.915975913116863
AT11,12.261330671943728
AT12,10.349108587205402
AT13,14.787860142219143
AT21,4.167956966858742
AT22,4.707163224912261
AT31,5.672578731943478
DK05,8.569885685549849
BE21,9.985536275447446
BE22,9.739509947929882
ES43,39.65574478179114
ES51,23.35839034983606
ES52,34.94306250161006
ES53,26.741440712468368
ES61,40.66672363778816
ES62,41.75206572101961
ES63,0.0
ES64,0.0
CH02,5.184311590236239
CH03,6.966272404802616
CH04,6.734405865366224
CH05,4.24196927444268
CH06,4.039118030791335
CH07,4.889515779126152
CY00,42.46795317523596
CZ01,10.237144285537486
CZ02,9.971338610776822
CZ03,7.469652537671091
CZ04,9.763363790575163
CZ05,8.887005854174184
CZ06,10.785721859529808
DE40,12.652086971961472
EL53,26.502883916396897
EL54,25.17098363003958
EL61,27.93967829369586
EL62,0.0
EL63,31.465515864790486
ES70,0.0
ITC1,11.765609625509036
ITC2,5.398416461752024
DE11,9.039559202367634
DE12,9.939437828042145
DE13,8.010905329501798
DE14,6.071471634174382
DE21,5.59969157467867
DE22,6.921515859767102
DE23,8.221604578604737
DE24,9.136407147608612
DE25,9.19473643948088
DE26,10.046851665280844
DE27,6.068151563948887
DE30,13.38275806200218
EL42,32.45814646361891
LV00,7.64111889429218
ME00,13.732433839122596
MK00,23.46201812143207
MT00,0.0
NL11,8.0027576097204
NL12,8.087777722082164
EL64,33.52461474034519
EL65,37.187260935453246
ES11,15.030823636073064
ES12,6.778632403040003
ES13,7.592625628230594
ES21,10.761100169116881
ES22,21.672208617567353
ES23,21.696746857330417
ES24,31.429356505579356
ES30,39.187774961200006
IE05,5.12742874812547
IE06,5.257444832474821
IS00,3.5229108020911886
ITC3,11.352042011796815
FI19,8.083879636860276
FI1B,10.098039369304237
FI1C,8.805757972557805
DEA1,9.953628383196017
DEA2,8.948328358161547
DEA3,10.093404075661486
DEA4,8.874210035104994
DEA5,8.083291027038964
DEB1,9.941161909415495
DEB2,9.300478544861914
DEB3,11.984998147162404
DEC0,10.559946444428402
DED2,9.895508904748288
DED4,8.247079930545175
DED5,11.91585181331813
DEE0,11.968113201949485
DEF0,9.125078902704132
DEG0,9.281775706716367
DK01,10.110548725900939
DK02,9.449856513200492
DK03,8.676151524521597
DK04,8.077372476610005
ES41,28.89469030844929
ES42,41.91298785894669
HU23,15.676552698252351
HU31,15.169648171583365
HU32,16.998768484808984
HU33,17.44878494184285
IE04,3.9930159112388086
EE00,7.9057256128816995
EL30,47.644037026971056
EL41,39.7245982613912
EL43,45.99619808587014
EL51,26.308294125362384
EL52,24.698938418184856
FI20,8.646958966607428
FR10,13.522435374859688
FRB0,14.049751119690722
FRC1,11.903791580793026
FRC2,10.25716989947311
FRD1,10.260976793860175
FRD2,10.216693718614506
FRE1,9.173971077964218
FRE2,10.624935719305713
FRF1,10.674891511156135
NL13,8.710336201670316
NL21,9.814840007608625
NL22,10.380084465074932
NL23,9.777587278681127
NL31,9.632340121756906
NL32,8.452718851023986
ITG2,35.057757986934845
ITH1,4.364076514924304
ITH2,5.1354302189311705
FRI3,14.242296992240819
FRJ1,23.392182045210966
FRJ2,13.35750911303009
FRK1,11.298529677205565
FRK2,12.123298386479433
FRL0,23.790732913814665
FRM0,21.548448095533864
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,46.16574758157782
TR32,44.51307446392636
TR33,40.93371999215022
HR03,16.545443740208047
HR02,14.649178205825237
HU11,16.66254049050215
HU12,16.65435107909166
HU21,15.706542206436755
HU22,14.300051607907033
PT16,32.227480904386034
PT17,33.85544569321009
FRF2,11.458967181912264
FRF3,10.73015643689731
FRG0,13.732378217077798
FRH0,10.98768330576816
FRI1,13.281903141387328
FRI2,10.678220553196065
ITC4,12.406047744267424
ITF1,19.912625970413103
ITF2,25.43554223614288
ITF3,26.99702914131217
ITF4,36.77105244411002
ITF5,33.427284683382005
ITF6,24.525449851131704
ITG1,37.1089255408583
LT01,8.407335940377312
LT02,8.389415902287936
LU00,8.79700780336829
PL22,8.910920268087372
PL41,12.141615175553794
PL42,10.988378509336313
PT18,38.525106491471206
PT20,0.0
PT30,0.0
RO11,9.488894634839708
RO12,7.597334722086852
RO21,11.91291087789988
RO22,20.461429937597195
RO31,17.441373354199484
RO32,17.61476888566361
ITH3,11.756145934042088
ITH4,7.930672697672012
ITH5,18.467718564949134
ITI1,21.144803899053226
ITI2,25.033286770997584
ITI3,21.471096633816256
ITI4,23.875657087268316
LI00,3.2365216709586893
FI1D,5.785616470983177
TR82,23.72450515845942
TR83,25.491621892871983
TR90,10.742815978503259
TRA1,23.294879276842103
TRA2,7.922779031405254
PL43,13.289448678089755
PL51,10.418761603852598
PL52,10.509268080800473
