nuts,November Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.7943323854058707
DE60,0.6556560472578128
DE71,1.973549735966513
DE72,1.2249424897772636
DE73,0.8934185585776115
DE80,0.8869756256342003
DE91,0.8254940688928332
BG41,4.730424042629203
BG42,6.489173854325884
CH01,1.5875162395840305
AT32,1.9488869532650692
AT33,1.8951893711590593
AT34,1.0068169792301986
BE10,2.005046849742157
BE23,1.7686908710253213
BE24,1.899013352753466
BE25,1.7797781369556265
BE31,1.9410175201456434
BE32,1.800707560732512
BE33,1.481698092059186
BE34,1.33213804904027
BE35,1.823583654253465
BG31,5.654308410203189
BG32,5.279241273121167
BG33,5.563663323746526
BG34,5.558464998098208
DE92,0.8329346359112997
DE93,0.7333745138420799
DE94,0.8468633345305989
CZ07,1.6605185926327797
CZ08,1.7955433682722957
AL01,3.0782564105198804
AL02,4.343429643192494
AL03,4.049908810578949
AT11,2.3618700582868297
AT12,2.2166083681738002
AT13,2.893018604833158
AT21,1.4154549437361947
AT22,1.4955188634293777
AT31,1.1769314982427765
DK05,1.0989473062077044
BE21,1.779599516817231
BE22,1.7754365248546693
ES43,13.350771337724463
ES51,8.70793693961854
ES52,15.385894382306953
ES53,12.91240697908471
ES61,18.309258437240768
ES62,18.77153109952092
ES63,0.0
ES64,0.0
CH02,1.0213323425938048
CH03,0.9834478216308101
CH04,1.0826469348252878
CH05,1.8061216305726728
CH06,0.8631705738794307
CH07,1.1664785974779925
CY00,21.097233691449023
CZ01,1.6598680335873797
CZ02,1.7762014343519825
CZ03,1.2605516887998234
CZ04,1.3345562958821104
CZ05,1.2865750953982036
CZ06,2.02560002064007
DE40,1.2325301743740105
EL53,5.784119735992073
EL54,4.302476497012352
EL61,5.832899794157415
EL62,0.0
EL63,6.037267298571025
ES70,0.0
ITC1,2.5449558932659073
ITC2,2.7079100979366633
DE11,1.3432349374671644
DE12,1.5129649239917131
DE13,1.3547090736378469
DE14,1.1653034631672932
DE21,1.1378907987570641
DE22,1.2052036529975405
DE23,1.1884589758436996
DE24,1.3643068842454573
DE25,1.2030816989292032
DE26,1.0917267743851862
DE27,1.278423323484028
DE30,1.2536451200925853
EL42,15.415861616437596
LV00,0.6743514343805762
ME00,2.565502651095552
MK00,5.033570775644547
MT00,0.0
NL11,0.8527057188456817
NL12,0.968376099414584
EL64,7.972457640673734
EL65,8.718485540554182
ES11,6.162279130687428
ES12,2.9519274920729184
ES13,3.803072880948133
ES21,4.235588669306036
ES22,8.166356966480357
ES23,9.836483928956568
ES24,13.141227618007058
ES30,12.464133724164867
IE05,1.087595776363178
IE06,0.9674839953169972
IS00,0.25632309709062895
ITC3,2.6671266262610542
FI19,0.21270116358396274
FI1B,0.23567394548717444
FI1C,0.18199286928180597
DEA1,1.1831352096059626
DEA2,1.2303817160440975
DEA3,1.1104096405669186
DEA4,0.8164681391334713
DEA5,0.9804035915205583
DEB1,1.198977645059221
DEB2,1.4680069048683293
DEB3,1.9609256379306823
DEC0,1.3650409668108745
DED2,1.3625466802838109
DED4,1.169795144497309
DED5,1.445503087151553
DEE0,1.3783889685326245
DEF0,0.5994491369102435
DEG0,1.3027563034621863
DK01,1.1078575783546167
DK02,1.1770352553450576
DK03,0.8571026555196817
DK04,0.8418051455556117
ES41,10.057845735364229
ES42,15.970323933739902
HU23,2.955305526245192
HU31,3.2499252203410856
HU32,3.3732286420750976
HU33,3.501109826024529
IE04,0.5617994490904297
EE00,0.47289302826620955
EL30,12.919615302101679
EL41,12.281359167365082
EL43,18.467236172530402
EL51,7.357962830358664
EL52,5.3505193477869755
FI20,1.4254807939121865
FR10,2.554255693341959
FRB0,2.3068493494403275
FRC1,1.834896442024536
FRC2,1.809870182274469
FRD1,2.5663977458981067
FRD2,2.074697392412889
FRE1,1.8034905991256123
FRE2,2.0429166564779098
FRF1,1.7116227615768675
NL13,0.9444276233544079
NL21,1.3300130412185858
NL22,1.3962570500841849
NL23,1.2577374815795337
NL31,1.446727858072015
NL32,1.3791246189278141
ITG2,9.32033723959136
ITH1,2.7232307199966326
ITH2,2.117508203261026
FRI3,2.960453881827646
FRJ1,5.870364593485169
FRJ2,4.121839395994471
FRK1,2.4409813489982035
FRK2,2.222692359639883
FRL0,5.792872485372633
FRM0,4.467177852968911
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,11.559713270908206
TR32,15.884614960801635
TR33,12.918278584934123
HR03,2.3112617727819176
HR02,2.3245485587291066
HU11,3.1846755144704666
HU12,3.477985668060841
HU21,3.054729942367578
HU22,2.9279490831176087
PT16,9.200072313050628
PT17,10.665756223786108
FRF2,2.0746824939728605
FRF3,1.707055034372348
FRG0,2.5706343172673876
FRH0,2.9643678844814043
FRI1,3.798459501273552
FRI2,2.557376446006537
ITC4,2.3231878160315347
ITF1,3.057675133949684
ITF2,4.799329918747996
ITF3,3.3626363786165068
ITF4,8.634061875936071
ITF5,7.413287020309568
ITF6,5.246006984035393
ITG1,10.264424920615168
LT01,0.4701456478635086
LT02,0.8587066032455472
LU00,1.635598435247769
PL22,1.8372773202616934
PL41,1.5649356922754731
PL42,0.9769014465034077
PT18,14.040503089113592
PT20,0.0
PT30,0.0
RO11,2.327093005485494
RO12,2.734400309790915
RO21,3.665783218448775
RO22,6.008694539102266
RO31,5.160398510217465
RO32,5.248410123831901
ITH3,2.4779036073018093
ITH4,1.753440463590319
ITH5,2.926487277223443
ITI1,2.7623903231955618
ITI2,3.003251552967462
ITI3,2.9049525268217242
ITI4,2.9318070137844896
LI00,0.8731496008835149
FI1D,0.06966206495274811
TR82,6.529010863359789
TR83,7.442145665124291
TR90,4.128274905015388
TRA1,7.383163278625333
TRA2,3.6649456312065816
PL43,1.2898745960995233
PL51,1.7191571370570409
PL52,2.051296780881919
PL61,1.2787719116318683
PL62,0.7917279182146277
PL63,0.8976314975806137
PL71,1.7966308335703927
PL72,1.491155108176134
PL81,1.4293131908176786
PL82,1.4560452753467543
PL84,1.2577567697797685
PL91,1.3300030681395911
PL92,1.4207221655362547
PT11,6.3928692149109025
PT15,17.75975051653742
TRB1,10.913022866095647
TRB2,8.465779775135255
TRC1,16.472014839368303
RS12,4.865383772419625
RS21,3.1997726256939654
RS22,4.002626552254526
SE11,0.7602217623207054
SE12,0.5922513604313
NL33,1.3783328787893228
NL34,1.5673641738236177
NL41,1.64841436383561
NL42,1.5770638706878908
PL21,1.3575392356066056
UKM6,0.3640786123277917
TR22,8.767497085250374
TRC2,17.65431471432175
TRC3,20.24652250590902
UKC1,1.1840549537959932
UKC2,1.1100477442262964
UKD1,0.38218112318115793
UKD3,0.8426903323238125
UKD4,0.6973962985383322
UKD6,1.030677732524094
UKD7,1.1428708827121672
UKE1,2.2041467938458226
UKE2,1.7228263009359848
UKE3,1.8619794150289433
RO41,4.908662453415332
RO42,3.3308993663387674
RS11,5.009088719353366
TR41,9.888149290894084
TR42,4.9474338009303835
TR51,11.769682848957284
TR52,16.971582886955947
TR61,14.513061860718564
TR62,15.47825650768752
TR63,14.882786586377641
TR71,14.123018253081064
