nuts,January Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.28135931071584247
DE60,0.24457635672291417
DE71,0.24502394748698708
DE72,0.17099490827323569
DE73,0.20338385252636168
DE80,0.30727393287298604
DE91,0.2897998069266332
BG41,1.0633921142307559
BG42,1.511094657051334
CH01,0.25094268236383876
AT32,0.14329361009648142
AT33,0.161049563349487
AT34,0.2261021207883744
BE10,0.39550293175139445
BE23,0.4484382533397016
BE24,0.4233906621614773
BE25,0.5332965507844373
BE31,0.418581119357013
BE32,0.3868174746734107
BE33,0.32611569401688867
BE34,0.18919920276936084
BE35,0.2956342645877675
BG31,1.850049051259735
BG32,1.5663887034099415
BG33,1.7923383360180678
BG34,1.657445732478397
DE92,0.28328039437328545
DE93,0.2596154323982589
DE94,0.3260997230023825
CZ07,0.27178166329939835
CZ08,0.3387224577967914
AL01,0.9900467852345292
AL02,1.4811736728453102
AL03,1.2734455223645391
AT11,0.9689659078360123
AT12,0.8013036616955042
AT13,1.189696526303561
AT21,0.3795929761208123
AT22,0.48055265293519533
AT31,0.242697896928885
DK05,0.4101175888946346
BE21,0.41548345804115006
BE22,0.4094412667509298
ES43,3.9626564354692855
ES51,5.0060630274540845
ES52,9.97298403936606
ES53,6.351766809986168
ES61,5.815983520506844
ES62,11.47475691445957
ES63,0.0
ES64,0.0
CH02,0.2556019560989822
CH03,0.22899768349227262
CH04,0.23303971469122253
CH05,0.24226363435940562
CH06,0.19887280680772132
CH07,0.6529739865520127
CY00,6.282037480120493
CZ01,0.7232347194829035
CZ02,0.5773418319861118
CZ03,0.4173604942889075
CZ04,0.3519402755753807
CZ05,0.24765488809948083
CZ06,0.5921598006897841
DE40,0.29566600692927564
EL53,1.0634081388598313
EL54,1.0378049754084484
EL61,1.3172027240713122
EL62,0.0
EL63,1.417831620113136
ES70,0.0
ITC1,1.326878856106313
ITC2,0.5043743590942539
DE11,0.27532826793714427
DE12,0.29153307154938196
DE13,0.27739087751390373
DE14,0.31754384596178714
DE21,0.32373839274532484
DE22,0.32235045774348703
DE23,0.20773385514727716
DE24,0.1746778584143121
DE25,0.24729554095657594
DE26,0.2252797636959681
DE27,0.39910824438311293
DE30,0.26389532853736536
EL42,4.222432084426114
LV00,0.12696661910637264
ME00,0.7048932202329162
MK00,1.0999978612418684
MT00,0.0
NL11,0.3891677637480658
NL12,0.4490690015836701
EL64,1.7760756940311504
EL65,2.2769518437970073
ES11,0.9109785429801994
ES12,1.081591709487657
ES13,1.1733738783057963
ES21,1.2391246204026756
ES22,2.062413503085451
ES23,1.9884349691611893
ES24,5.635096120396117
ES30,3.0448851741818705
IE05,0.4208144579930807
IE06,0.36440185792889934
IS00,0.22451278661828378
ITC3,1.9329587297622426
FI19,0.09613329844448933
FI1B,0.08945509721922781
FI1C,0.07699829470700394
DEA1,0.3144500566493555
DEA2,0.32860274359554265
DEA3,0.2724530946960797
DEA4,0.2487105117851148
DEA5,0.23432002159043147
DEB1,0.22028989819589184
DEB2,0.15855172693301833
DEB3,0.2801855890519586
DEC0,0.18875570900379968
DED2,0.3517666468747895
DED4,0.35736949403720625
DED5,0.4857880275943551
DEE0,0.4070230513047342
DEF0,0.27088950048180044
DEG0,0.3494316526053116
DK01,0.44999272729664197
DK02,0.5628111244760136
DK03,0.2908041285878103
