nuts,June Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,7.084396889501067
DE60,8.515558627665454
DE71,9.527157609177143
DE72,7.846179094442488
DE73,7.210977792146282
DE80,10.204940778781504
DE91,8.497537311284619
BG41,13.917368241488152
BG42,17.052820038750202
CH01,3.6687552078971493
AT32,3.1391760447667854
AT33,2.83543960994517
AT34,2.940078820386263
BE10,9.097249037228822
BE23,9.272506600071587
BE24,8.713617878426035
BE25,9.351714628409251
BE31,8.06162759535466
BE32,8.742413179468752
BE33,6.463391935968618
BE34,6.571739584840485
BE35,6.678598466123695
BG31,17.627319892862477
BG32,15.651783226608782
BG33,16.164707458565946
BG34,15.767866359509242
DE92,8.13669759809516
DE93,9.307258098928077
DE94,8.201317401449295
CZ07,8.592893865272012
CZ08,6.477376545406757
AL01,14.89226234248748
AL02,22.18705025910431
AL03,23.060634534037373
AT11,11.961220155590064
AT12,9.80598757223142
AT13,13.59947458068024
AT21,4.407156351647085
AT22,4.823896882370324
AT31,5.042654453020722
DK05,8.565361523469194
BE21,9.147623481910431
BE22,8.150551108399657
ES43,34.18002771623102
ES51,22.981936287804977
ES52,33.05932404646667
ES53,23.93812007093803
ES61,34.37564151256124
ES62,38.27693982397885
ES63,0.0
ES64,0.0
CH02,4.698433378884893
CH03,6.404436478939731
CH04,6.706636892281025
CH05,4.122692780282073
CH06,3.5901473228645027
CH07,5.274612139921353
CY00,44.31010039691909
CZ01,8.923335703434848
CZ02,8.758657161018048
CZ03,6.952717982296632
CZ04,8.602123915809967
CZ05,7.647166112493715
CZ06,10.404035124880208
DE40,11.983054337292948
EL53,24.891903926041596
EL54,23.33805789374818
EL61,29.352185419865403
EL62,0.0
EL63,32.41455800672189
ES70,0.0
ITC1,9.735369817599668
ITC2,3.5644100082002335
DE11,7.893477328632489
DE12,7.96219523030652
DE13,6.890182932414717
DE14,5.956408829149646
DE21,5.272694461696568
DE22,7.228335449581258
DE23,7.936901916113308
DE24,7.687889705627532
DE25,8.657153806504152
DE26,8.288202514738858
DE27,5.685713546067245
DE30,12.952533369922964
EL42,32.10162895193988
LV00,7.835356523468855
ME00,11.119831355666456
MK00,22.85655718208921
MT00,0.0
NL11,6.7893411116382
NL12,6.915896720361927
EL64,35.299145473242866
EL65,38.932286784161825
ES11,12.607631299312906
ES12,6.071460981137937
ES13,6.048447315458012
ES21,8.865370972258939
ES22,20.671804541375433
ES23,18.901214940838663
ES24,29.891987633647208
ES30,34.35434611106778
IE05,5.3459608319439855
IE06,5.554095943148138
IS00,3.6071593294919717
ITC3,9.25341919954478
FI19,8.025121943883322
FI1B,9.555065038461963
FI1C,9.033077727431442
DEA1,8.438363649452917
DEA2,7.30806385262287
DEA3,9.34915625504645
DEA4,7.715003468183127
DEA5,7.23637745886162
DEB1,8.157191974168907
DEB2,7.741893014826807
DEB3,10.067655499656047
DEC0,8.443197336031673
DED2,8.621023737562574
DED4,7.064952184595306
DED5,10.073795625326222
DEE0,10.82671321875856
DEF0,8.475824580213619
DEG0,7.943622162050465
DK01,9.879563099178837
DK02,8.807431023739845
DK03,8.351320997026425
DK04,8.006653177023907
ES41,26.70930906585842
ES42,37.5632345000841
HU23,15.133297513981532
HU31,16.1409449313428
HU32,16.23822916632556
HU33,17.378756436487155
IE04,4.513515562448516
EE00,8.022624585425143
EL30,48.9801365477258
EL41,36.365643854084375
EL43,45.173778103706844
EL51,22.2185794772772
EL52,24.07064610076921
FI20,8.400101710830944
FR10,10.643750575846273
FRB0,12.608470129257764
FRC1,9.722153949770606
FRC2,8.824219176820955
FRD1,8.83722871552828
FRD2,8.383497902369498
FRE1,8.966107091960609
FRE2,9.27078047401835
FRF1,8.710404193129097
NL13,7.797776692420094
NL21,9.085355422743133
NL22,8.82140880356278
NL23,8.610956054325412
NL31,9.29740953615485
NL32,8.283530971793681
ITG2,30.71970145104129
ITH1,4.106108947153955
ITH2,4.929006486010756
FRI3,12.859779199438679
FRJ1,20.076299148707502
FRJ2,10.24928617793665
FRK1,8.175411480039545
FRK2,9.904864837357923
FRL0,20.282382696839868
FRM0,16.810935596424404
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,44.13520763099025
TR32,45.34373082938136
TR33,40.81155537711758
HR03,13.3309599194593
HR02,12.041441900362456
HU11,17.1608434296691
HU12,17.49410108011493
HU21,16.039951123417165
