nuts,December Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.265349810623474
DE60,0.2350440288217812
DE71,0.3193358360878219
DE72,0.2092970203635197
DE73,0.22906074206285806
DE80,0.290191648250025
DE91,0.3151429256017638
BG41,1.6768470810737472
BG42,2.0793644069526724
CH01,0.3398426719106521
AT32,0.351110773560407
AT33,0.40275321115261664
AT34,0.3327159302356365
BE10,0.5406255650254571
BE23,0.5421426470458777
BE24,0.5543782409760063
BE25,0.6008955606169366
BE31,0.5486491117017174
BE32,0.48170521479391715
BE33,0.43124949430690723
BE34,0.27519976680334984
BE35,0.43143489449376177
BG31,1.8987168896320865
BG32,1.9602784217871694
BG33,2.2801023899764292
BG34,1.7825832914727493
DE92,0.30702555901903544
DE93,0.2469578662774138
DE94,0.3241945857986431
CZ07,0.29693750136817104
CZ08,0.5074623232774544
AL01,1.353308899944268
AL02,1.9064558363973392
AL03,1.7000007187403405
AT11,1.3579287414258245
AT12,0.833860099527911
AT13,1.341997621354172
AT21,0.5418031771026386
AT22,0.674637165349501
AT31,0.35730511051056485
DK05,0.6064230241368658
BE21,0.46666104385622614
BE22,0.559738609166898
ES43,5.210628299685146
ES51,5.481133087084004
ES52,10.13118109820884
ES53,7.018884881625086
ES61,8.223565139017344
ES62,11.70637386234369
ES63,0.0
ES64,0.0
CH02,0.2994200472732189
CH03,0.3017973491905318
CH04,0.2953140796811535
CH05,0.43602268464767163
CH06,0.26634089543242284
CH07,0.7454711618496087
CY00,9.464335866290796
CZ01,0.5645882798720621
CZ02,0.4554318649862801
CZ03,0.36201432240381237
CZ04,0.36044771933146336
CZ05,0.28044467725669603
CZ06,0.49552851226663
DE40,0.40880593533250065
EL53,1.7642706462937008
EL54,1.360233823761576
EL61,1.7027216437323505
EL62,0.0
EL63,1.787784228174477
ES70,0.0
ITC1,1.243344761092015
ITC2,0.576026582484415
DE11,0.33323009553949495
DE12,0.35494726114773023
DE13,0.34635416260793295
DE14,0.34278108925906897
DE21,0.39341820702713787
DE22,0.2848974986846196
DE23,0.26589729266933465
DE24,0.24299201510609092
DE25,0.32307508962965625
DE26,0.28288569535124286
DE27,0.3703387845835241
DE30,0.3364449286048181
EL42,5.308705398610392
LV00,0.11663380383201924
ME00,0.9785152261243096
MK00,2.1587816276093137
MT00,0.0
NL11,0.4241461945505341
NL12,0.5648268625518209
EL64,2.2220785151041644
EL65,2.719926953439282
ES11,1.4089891776090606
ES12,1.0589501119341702
ES13,1.2105976389128066
ES21,1.5100890246064436
ES22,2.918870000031561
ES23,2.8848947297193086
ES24,6.763999010420383
ES30,4.28155817811398
IE05,0.4373251513474806
IE06,0.36128135392748156
IS00,0.2002772617974646
ITC3,1.859577989454174
FI19,0.08816516940896481
FI1B,0.09436494562311293
FI1C,0.0716609844163899
DEA1,0.41999104799563824
DEA2,0.4148056157046107
DEA3,0.32679989507136326
DEA4,0.29803901054229626
DEA5,0.29073856609189924
DEB1,0.2740768680311074
DEB2,0.21815512848651544
DEB3,0.3499954411011959
DEC0,0.28263997460580315
DED2,0.5590102017931181
DED4,0.4591736156998353
DED5,0.7198781257084423
DEE0,0.5089894259317052
DEF0,0.3146685290948265
DEG0,0.4044674862921391
DK01,0.5565821787933585
DK02,0.5655287522317519
DK03,0.3778225499214126
DK04,0.35607959595916766
ES41,2.967210048376801
ES42,6.256106800411215
HU23,1.018493169669073
HU31,1.2148755105764637
HU32,1.1424248565238302
HU33,1.2393684917893184
IE04,0.2736330884042253
EE00,0.13039209716872108
EL30,4.52344663639186
EL41,3.8084778884801103
EL43,6.927521269642843
EL51,2.5816553059921254
EL52,2.4473611975463143
FI20,0.8000281867902244
FR10,0.6082765800361
FRB0,0.5999146928282814
FRC1,0.4851520459771152
FRC2,0.4396430202567402
FRD1,0.5574369970535128
FRD2,0.5745459730589267
FRE1,0.6027622522940181
FRE2,0.565806830928632
FRF1,0.3609278797950047
NL13,0.38917391552198927
NL21,0.36084853974118436
NL22,0.3930553661275747
NL23,0.4655787991307786
NL31,0.4536984741846478
NL32,0.6407744571979261
ITG2,3.8431859806603144
ITH1,0.913671605667592
ITH2,1.273171497314249
FRI3,0.9368331894283826
FRJ1,3.210422948598633
FRJ2,1.3352778148934292
FRK1,0.7408762167597738
FRK2,0.9348130806556629
FRL0,3.302312997015297
FRM0,2.545331690710528
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,3.6084266882601668
TR32,4.547332058630339
TR33,4.039239686020388
HR03,1.0321025824334915
HR02,0.8057808009923939
HU11,1.2091655491159712
HU12,1.2889250740841602
HU21,1.1859477122480697
HU22,1.3843395058013912
PT16,3.8456541873604144
PT17,5.082503526773235
FRF2,0.48571919753370246
FRF3,0.3911710058475908
FRG0,0.7517996587882319
FRH0,0.8514152948236883
FRI1,1.2923171417603365
FRI2,0.9167019511224592
ITC4,1.512862789333351
ITF1,1.4464694346809834
ITF2,2.0087247908826518
ITF3,1.4019133095268144
ITF4,4.128103661480832
ITF5,3.215574586639565
ITF6,2.2367992503281697
ITG1,4.628265498680902
LT01,0.10405898670288015
LT02,0.12950390697599423
LU00,0.2239510086101039
PL22,0.6158630691858519
PL41,0.3813613540264328
PL42,0.2367451308308165
PT18,6.106780397332385
PT20,0.0
PT30,0.0
RO11,0.7298720911008626
RO12,1.1133194283560095
RO21,1.895237140678037
RO22,2.847501035373858
RO31,1.7864008047031223
RO32,1.8144974957369326
ITH3,1.8629745681028926
