nuts,December Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
ITH4,1.2571839137237004
ITH5,1.6004678975547741
ITI1,1.4678428993422123
ITI2,1.2462816937638195
ITI3,1.4802603655236637
ITI4,1.5842448257324822
LI00,0.31181368666445464
FI1D,0.06796964482648084
TR82,2.5809234393974694
TR83,3.0153292409924823
TR90,1.5513407297448647
TRA1,1.8849816404777455
TRA2,0.7400634048005581
PL43,0.4037559237815448
PL51,0.6349998404282922
PL52,0.7021715119213375
PL61,0.34379546900716657
PL62,0.23240200142475803
PL63,0.29247988128307567
PL71,0.6087102792394898
PL72,0.5872888583957191
PL81,0.5504937447632344
PL82,0.63622259326424
PL84,0.252272082874408
PL91,0.4984697372065767
PL92,0.48931628361830604
PT11,2.2021856079892586
PT15,7.963234243753284
TRB1,3.3926928806502894
TRB2,2.007808650548771
TRC1,6.488187836231197
RS12,1.7056619727084814
RS21,1.2293369945895887
RS22,1.6496312427096143
SE11,0.3015427372989863
SE12,0.22700036148588393
NL33,0.5523647335057675
NL34,0.5466918601320662
NL41,0.4338363452991721
NL42,0.5395850079729038
PL21,0.5489684188570129
UKM6,0.2976665676972635
TR22,3.0430002852039206
TRC2,7.546507500091038
TRC3,9.00322273667844
UKC1,0.43707335807078396
UKC2,0.4367654644584881
UKD1,0.16723087089168232
UKD3,0.23268269409911388
UKD4,0.27573824749947323
UKD6,0.3138222224488197
UKD7,0.41279189962253365
UKE1,0.8568803581719222
UKE2,0.46495695003731935
UKE3,0.5953129043918194
RO41,1.8169747587639868
RO42,1.255440339220496
RS11,1.5707503279921886
TR41,4.144398737428352
TR42,1.669605240244102
TR51,4.268743275968455
TR52,6.232253465774711
TR61,3.897311511409854
TR62,5.549583555012885
TR63,5.53567997347507
TR71,5.335471167707027
TR72,3.8230992383724716
TR81,1.7092488842607547
UKK1,0.6437629043741379
UKK2,0.8274395198451167
UKK3,1.0444978396886626
UKK4,0.8379098696259298
UKL1,0.3808462506416541
UKL2,0.3057424584920454
UKM5,0.47551167396268607
UKM7,0.24095120638136347
UKM8,0.11383199185172008
UKM9,0.27165627107108115
UKN0,0.3276411437639997
SE21,0.23597231847010458
SE22,0.21890069050345376
SE23,0.19795600500398486
SE31,0.11908887051538498
SE32,0.07617811682917448
SE33,0.07797814859840257
SI03,0.8817743222297877
SI04,0.7544558119171629
SK01,1.1195387958709109
SK02,0.8228944928370299
SK03,0.4001737980126209
SK04,0.37207276500178604
TR10,2.6251212448596686
TR21,3.1656048034604782
UKE4,0.4001339893022608
UKF1,0.6360223001375264
UKF2,0.7770987161029081
UKF3,0.913092949441427
UKG1,0.5697182062727046
UKG2,0.3943654008791342
UKG3,0.466098197324587
UKH1,0.9359695852727828
UKH2,0.8835938176300626
UKH3,0.9311967012497407
UKI3,0.44115331743179126
UKI4,0.7104550134375642
UKI5,0.7949017466944095
UKI6,0.6965808698057814
UKI7,0.675770835120044
UKJ1,0.7589253955387886
UKJ2,0.8092660259268655
UKJ3,0.7726896126120403
UKJ4,0.8500285201934553
NO09,0.17304025235212525
NO0A,0.13629557643190782
NO0B,0.0
HR05,0.7167910714208183
HR06,0.8862370915456531
NO02,0.05673335086143693
NO06,0.1206413000874576
NO07,0.103041212676174
NO08,0.11381422952557681
