nuts,April Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,4.268782257824624
DE60,4.996526043873902
DE71,5.637052201611415
DE72,4.6684801963987255
DE73,4.6398873946020265
DE80,5.017139020557644
DE91,4.935046941532055
BG41,5.628951425112912
BG42,8.030721996960851
CH01,2.721003479374115
AT32,6.481796374458643
AT33,4.947187788350214
AT34,4.314851480863208
BE10,5.627936479627426
BE23,5.533040317429864
BE24,5.41748790706793
BE25,5.51549157989355
BE31,5.065864703952244
BE32,5.248516029515264
BE33,4.537672367448515
BE34,4.591121470031546
BE35,4.534544716110861
BG31,7.617852903489819
BG32,8.324005857932265
BG33,8.620980867771948
BG34,8.307067349345914
DE92,4.665289289767842
DE93,5.099527394482121
DE94,4.846595010569551
CZ07,6.450438652464187
CZ08,6.110302476649198
AL01,4.3626191398310565
AL02,5.899415549456904
AL03,6.3416676002001635
AT11,7.8502670109728925
AT12,7.662287997429063
AT13,8.819395026271911
AT21,3.3098826558484222
AT22,6.095939887925466
AT31,5.421001779702683
DK05,4.21459403820846
BE21,5.966021188129435
BE22,5.265172668852664
ES43,19.129788227748552
ES51,14.196705813081316
ES52,22.858913072110013
ES53,16.283099471482917
ES61,21.269513031293084
ES62,26.722019842996552
ES63,0.0
ES64,0.0
CH02,3.8023491834419674
CH03,4.335705598002896
CH04,4.534159283794166
CH05,3.2780775387830627
CH06,3.37852034215803
CH07,3.846067692574808
CY00,26.360139113145323
CZ01,8.182143346532273
CZ02,7.580411554772912
CZ03,5.708372522441035
CZ04,6.6165879250053194
CZ05,5.89642026173767
CZ06,7.246796813448039
DE40,6.189633507165293
EL53,10.425777075990897
EL54,7.1190454289600105
EL61,11.493568141916931
EL62,0.0
EL63,10.438585990144604
ES70,0.0
ITC1,5.510691179294067
ITC2,2.241135532432792
DE11,5.74145103057674
DE12,5.527691700026059
DE13,5.297725358649205
DE14,5.309073786147169
DE21,6.581297097010499
DE22,6.056609667727244
DE23,5.649800938133607
DE24,5.0303761619345995
DE25,5.955897561356198
DE26,5.466660797220058
DE27,6.137300835116589
DE30,6.382678456052495
EL42,16.0949021391324
LV00,4.520242676636313
ME00,4.828406088876093
MK00,8.99269487760058
MT00,0.0
NL11,5.000014030303141
NL12,4.920681839569438
EL64,13.182179903775518
EL65,14.448225255658073
ES11,5.788614930210322
ES12,4.320487494497324
ES13,4.342640684242979
ES21,5.116059742567524
ES22,10.743882148785069
ES23,10.245601036689752
ES24,19.36637296407841
ES30,18.101907081489937
IE05,2.861519107462072
IE06,2.958733663639422
IS00,0.8470589785381932
ITC3,4.738912524590795
FI19,4.995050018399345
FI1B,4.36346139534866
FI1C,4.634784437032391
DEA1,5.286065210851161
DEA2,4.711047313783315
DEA3,5.099779091313098
DEA4,4.322006946326921
DEA5,4.308894667315805
DEB1,4.99548979160837
DEB2,5.045975995493069
DEB3,6.032084676585498
DEC0,5.520266737366376
DED2,5.379835273277266
DED4,4.624918239587629
DED5,6.23634083757644
DEE0,6.0179690295184125
DEF0,4.476826696717659
DEG0,5.41350745970339
DK01,4.9605376205174885
DK02,4.3367887356419335
DK03,4.179071679755412
DK04,4.315702836191027
ES41,12.873442335003036
ES42,21.70599663374837
HU23,7.897792526896481
HU31,10.621870431508688
HU32,10.840319941506795
HU33,9.738505960082039
IE04,2.535944425795592
EE00,3.7569506836212385
EL30,22.38583516046171
EL41,10.708741379017019
EL43,23.757794058873618
EL51,9.067537059979905
EL52,10.798710525414828
FI20,3.391088358978727
FR10,6.538337041113933
FRB0,6.944816570788805
FRC1,5.87238489465522
FRC2,5.490433012023872
FRD1,5.46901554586292
FRD2,5.7115075418700885
FRE1,5.575036421603215
FRE2,5.903223127072574
FRF1,5.941899713483016
NL13,5.44880306630366
NL21,5.654031029780419
NL22,5.927317320705968
NL23,5.798505035167001
NL31,6.105378232687634
NL32,5.425855749011928
ITG2,12.734904645587685
ITH1,2.70234835073846
ITH2,3.704757062218163
FRI3,7.810579614758488
FRJ1,10.661516660610996
FRJ2,5.898328786046346
FRK1,5.681845326484655
FRK2,6.069038237242484
FRL0,9.546647845382005
FRM0,7.021861771208961
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,12.395280219091362
TR32,16.382334001918228
TR33,14.064758606483501
HR03,5.833744001941702
HR02,6.65683466868547
HU11,10.252815128085665
HU12,10.085164909207613
HU21,8.850071664144489
HU22,8.61885567683753
PT16,12.642920399904737
PT17,15.393927173677161
FRF2,5.731054585271044
FRF3,5.580990077790461
FRG0,6.968051239811469
FRH0,5.824294846648603
FRI1,7.0074185713029244
FRI2,5.982627942946658
ITC4,6.569898522607049
ITF1,6.479792334441522
ITF2,8.524810705779197
ITF3,6.738372099956286
ITF4,14.012770100480601
ITF5,11.492714442658947
ITF6,9.032866012042046
ITG1,18.781248764650954
LT01,4.491091584469607
LT02,4.731331886016083
LU00,5.051045387775945
PL22,6.187259512045163
PL41,7.504232639624047
PL42,5.95727912706883
PT18,18.716202454044193
PT20,0.0
PT30,0.0
RO11,7.265215326201592
RO12,5.124790947301681
RO21,7.073998894955917
RO22,10.25690035579878
RO31,9.140011695122244
RO32,10.517440112436292
ITH3,5.472577905741742
ITH4,4.228380268827533
ITH5,7.266598230915854
ITI1,6.55278025977171
ITI2,6.569296288741573
ITI3,6.223563074073051
ITI4,6.062527045305918
LI00,4.532349688790719
FI1D,3.525739683578054
TR82,9.228549759588168
TR83,9.044301175260198
TR90,3.5879003534776466
TRA1,6.776933953682826
TRA2,1.9702861165986176
PL43,7.554384333315408
PL51,6.603724772447133
PL52,6.972302475139585
PL61,6.851391501153613
PL62,5.345436672914347
PL63,5.9494761327060335
PL71,7.365238384664141
PL72,6.294231848882863
PL81,7.061433017879375
PL82,6.056226000378381
PL84,5.6050877264804315
PL91,7.124671613132981
PL92,6.932163969561097
PT11,8.765197322898892
PT15,21.38425313649948
TRB1,11.050478630566856
TRB2,8.72442064694736
TRC1,20.07513057061991
RS12,9.714640796644254
RS21,6.761267980038089
RS22,7.427483736348136
SE11,4.53868479997919
SE12,4.9921949676452035
NL33,5.738616671979635
NL34,5.694924869571031
NL41,5.921428805680078
NL42,5.252129346899078
PL21,5.4727989132885835
UKM6,1.6450959973072055
TR22,10.354177639172306
TRC2,23.055408566301637
TRC3,22.037307749886164
UKC1,3.084815755784801
UKC2,3.0529201935159325
UKD1,2.616655685007437
UKD3,3.0488294175425765
UKD4,2.6109345734000815
UKD6,2.9865812317671914
UKD7,2.8459732110007017
UKE1,4.713549570107759
UKE2,3.586096480893388
UKE3,4.370622067632667
RO41,8.34911689686999
RO42,6.72979620180236
RS11,8.491468320754707
TR41,13.428868190309284
TR42,6.605144913300785
TR51,16.903080274846413
TR52,21.181271664050357
TR61,13.437486748300099
TR62,13.729856273392066
TR63,14.973756566110138
TR71,18.507507073346314
TR72,11.41305336499857
TR81,5.270550838512332
UKK1,4.802781441740966
UKK2,4.663718408320791
UKK3,3.9993966859156314
UKK4,3.9563395519843043
UKL1,2.804824828260353
UKL2,3.047140727217248
UKM5,2.007360671704083
UKM7,2.055848023495551
UKM8,2.165650078279174
UKM9,2.4905273632279297
UKN0,2.466282342710286
SE21,7.252138219651199
SE22,5.856794158603683
SE23,7.08080798856531
SE31,5.8363702823485
SE32,5.29887614271536
SE33,4.710173182108691
SI03,5.902723527847855
SI04,5.145099735902421
SK01,9.724868813828357
SK02,8.960770862944583
SK03,6.295070992779708
SK04,6.623244678358704
TR10,7.403937531334843
TR21,10.842545713404
UKE4,3.571222473541798
UKF1,4.345535266747432
UKF2,5.059011826901039
UKF3,5.293202527233963
UKG1,4.506263448697058
UKG2,3.553448830488597
UKG3,4.423586489904305
UKH1,5.342952807007994
UKH2,5.765768675040204
UKH3,5.575517028775914
UKI3,5.906918237979551
UKI4,5.8587909874700435
UKI5,5.776801740967668
UKI6,5.67944324399694
UKI7,5.793397529817994
UKJ1,5.395630804170031
UKJ2,5.72362306895096
UKJ3,5.529979682358567
UKJ4,5.444093873903452
NO09,4.432088214480423
NO0A,1.555632701654267
NO0B,0.0
HR05,5.986369814565021
HR06,6.5535091386330055
NO02,4.707850736065506
NO06,2.2832259439725613
NO07,0.9028535341575454
NO08,5.148852685091768
