nuts,August Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,8.756389052375894
DE60,10.818724027853046
DE71,13.168916379234682
DE72,10.274411082193726
DE73,9.421168777118677
DE80,10.90869866491865
DE91,10.767486313401927
BG41,15.94161516480367
BG42,23.00175163399328
CH01,4.360770616745955
AT32,3.238016044065569
AT33,2.907302432205389
AT34,3.422321585446238
BE10,10.352536119519606
BE23,9.931565600765008
BE24,10.151738689021347
BE25,9.47150705566919
BE31,9.908446044796557
BE32,9.992004071494192
BE33,9.068779887490198
BE34,9.505224162033484
BE35,9.609386306251409
BG31,21.316085144552183
BG32,20.96679950489027
BG33,22.553709225211918
BG34,23.551285658241465
DE92,10.558806295993794
DE93,10.840948324113247
DE94,9.812991920984802
CZ07,10.189901095982496
CZ08,8.486344000859454
AL01,18.28081582184403
AL02,23.474981818327382
AL03,25.34878366485188
AT11,14.317682457326566
AT12,11.40458241641081
AT13,16.049413211315397
AT21,4.138783780835746
AT22,5.421282979958058
AT31,6.060007061501711
DK05,7.287681892065269
BE21,11.112594500304223
BE22,10.895380526504635
ES43,43.96759458769551
ES51,21.614721703130026
ES52,33.42492305766317
ES53,27.19025501221101
ES61,43.08597140639233
ES62,40.86859321712547
ES63,0.0
ES64,0.0
CH02,5.492799721609339
CH03,6.934022852272799
CH04,6.86593870810178
CH05,4.522063872423978
CH06,4.1876524478120025
CH07,5.112962879602376
CY00,43.01460748434678
CZ01,11.811821087266596
CZ02,11.40518389122456
CZ03,8.706033161629646
CZ04,10.606193901472922
CZ05,9.892605003106729
CZ06,12.04094869282592
DE40,12.923655522317004
EL53,25.07829064207773
EL54,25.187164927370382
EL61,26.509510011503647
EL62,0.0
EL63,32.1716079513409
ES70,0.0
ITC1,12.233692193420046
ITC2,6.248512439039275
DE11,10.102526428108531
DE12,11.445993990137712
DE13,8.49499350777543
DE14,6.504923338321782
DE21,6.070225477331791
DE22,7.77299177596903
DE23,9.154858442868584
DE24,10.004556553818821
DE25,10.381970064682386
DE26,11.502964365752346
DE27,6.739545073695336
DE30,13.77021735091707
EL42,31.158238685344383
LV00,7.554070895475617
ME00,15.55667975948871
MK00,23.4459860445501
MT00,0.0
NL11,8.953034880803783
NL12,9.231269811512266
EL64,32.58092876995231
EL65,37.143080789748154
ES11,18.905609895290127
ES12,8.064046551981365
ES13,8.963030704059632
ES21,12.268377686957265
ES22,21.805958960085487
ES23,23.775521687276704
ES24,29.99328148258692
ES30,43.44271440549352
IE05,4.902260467239336
IE06,5.062170255704315
IS00,2.7843181266305965
ITC3,11.812984342183272
FI19,6.668053269415861
FI1B,9.068939024461512
FI1C,7.929103583769372
DEA1,10.998364301836187
DEA2,10.193508667164535
DEA3,11.169943855171947
DEA4,9.957956879095137
DEA5,8.720682266213613
DEB1,11.453148029001827
DEB2,11.162479001820904
DEB3,14.033946491576906
DEC0,12.753297879416882
DED2,10.407394957784852
DED4,8.877226345247298
DED5,12.3206421931077
