nuts,December Fire Weather Index (-) (1981 - 2010)
TRC1,5.578328540716672
RS12,1.3111474052273253
RS21,0.9460611685317328
RS22,1.2975640084348943
SE11,0.5277937874785996
SE12,0.2434730928818038
NL33,0.6995956842201079
NL34,0.7395230131354326
NL41,0.5425271042185782
NL42,0.4839385703040361
PL21,0.461332078757729
UKM6,0.887415990725167
TR22,2.8244870216376823
TRC2,6.164982421421144
TRC3,5.456593684347813
UKC1,0.5557001477379149
UKC2,0.6839973982828466
UKD1,0.30256982981528163
UKD3,0.31605119666648407
UKD4,0.415825148262545
UKD6,0.35054248820336725
UKD7,0.5402285211459164
UKE1,0.8245373328125271
UKE2,0.49329755071580733
UKE3,0.6029792058781634
RO41,1.5737999028369252
RO42,1.0108426599832017
RS11,1.3436117306574213
TR41,2.9472277830213582
TR42,1.4219604106337063
TR51,3.758622140735124
TR52,5.247769671387852
TR61,3.542596559388357
TR62,5.424262112480636
TR63,4.827740093336508
TR71,4.679428989537015
TR72,3.5149998872381336
TR81,1.2123291900959212
UKK1,0.6287951183585637
UKK2,0.9871746382096506
UKK3,1.616100003477598
UKK4,1.173247980215024
UKL1,0.7319919585251008
UKL2,0.33799456372842246
UKM5,0.8024912666244443
UKM7,0.39580396386783445
UKM8,0.20361882062452322
UKM9,0.5976612673419293
UKN0,0.5474149806691349
SE21,0.4368887040417867
SE22,0.39163820415956135
SE23,0.29572671627786123
SE31,0.19958458972498086
SE32,0.15253528237617436
SE33,0.17849535686239706
SI03,0.5807880048888551
SI04,0.8208291587105152
SK01,0.9380028564879332
SK02,0.6946419838707728
SK03,0.3404166967884303
SK04,0.34351424653711743
TR10,2.1690672684997407
TR21,2.488097470797278
UKE4,0.446517121794621
UKF1,0.5784804373832134
UKF2,0.6639342052228966
UKF3,0.8274530228876756
UKG1,0.5359522851672657
UKG2,0.39912722901643494
UKG3,0.5179733930531251
UKH1,0.8957603329336338
UKH2,0.7178058789869644
UKH3,0.8722250089499795
UKI3,0.7300801432734093
UKI4,0.7300801432734093
UKI5,0.7270977710595984
UKI6,0.6860702411479594
UKI7,0.6672083973516257
UKJ1,0.6465060270865174
UKJ2,1.0214078599448833
UKJ3,1.0061919180031973
UKJ4,0.9361273113278965
NO09,0.34561449102847075
NO0A,0.3303380537165692
NO0B,0.6418721206705931
HR05,0.6288779137651999
HR06,0.7654724450323028
NO02,0.0757087806113749
NO06,0.2533162025698677
NO07,0.21913872856182906
NO08,0.17771932240425622
