nuts,Winter Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.3868017919565269
DE60,0.3883017594109762
DE71,0.4900924884090435
DE72,0.3867211977090532
DE73,0.41972442979929603
DE80,0.5139208879653411
DE91,0.503862740109381
BG41,1.6538849663403181
BG42,2.0484752859972115
CH01,0.42723653498780173
AT32,0.25933952303878743
AT33,0.3028601822605275
AT34,0.4009120315328507
BE10,0.7836767857742278
BE23,0.7416313640998069
BE24,0.7519649203169614
BE25,0.8256975886733682
BE31,0.7523515024375714
BE32,0.6944431546131777
BE33,0.5845041883272798
BE34,0.42420662397166203
BE35,0.5437570933522167
BG31,2.451141711090355
BG32,2.1480076494609306
BG33,2.3494775189981376
BG34,2.16416119746302
DE92,0.4831685182533718
DE93,0.45089825998999
DE94,0.4928182388496578
CZ07,0.5882958798754875
CZ08,0.6477017966026123
AL01,1.2391795021213743
AL02,1.8057331858417387
AL03,1.638747646634114
AT11,1.7882610579344655
AT12,1.2762819222918362
AT13,1.9488791913246273
AT21,0.7480851925837855
AT22,0.8666736390960342
AT31,0.4507161590279063
DK05,0.5626978063306988
BE21,0.6528713857474534
BE22,0.6739514594938556
ES43,5.641039776058082
ES51,5.887616898548585
ES52,10.469969039075231
ES53,6.861476598189721
ES61,8.15436682650934
ES62,12.109627841727628
ES63,0.0
ES64,0.0
CH02,0.42472760450511754
CH03,0.44485017756915046
CH04,0.46783654362408744
CH05,0.41564711979967084
CH06,0.30172523308310006
CH07,0.9265341555657772
CY00,7.501418518142981
CZ01,1.0464267764705566
CZ02,0.9013287910595758
CZ03,0.7508802625787343
CZ04,0.6893123593424209
CZ05,0.4970892367288182
CZ06,1.0517455113945395
DE40,0.6125588243540282
EL53,1.618856258933237
EL54,1.3671403357261303
EL61,1.9911563503472742
EL62,0.0
EL63,1.8096720586828854
ES70,0.0
ITC1,1.926167736412017
ITC2,0.6454952741693355
DE11,0.5744970705564116
DE12,0.5876050806780804
DE13,0.5495145796117685
DE14,0.5964292360262645
DE21,0.5856055509098061
DE22,0.5497501598733332
DE23,0.4685895029270499
DE24,0.38579755189357917
DE25,0.5503009726105258
DE26,0.4823495273081317
DE27,0.6745681678776718
DE30,0.6416482201408445
EL42,4.838901051200209
LV00,0.1557934601575286
ME00,0.8813049795281607
MK00,1.7773920664296714
MT00,0.0
NL11,0.5935263585346081
NL12,0.6376908129823418
EL64,2.2401722668714763
EL65,2.7738773544181083
ES11,1.5337349681200163
ES12,1.4171796264989516
ES13,1.5110027985051881
ES21,1.7256952882258543
ES22,3.0602099375190845
ES23,3.0046524678172792
ES24,7.16004480842985
ES30,4.2320407190496345
IE05,0.6449057024095829
IE06,0.6374854502406522
IS00,0.2082183970604751
ITC3,2.3187976139504336
FI19,0.11024263910209853
FI1B,0.10858583739213498
FI1C,0.09210152589762939
DEA1,0.5258603733030565
DEA2,0.5349327509179214
DEA3,0.4401426079615921
DEA4,0.40543121331363713
DEA5,0.3805320032410944
DEB1,0.4554971074721955
DEB2,0.4304497452575693
DEB3,0.566063453616174
DEC0,0.48083253152296423
DED2,0.7273322050968535
DED4,0.6860573253342328
DED5,0.9629341549445224
DEE0,0.7015654770372438
DEF0,0.44149113864634437
DEG0,0.6094370769002103
DK01,0.5993856508729176
DK02,0.6689811510259632
