nuts,June Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,6.5094572331981775
DE60,7.803397047558947
DE71,8.525193226286907
DE72,6.732556064861639
DE73,6.221195843693889
DE80,8.803290787293875
DE91,7.452014561179038
BG41,14.844887209119873
BG42,17.738463666663666
CH01,5.489095227573071
AT32,3.4511616814847588
AT33,3.532372299201242
AT34,4.874398659794247
BE10,8.439262916910703
BE23,8.613280217858145
BE24,8.346549132730717
BE25,8.803060690976993
BE31,8.124794127582868
BE32,8.471704900921345
BE33,6.709381716698832
BE34,7.02899399654913
BE35,7.617850908307705
BG31,18.761049962966165
BG32,16.702618613083764
BG33,17.751401910252753
BG34,17.56391768834745
DE92,7.032708470205487
DE93,8.123472271650536
DE94,7.2873367764485515
CZ07,7.812346411208494
CZ08,6.09952899407145
AL01,19.252749959931673
AL02,26.739208427036758
AL03,27.004087727526148
AT11,12.019674116541719
AT12,8.79578643611558
AT13,12.767993412756509
AT21,4.299011645656806
AT22,4.722273561277865
AT31,4.850714469337975
DK05,8.489040936439721
BE21,8.399435592885705
BE22,8.152292915551728
ES43,38.17351931655365
ES51,23.433356657952434
ES52,35.50177580760195
ES53,27.11779904122882
ES61,39.00062413088373
ES62,41.10947579148709
ES63,0.0
ES64,0.0
CH02,5.835145464462562
CH03,6.5332574466869655
CH04,6.328373953873664
CH05,4.846543387691344
CH06,4.740236854892943
CH07,5.481428568618153
CY00,43.3117337201643
CZ01,10.755641711348106
CZ02,10.302928406901213
CZ03,8.07757772702111
CZ04,9.313265195049615
CZ05,8.502586103558643
CZ06,9.852329138261046
DE40,10.756696821809104
EL53,26.488843408763202
EL54,25.992349209208008
EL61,28.950075569570902
EL62,0.0
EL63,34.044634923760675
ES70,0.0
ITC1,10.732203973861367
ITC2,6.378912203382994
DE11,7.518136945654901
DE12,7.78428041191113
DE13,6.888069063421898
DE14,5.487406043773483
DE21,5.100033217962737
DE22,6.563421924963121
DE23,7.838428759857147
DE24,7.979292823317218
DE25,8.17859065736334
DE26,8.10268673871426
DE27,5.493799326836736
DE30,11.702294425692008
EL42,35.43568588475694
LV00,9.081195639486774
ME00,14.04804716912477
MK00,23.134312755580027
MT00,0.0
NL11,6.267243807434104
NL12,6.1718374723058105
EL64,35.87795514265912
EL65,38.923354141452926
ES11,14.827944904781896
ES12,6.582216917517013
ES13,7.490313652996217
ES21,10.125125088947854
ES22,21.281353593526653
ES23,19.988823184299438
ES24,31.458846215354964
ES30,37.29351216476721
IE05,5.415798452986903
IE06,5.703329469546285
IS00,4.674851865565539
ITC3,10.700837424941307
FI19,6.647672843677328
FI1B,10.440602351373643
FI1C,8.818242936247662
DEA1,8.366412484187238
DEA2,6.982933801974427
DEA3,8.637884436236963
DEA4,6.474603830325048
DEA5,6.2704456072111725
DEB1,7.229956287733594
DEB2,7.288612290858735
DEB3,8.926115142797311
DEC0,8.4669112653502
DED2,8.347788047167212
DED4,7.138945971411823
DED5,10.143421649927063
DEE0,9.741293916858538
DEF0,7.515302505170554
DEG0,7.543165096780583
DK01,9.97371403545334
DK02,8.449554228302963
DK03,7.941129336887307
DK04,8.413341916011953
ES41,28.601315253210213
ES42,40.34869245104436
HU23,17.835375013518593
HU31,17.047316696073338
HU32,18.865253082743738
HU33,19.75077239271877
IE04,4.535218060225486
EE00,8.884900684300545
EL30,50.595404462388
EL41,42.01086038417948
EL43,47.61569167214076
EL51,22.665060797153984
EL52,24.734675164545756
FI20,8.937162063908607
FR10,12.02069140201189
FRB0,14.343893487813984
FRC1,11.649148253381115
FRC2,10.205519253993991
FRD1,9.61940274017215
FRD2,8.73683297800313
FRE1,8.325538558134026
FRE2,8.866446913010728
FRF1,8.696498668855725
NL13,6.9061692350013555
NL21,8.223404615205927
NL22,7.9722763915480614
NL23,7.319852530749594
NL31,7.197000070967704
NL32,6.236627437159501
ITG2,35.54730145293994
ITH1,4.934785552110179
ITH2,5.1821036019679925
FRI3,14.244238542407427
FRJ1,20.95407460383731
FRJ2,12.54726522936782
FRK1,10.019515948540551
FRK2,10.83215002327685
FRL0,21.118872021779108
FRM0,19.094389070015456
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,46.67405739958728
TR32,45.31456810733424
TR33,40.76178500372586
HR03,17.105828526162412
HR02,16.00086256815456
HU11,17.620928373597625
HU12,18.113290540801017
HU21,16.30877614549667
HU22,14.679365686151758
PT16,31.025724030137585
PT17,31.351827442056766
FRF2,10.865685971041508
FRF3,9.679519178644302
FRG0,13.371865136925166
FRH0,9.852191034563356
FRI1,12.678344939494838
FRI2,10.164409300198772
ITC4,11.930844680352985
ITF1,21.645688002784798
ITF2,27.862116971408845
ITF3,28.26585482235671
ITF4,37.67292607123267
ITF5,33.981173545225694
ITF6,26.179946132987965
ITG1,39.324900557100655
LT01,9.02992821242363
LT02,10.116865744169823
LU00,7.445716627315617
PL22,7.294055920121801
PL41,11.715915523898857
PL42,9.729643403568822
PT18,37.034044515285146
PT20,0.0
PT30,0.0
RO11,11.075709017213402
RO12,9.170849119123716
RO21,13.668339053759086
RO22,21.031072925295625
RO31,16.93707729555268
RO32,17.16907128461613
ITH3,11.167635783399465
ITH4,7.0644439147067954
ITH5,19.020947358797887
ITI1,19.937423593148036
ITI2,24.341866848972586
ITI3,22.050551651010217
ITI4,24.106932185303737
LI00,3.1252035668957694
FI1D,5.491315827566908
TR82,22.773805932405573
TR83,25.03465126588726
TR90,10.470718314463538
TRA1,22.16656158132783
TRA2,15.398947856566915
PL43,11.871619392287187
PL51,9.011801834106766
PL52,8.469895640994768
PL61,10.048418122376306
PL62,9.652877065252127
PL63,9.307733475213794
PL71,10.021791360632344
PL72,8.000984779205154
PL81,8.785014783327192
PL82,6.7554586020005
PL84,10.032271610571375
PL91,8.441902328017196
PL92,8.640582168098861
PT11,23.228795203592036
PT15,37.78577365683456
TRB1,42.93454939995056
TRB2,36.90906290698269
TRC1,52.047310262536854
RS12,21.458091065156026
RS21,16.939368662982396
RS22,20.16342022682449
SE11,10.06464638934094
SE12,9.865616316835132
NL33,6.72906733919364
NL34,8.19814955399866
NL41,7.978167776749738
NL42,8.250980518487049
PL21,5.60780718025322
UKM6,2.8904189660761332
TR22,36.970909077936085
TRC2,59.84801844255313
TRC3,60.204246298748515
UKC1,6.30328312791366
UKC2,5.252111178915137
UKD1,3.5957139206266735
UKD3,5.2128276785854295
UKD4,3.9201624901494316
UKD6,5.710552169827244
UKD7,5.175143607034277
UKE1,7.635108303983479
UKE2,6.577024169583758
UKE3,7.540584048863983
RO41,17.993190400240167
RO42,14.75224654711824
RS11,21.188455616896903
TR41,34.59634598168306
TR42,20.0981978487591
TR51,40.06632572978524
TR52,44.29302026037083
TR61,37.09641441691085
TR62,32.63249586979671
TR63,42.992971329228915
TR71,42.82413543349905
TR72,35.68877139153785
TR81,16.540740341347234
UKK1,8.065104994443457
UKK2,7.643691415218566
UKK3,6.9583565359323805
UKK4,6.9578956023848795
UKL1,5.325133201023461
UKL2,5.825779836363796
UKM5,3.8526553400723733
UKM7,4.208510964721356
UKM8,4.074585850829376
UKM9,4.16617471336086
UKN0,4.552017960049158
SE21,10.153252351071218
SE22,9.635745695461056
SE23,8.850282672384532
SE31,7.793202971886048
SE32,6.864277661580203
SE33,6.496168485214078
SI03,9.925360291819489
SI04,8.03138600437441
SK01,14.007174851538247
SK02,12.128589619908068
SK03,7.9329021178983385
SK04,8.59716304735387
TR10,23.934761555741687
TR21,27.65104101842407
UKE4,6.717910469331005
UKF1,7.9258884522617885
UKF2,8.79973151708057
UKF3,8.643557060433047
UKG1,7.7360937008052595
UKG2,6.770827386791061
UKG3,7.826819499058507
UKH1,8.72915261641898
UKH2,10.00055545564109
UKH3,9.356925280076231
UKI3,10.030867184771122
UKI4,10.315138835354931
UKI5,10.138795353302537
UKI6,9.32944825560982
UKI7,9.766197501736318
UKJ1,9.04515343013418
UKJ2,8.905275928439996
UKJ3,8.705785113810052
UKJ4,8.388418468571432
NO09,8.63230307619563
NO0A,8.2068293151336
NO0B,0.0
HR05,13.88628241817157
HR06,13.816415414364794
NO02,6.2914267865005185
NO06,5.994511791112577
NO07,5.906243877178532
NO08,7.700139543676236
