nuts,January Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.9709277585148811
DE60,1.0201655199130377
DE71,1.059287507335345
DE72,0.9149324953556061
DE73,0.963897754624486
DE80,1.024173379689455
DE91,0.9106699906289577
BG41,0.7347927488386631
BG42,0.6528675000493726
CH01,0.960819404758513
AT32,0.9309750985354185
AT33,0.9353118476147453
AT34,1.0434054926037788
BE10,0.8417337040106455
BE23,0.8589267194271087
BE24,0.8696605195601781
BE25,0.9115798498193423
BE31,0.9419382254282633
BE32,0.9075722662111123
BE33,0.9956098669519027
BE34,0.9203760722031196
BE35,0.9335177687307199
BG31,0.8383528118953109
BG32,0.7344090968370438
BG33,0.6126440364867449
BG34,0.7471505548804999
DE92,0.8500608908012509
DE93,0.9085696212326487
DE94,0.9853628726055225
CZ07,0.8762515222653746
CZ08,0.933448122938474
AL01,0.8348470196127892
AL02,0.8278024273614089
AL03,0.8742420590172212
AT11,0.70641798141102
AT12,0.8287186823785305
AT13,0.816747784614563
AT21,0.7584339775145054
AT22,0.8399454319228729
AT31,1.012217950510482
DK05,1.135092526488006
BE21,0.8472515637675921
BE22,0.9410454581181208
ES43,0.5046696243807673
ES51,0.3192014855643113
ES52,0.22363583501428366
ES53,0.45247161549826465
ES61,0.30565125118009745
ES62,0.3041412136207024
ES63,0.2888304164012273
ES64,0.36666666666666664
CH02,0.974622356519103
CH03,1.116793150206407
CH04,1.0780003694196543
CH05,0.896928609162569
CH06,0.9799866437911987
CH07,0.7576937340199947
CY00,0.4973963625729084
CZ01,1.0396658922235171
CZ02,1.0817605601002773
CZ03,1.0003810157378514
CZ04,1.0223692799607913
CZ05,1.0133819542825222
CZ06,0.7998787698646387
DE40,0.8404287030299504
EL53,0.7212459484736125
EL54,0.89090296626091
EL61,0.6733039747923613
EL62,0.7887882142017285
EL63,0.6598005327706535
ES70,0.10829264720280965
ITC1,0.6056408656450609
ITC2,0.8133095713953177
DE11,1.0322965522607168
DE12,1.1181433071692786
DE13,1.0599287057295441
DE14,1.062521701057752
DE21,0.9886234355469544
DE22,1.0832499744991462
DE23,0.9973574727773666
DE24,1.067066496113936
DE25,1.035876631985108
DE26,1.04856157725056
DE27,1.0900230958436927
DE30,0.7541187480092049
EL42,0.6826037786900997
LV00,1.0233942158520222
ME00,0.9249872850254178
MK00,0.5939459147552649
MT00,0.6417324051260949
NL11,1.0726116056243578
NL12,1.2455195407072703
EL64,0.6898053362965584
EL65,0.6118565505991379
ES11,1.1486732782175144
ES12,0.9276580274105072
ES13,0.9222061956922213
ES21,0.9380254308382671
ES22,0.8457825627177954
ES23,0.7944403598705928
ES24,0.44063163952281076
ES30,0.5736647439499696
IE05,1.0280387595295906
IE06,0.8276370897889137
IS00,1.1444548239310584
ITC3,0.5638482689857482
FI19,1.1596176718672118
FI1B,1.2619830653071404
FI1C,1.3053035269180933
DEA1,0.8859832332779963
DEA2,0.9213281542062759
DEA3,0.8660567221542199
DEA4,0.8796870569388072
DEA5,0.9803179480135441
DEB1,0.9609833201393485
DEB2,0.9067999318242073
DEB3,0.9955871955802044
DEC0,0.9434742788473766
DED2,0.9620328731834888
DED4,0.9830934099853039
DED5,0.810399682323138
DEE0,0.8744471095502376
DEF0,1.2104996087650457
DEG0,0.9282944781084855
DK01,1.0135502251485984
DK02,1.1779804722095528
DK03,1.170652892254293
DK04,1.1014601785689593
ES41,0.6997876356045405
ES42,0.4724791222562393
HU23,0.7202736590057611
HU31,0.744171381679674
HU32,0.701670628041029
HU33,0.7001192346215248
IE04,1.2234310016967356
EE00,1.1616321980953217
EL30,0.5252750427772601
EL41,0.7727346283694109
EL43,0.5364130601286888
EL51,0.6679593510304888
EL52,0.6284923024475575
FI20,1.1275041161725918
FR10,0.9658366451660793
FRB0,0.9776296708111961
FRC1,0.9717428091603021
FRC2,0.9653022907674312
FRD1,0.8821063065280517
FRD2,0.9830880345155796
FRE1,0.95134955663234
FRE2,0.9691217924157779
FRF1,1.0028621211647988
NL13,1.0144807462890943
NL21,0.7966711451609929
NL22,0.7745661747952303
NL23,1.0629211736222108
NL31,0.8539212306340536
NL32,1.2324448922028144
ITG2,0.566584054629008
ITH1,0.7180966014663378
ITH2,0.5343011709551017
FRI3,0.9692360688000917
FRJ1,0.5586244999120633
FRJ2,0.768148488799731
FRK1,1.038315667832891
FRK2,0.8625397602717082
FRL0,0.5136209977790713
FRM0,0.5686486158519983
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.6406678369889657
TR32,0.7238625315328439
TR33,0.7058239163209995
HR03,0.870755655815204
HR02,0.8077594713618358
HU11,0.707997515797615
HU12,0.7005758363753557
HU21,0.7235823865359028
HU22,0.742649860928456
PT16,0.5789022063836455
PT17,0.5664919460813205
FRF2,1.0280441356201966
FRF3,0.9402307271957397
FRG0,0.8653171201546986
FRH0,0.809357208913813
FRI1,0.9265964178058008
FRI2,0.9866342153400183
ITC4,0.48404937547942
ITF1,0.6280598293369015
ITF2,0.6613053775082032
ITF3,0.9378708235298594
ITF4,0.5662104353308678
ITF5,0.6655785612761974
ITF6,0.7414895902077357
ITG1,0.778069852789243
LT01,1.1887948267161845
LT02,1.1207827149579923
LU00,0.8661221866806348
PL22,1.0082936972379684
PL41,0.8211232470348477
PL42,1.045164450009664
PT18,0.4692245397095879
PT20,0.0
PT30,0.0
RO11,1.0012726593762635
RO12,0.9274805764357249
RO21,0.9828939438487093
RO22,0.6736959524763128
RO31,0.6638751922485729
RO32,0.6332764148712158
ITH3,0.5943455858156085
ITH4,0.7138729343811671
ITH5,0.5647909057637056
ITI1,0.7525466566284498
ITI2,0.7361011205861966
ITI3,0.5920672986035546
ITI4,0.7972308401639263
LI00,1.0500391662120818
FI1D,0.8929671083887418
TR82,0.9674781742195289
TR83,0.8697346085061629
TR90,1.0779349689682325
TRA1,0.8247407155732314
TRA2,1.0495535691579183
PL43,0.7211387827371557
PL51,0.9602775290608406
PL52,0.8422474406659604
PL61,0.8634277234474818
PL62,0.9484367347011964
PL63,1.0429943641026815
PL71,0.8712569003924727
PL72,0.9666843256602685
PL81,0.8786363701025645
PL82,1.0247991769264142
PL84,0.9698057283957799
PL91,0.9292134054005146
PL92,0.8976097221175829
PT11,0.7206657409667969
PT15,0.19843847379088403
TRB1,0.7046799058405061
TRB2,0.7663928066690763
TRC1,0.5355135337760051
RS12,0.7469398633887371
RS21,0.800243913102895
RS22,0.8030950755812227
SE11,1.043971717916429
SE12,0.8066797135708232
NL33,0.857589299728473
NL34,0.8970730828742186
NL41,0.734668493643403
NL42,0.8918425470590592
PL21,1.0310201235115528
UKM6,1.3760261684656143
TR22,0.7772915361449122
TRC2,0.5791557513177394
TRC3,0.44605400835474335
UKC1,1.0159619584679604
UKC2,1.0140926415721576
UKD1,1.0444244789580504
UKD3,0.7463913115362326
UKD4,0.9842450285951296
UKD6,0.8031327063838641
UKD7,0.9700365583101909
UKE1,0.7798728756606579
UKE2,0.8806512981653214
UKE3,0.7342091602583726
RO41,0.7320971710607409
RO42,0.845954027523597
RS11,0.6877986597518126
TR41,0.8703127888341745
TR42,1.0028785742819308
TR51,0.810501666367054
TR52,0.6394802478452524
TR61,0.6370451114140451
TR62,0.5600904778887829
TR63,0.6492336098104715
TR71,0.7730738597611586
TR72,0.8950987234711647
TR81,1.095859780162573
UKK1,1.0283347547054291
UKK2,1.1661226622760297
UKK3,1.2498064704239369
UKK4,1.0696762045224508
UKL1,1.071949299176534
UKL2,1.06574767952164
UKM5,1.2451200055579343
UKM7,1.2947246352831523
UKM8,1.2477311034997305
UKM9,1.1881283164024352
UKN0,1.1721981619795163
SE21,1.0185267865657806
SE22,1.0460071285565695
SE23,1.018793610110879
SE31,1.0102175088288883
SE32,1.1701842854420343
SE33,0.9060676271716753
SI03,0.836003930742542
SI04,0.7860425524413586
SK01,0.7636169947683811
SK02,0.7748617846518755
SK03,0.9505086707572142
SK04,0.9819698760906855
TR10,0.784785296022892
TR21,0.5837475098669529
UKE4,0.7842187168697516
UKF1,0.8526431718220313
UKF2,0.8644895716259877
UKF3,0.7492792271077633
UKG1,1.1535530423124631
UKG2,0.9881159484386444
UKG3,0.9387628674507141
UKH1,0.9086700956026713
UKH2,0.6763308209677538
UKH3,0.9606425275405248
UKI3,0.75
UKI4,0.75
UKI5,0.7271292597055435
UKI6,0.9279446403185526
UKI7,0.6444036573171615
UKJ1,0.9367704679568608
UKJ2,1.1126938131948312
UKJ3,1.057910320162773
UKJ4,1.0252225667238235
NO09,0.9232817488412063
NO0A,1.2867663465440273
NO0B,1.366726739704609
HR05,0.8781848907470703
HR06,0.8157982210318248
NO02,0.9943445498744646
NO06,0.9342483758926392
NO07,0.815397368868192
NO08,1.0181284093608458
