nuts,September Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE11,0.7498618839929502
DE12,0.7617666146407525
DE13,0.8207984705056462
DE14,0.9788890026509762
DE21,0.8525239115580916
DE22,0.9077785448481639
DE23,1.0073412211611867
DE24,0.8998329326510429
DE25,0.8408608591804901
DE26,0.7703089240039217
DE27,0.8329270927102438
DE30,0.6680792832169039
EL42,0.06758850291371346
LV00,1.0168826030246143
ME00,0.5833241822818915
MK00,0.5198939217875401
MT00,0.12502817703144892
NL11,0.9875493442018827
NL12,1.171949570874373
EL64,0.15888973989834387
EL65,0.15469550428291162
ES11,0.26220564916729927
ES12,0.376093334145844
ES13,0.4374407128741344
ES21,0.40543732879062494
ES22,0.40562901087105274
ES23,0.3069453878949086
ES24,0.41644614773492017
ES30,0.3026278156787157
IE05,0.7516534186514288
IE06,0.8780548145994544
IS00,1.48004409968853
ITC3,0.5129396037509044
FI19,1.0163622323808998
FI1B,1.040459217876196
FI1C,1.0806201681494714
DEA1,0.8273729135592779
DEA2,0.8435288997987906
DEA3,0.8188518895457189
DEA4,0.819817825158437
DEA5,0.773302207567862
DEB1,0.710958196235628
DEB2,0.5849508916766479
DEB3,0.7603361676136653
DEC0,0.6953797178076846
DED2,0.7469510587553183
DED4,0.7910048060119153
DED5,0.7688002996146679
DEE0,0.7357280089937407
DEF0,0.9096104558557272
DEG0,0.7522731990521324
DK01,0.82141221947968
DK02,0.8055636569857597
DK03,0.8585010432327788
DK04,0.8489768972088184
ES41,0.2732880405150354
ES42,0.25206239755886295
HU23,0.524570389517716
HU31,0.5662685673683882
HU32,0.5645091797535619
HU33,0.4185365422318379
IE04,1.1058876325686773
EE00,1.058699764843498
EL30,0.07271050189932188
EL41,0.08575108038882415
EL43,0.1376306165009737
EL51,0.2164497651780645
EL52,0.4002025704830885
FI20,0.8721075603117545
FR10,0.619882818577545
FRB0,0.5357616218427818
FRC1,0.6078322971860568
FRC2,0.7547272112991276
FRD1,0.591775440176328
FRD2,0.6767318852245807
FRE1,0.8072956856982462
FRE2,0.72008115965873
FRF1,0.7624687842767814
NL13,0.997245276470979
NL21,0.9214538104832173
NL22,0.9287885650992393
NL23,0.9739070430397987
NL31,0.9915965378284455
NL32,1.2439440422016999
ITG2,0.3132951570053895
ITH1,0.807306229074796
ITH2,0.6924276543515069
FRI3,0.4844710560965127
FRJ1,0.43025307257970175
FRJ2,0.4483286064739029
FRK1,0.5585358508241673
FRK2,0.5998594185026983
FRL0,0.4123233799533597
FRM0,0.4841431370625893
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.13621660247445105
TR32,0.11883767278244098
TR33,0.18891753445911622
HR03,0.5809124074255426
HR02,0.6157524432366093
HU11,0.6167061716318131
HU12,0.5820306365688642
HU21,0.5746289897443992
HU22,0.5805343768869837
PT16,0.16868355413898825
PT17,0.11660332555572192
FRF2,0.6132028941065073
FRF3,0.7556987977747259
FRG0,0.45566571517182247
FRH0,0.4527902186537782
FRI1,0.44813979727526504
FRI2,0.5975793567796548
ITC4,0.6241389791170756
ITF1,0.4410807566096385
ITF2,0.5554027952253818
ITF3,0.6077601964275042
ITF4,0.43345273472368717
ITF5,0.39113577269017696
ITF6,0.3476971621935566
ITG1,0.27807001443579793
LT01,0.9300452670703332
LT02,0.8413336088260015
LU00,0.6359799553950628
PL22,0.823907925064365
PL41,0.8963901186982791
PL42,0.8726651222755512
PT18,0.17365043191239238
PT20,0.0
PT30,0.0
RO11,0.7586102760086457
RO12,0.756478427319477
RO21,0.6123264227372904
RO22,0.3494806498599549
RO31,0.43860739630957446
RO32,0.4836479350924492
ITH3,0.7912495595092575
ITH4,0.7437992691993713
ITH5,0.561486527589815
ITI1,0.5469409852687802
ITI2,0.4707088725907462
ITI3,0.5059930994485815
ITI4,0.4777367105707526
LI00,0.8668233235677083
FI1D,0.9952200486742216
TR82,0.3588719019355873
TR83,0.4070199763601912
TR90,0.6102366330102086
TRA1,0.3132937013482054
TRA2,0.383014452457428
PL43,0.8284872494637966
PL51,0.8055199122677247
PL52,0.8342126644505509
PL61,0.7768419303620855
PL62,0.8876118752794961
PL63,0.9053681574761867
PL71,0.878676389157772
PL72,0.8711044010395805
PL81,0.8558577962530156
PL82,0.9798994859059652
PL84,0.6666029614706834
PL91,0.7122525275995334
PL92,0.8219934492061536
PT11,0.23336476633517905
PT15,0.10994307970007261
TRB1,0.21299372389912605
TRB2,0.14462109158436456
TRC1,0.12768860875318447
RS12,0.5075273126492212
RS21,0.6402813107706606
RS22,0.5288785950591167
SE11,0.8527923002839088
SE12,0.7954595235021164
NL33,1.095176379630963
NL34,1.0051697465280691
NL41,0.9360893482963244
NL42,0.8709206357598305
PL21,1.1130354876319568
UKM6,1.5910641556156093
TR22,0.15007724811633427
TRC2,0.10256693682943781
TRC3,0.07328450158238412
UKC1,0.7344692620138328
UKC2,0.6488893975814184
UKD1,1.174605848391851
UKD3,0.9968240122000377
UKD4,1.120736015588045
UKD6,0.9485395342111588
UKD7,1.0779521743456522
UKE1,0.7111257453759511
UKE2,0.776700477404841
UKE3,0.6094843020041784
RO41,0.5219819465652108
RO42,0.5994208022823622
RS11,0.49204143285751345
TR41,0.19889099796613058
TR42,0.3357863809913397
TR51,0.11822359872361024
TR52,0.14330133348703383
TR61,0.15109694097191095
TR62,0.27380630845824877
TR63,0.1762376794591546
TR71,0.14111716008434694
TR72,0.24419030540933212
TR81,0.37641159378524336
UKK1,0.7639423109591007
UKK2,0.6862288296222687
UKK3,0.7643821119020383
UKK4,0.7995553623884917
UKL1,0.9744845242549975
UKL2,0.8533908240497112
UKM5,0.8938586930433909
UKM7,0.9238865630967277
UKM8,1.2813255965709687
UKM9,1.1663682851940393
UKN0,1.001110739106762
SE21,0.821739232322822
SE22,0.8248957772428791
SE23,1.002252426246802
SE31,0.773591083412369
SE32,1.1078897227843603
SE33,1.2589153885841369
SI03,0.7797725510473053
SI04,0.7899132686356704
SK01,0.5387473196305078
SK02,0.6723829414074619
SK03,0.8790881985798478
SK04,0.7912565136949221
TR10,0.31501139253377913
TR21,0.22271130811423062
UKE4,0.7922513772701395
UKF1,0.6470823879043262
UKF2,0.7260512282450994
UKF3,0.7496219463646412
UKG1,0.721053006996711
UKG2,0.7975532073399116
UKG3,0.7777462755640348
UKH1,0.7359879042567878
UKH2,0.776216035336256
UKH3,0.6709054013093313
UKI3,0.7666666666666667
UKI4,0.7666666666666667
UKI5,0.8000734259684881
UKI6,0.7084145992994308
UKI7,0.755229331056277
UKJ1,0.7882272073378166
UKJ2,0.7592379567523797
UKJ3,0.7382782163719336
UKJ4,0.744410389584714
NO09,0.9231367503603299
NO0A,1.5706547394394874
NO0B,1.5568857177027635
HR05,0.6001997371514638
HR06,0.5923993935187658
NO02,1.0699509462962549
NO06,1.413575376929908
NO07,1.4332583988706271
NO08,0.9217097944890459
