nuts,September Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.8665275911490122
DE60,0.8895701830585797
DE71,0.8198922192056973
DE72,0.8073947686573555
DE73,0.764636750493584
DE80,0.9352342148621877
DE91,0.8305791261295478
BG41,0.46675141180555024
BG42,0.33980194851756096
CH01,0.814039091740189
AT32,0.9090116898130093
AT33,0.9021084669977426
AT34,0.8551362325747808
BE10,0.8581321646769842
BE23,0.8673636959544544
BE24,0.8508521724363853
BE25,0.9528221559935602
BE31,0.8581947922706604
BE32,0.7949042964726687
BE33,0.7761828264842431
BE34,0.7615954868495465
BE35,0.8338858629266421
BG31,0.5033628537223257
BG32,0.3158669912566741
BG33,0.2610068495518395
BG34,0.3022652741521597
DE92,0.7900534898840955
DE93,0.8732393675794204
DE94,0.9689115157350898
CZ07,0.7405542766054471
CZ08,0.7406022369861602
AL01,0.5801691398024559
AL02,0.4939234123698303
AL03,0.4528258110086123
AT11,0.6285977892577648
AT12,0.7650188977519671
AT13,0.6162669924753053
AT21,0.790871245165666
AT22,0.924141153360584
AT31,0.9617615936324
DK05,0.8659795522689819
BE21,0.8924330388506253
BE22,0.8919731674094995
ES43,0.17519878499830763
ES51,0.48319135153045256
ES52,0.3632176061771039
ES53,0.25296844181915124
ES61,0.17073154593978462
ES62,0.25282655579262764
ES63,0.06670174598693848
ES64,0.10714285714285714
CH02,0.8647163254519303
CH03,0.9835388754804929
CH04,0.9964391772945722
CH05,0.7872856831798951
CH06,0.8481129801699093
CH07,0.5458733074623963
CY00,0.09751313986877601
CZ01,0.7175510052976937
CZ02,0.8709472971657912
CZ03,0.8336837090551853
CZ04,0.8015828979512055
CZ05,0.9003362013027072
CZ06,0.79234417801102
DE40,0.8222091836233933
EL53,0.3610252152596201
EL54,0.30549370882411797
EL61,0.236814455067118
EL62,0.39772574106852215
EL63,0.2927060135950645
ES70,0.05002036293347677
ITC1,0.46043775292734307
ITC2,0.5578897267580032
