nuts,June Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.9524933497111002
DE60,1.0168986851970354
DE71,0.8923504259437323
DE72,0.8339547891169786
DE73,0.8760421318933368
DE80,0.7957451658944289
DE91,0.950022321815292
BG41,0.6638149587437511
BG42,0.5014353434865674
CH01,1.3280041908224425
AT32,1.1739890227715175
AT33,1.3320184373607238
AT34,1.5211530655622483
BE10,0.7583556830883026
BE23,0.5665283466378848
BE24,0.8582662863035997
BE25,0.770836940407753
BE31,0.8085827171802521
BE32,0.6339551898340384
BE33,1.0079492544134458
BE34,0.8760391208032767
BE35,0.9230349330852429
BG31,0.6032136540859938
BG32,0.5862848824510972
BG33,0.6827645694216092
BG34,0.5218576095377405
DE92,0.9097105552752812
DE93,0.9149796017756064
DE94,0.992343942510585
CZ07,1.0353230898578962
CZ08,0.9799499886731307
AL01,0.6754116021096707
AL02,0.5884860912958781
AL03,0.42479940901199975
AT11,0.9320206527908643
AT12,0.9111271724104881
AT13,0.9087592254082362
AT21,1.0646366352836292
AT22,1.0076670479650298
AT31,1.05745412632823
DK05,0.615346293275555
BE21,0.9147067305942377
BE22,1.0391074339548747
ES43,0.24542633245388668
ES51,0.46541145456333954
ES52,0.276530422270298
ES53,0.14550912144283454
ES61,0.2123823972729345
ES62,0.1735970358674725
ES63,0.07773100237051646
ES64,0.06666666666666667
CH02,1.1959631899992624
CH03,1.269962066411972
CH04,1.1115984171628952
CH05,1.2249871934453647
CH06,1.4185566380620003
CH07,1.0624951476852098
CY00,0.09126243814826011
CZ01,0.8066457902391752
CZ02,0.8347915393610795
CZ03,0.8670714764545361
CZ04,1.0711107062796752
CZ05,0.9166669289271037
CZ06,0.9526376884430647
DE40,0.7735205739736557
EL53,0.40009011663496497
EL54,0.38571866080164907
EL61,0.19022413430114588
EL62,0.12880655862390994
EL63,0.2634978015596668
ES70,0.0917276402314504
ITC1,0.923206262725095
ITC2,1.1953681024412315
DE11,1.1410952560603618
DE12,1.0940526644388835
DE13,1.2193008424714207
DE14,1.0904627275963625
DE21,1.208973732466499
DE22,1.0240114892522494
DE23,1.0008348738153776
DE24,0.9823889460414648
DE25,1.0929233506321907
DE26,0.949280438075463
DE27,1.3779168361797929
DE30,0.6165482332309087
EL42,0.06093640004595121
LV00,0.7720420016441494
ME00,0.6364386623104413
MK00,0.5390457779789964
MT00,0.03333333432674408
NL11,1.0539978293081125
NL12,0.9385124787688255
EL64,0.2241032245879372
EL65,0.12481920545299847
ES11,0.4350298549979925
ES12,0.7730612532546123
ES13,0.6724716960142056
ES21,0.6670850135385991
ES22,0.5398464050764838
ES23,0.4160848241299391
ES24,0.5514666865269343
ES30,0.31206742773453394
IE05,0.7278579168021679
IE06,0.8440699094285568
IS00,0.726030957698822
ITC3,0.6371285210053126
FI19,0.5725267329563697
FI1B,0.6856926443676153
FI1C,0.6863836018834263
DEA1,0.9502681528528532
DEA2,0.8599491953849793
DEA3,0.9674258892734845
DEA4,0.9194577902555465
DEA5,0.9007666786511739
