nuts,Winter Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,2.5483143270015716
DE60,2.5266000866889953
DE71,2.6541132708390553
DE72,2.6731718719005584
DE73,2.7225809584061307
DE80,2.614546078443527
DE91,2.5408849547306698
BG41,1.800976648926735
BG42,1.4651449950678008
CH01,2.839354540904363
AT32,2.866880019505819
AT33,2.609388252099355
AT34,2.7947850753863652
BE10,2.7250670542319617
BE23,2.7163935780525206
BE24,2.8213008658162186
BE25,2.6135236009955407
BE31,2.589083839740072
BE32,2.5410416165987653
BE33,2.8244399458169935
BE34,2.8024946972727776
BE35,2.670615991950035
BG31,1.6279500159124534
BG32,1.415932885867854
BG33,1.4205759840706984
BG34,1.5574712375799815
DE92,2.6409656864901385
DE93,2.450390072663625
DE94,2.706192195415497
CZ07,2.4153166115283966
CZ08,2.7043096820513406
AL01,2.4298987219731014
AL02,2.1998451093832654
AL03,2.0745122333367667
AT11,2.148495510717233
AT12,2.2535077055295307
AT13,2.0417275190353394
AT21,2.0293770894408225
AT22,2.3348427494366963
AT31,3.1169308185577393
DK05,2.9496089378992716
BE21,2.601513246446848
BE22,2.7587000370025634
ES43,1.8565406439825893
ES51,1.5091055132448674
ES52,1.0595522060990334
ES53,1.255777681991458
ES61,1.3570385828614235
ES62,0.8248007154713074
ES63,1.4775906801223755
ES64,0.8333333333333334
CH02,2.949723567565282
CH03,2.926062723994255
CH04,2.9982374797264737
CH05,2.618087325493495
CH06,2.7870514184236526
CH07,2.3584998657306033
CY00,1.5429856589596187
CZ01,2.392692982653777
CZ02,2.615763501326243
CZ03,2.6764449387788773
CZ04,2.808000327150027
CZ05,2.58393524090449
CZ06,2.401824712753296
DE40,2.5443220396836597
EL53,1.8596081535021465
EL54,2.0742990588148436
EL61,1.9044758528470993
EL62,2.173412423829238
EL63,1.8342227071523667
ES70,0.5497360765933991
ITC1,1.8088738086322944
ITC2,2.224994456768036
DE11,3.0386881232261658
DE12,2.9888720313707986
DE13,3.058034598827362
DE14,3.140640850861867
DE21,3.1985596885283787
DE22,2.9657762785752615
DE23,2.650411758820216
DE24,2.696288243929545
DE25,2.94021301617225
DE26,2.479607929289341
DE27,3.1250120480855306
DE30,2.5042143086592357
EL42,1.835190662741661
LV00,2.738237371047338
ME00,2.5599506547053656
MK00,1.7026683996121088
MT00,1.558635732034842
NL11,2.6258179436127347
NL12,2.9680680692195893
EL64,1.7955985617424761
EL65,1.650587843997138
ES11,2.598912224173546
ES12,2.2808177759250006
ES13,1.9361470421155293
ES21,2.172960569461187
ES22,1.9480541625193186
ES23,1.9081080694993338
ES24,1.574266925950845
ES30,1.6752621486783028
IE05,2.965931612253189
IE06,2.6238577485084535
IS00,3.6277017486946925
ITC3,1.825580758601427
FI19,2.3197146614392596
FI1B,2.7827560591200986
FI1C,2.6703100204467773
DEA1,3.078555323680242
DEA2,2.7838094174861907
DEA3,2.7975411425034205
DEA4,2.6789556562900545
DEA5,3.0195382674535116
DEB1,2.591658251484235
DEB2,2.874536230166753
DEB3,2.789943480491638
DEC0,2.691779148578644
DED2,2.446794950004135
DED4,2.785877220829328
DED5,2.635945711284876
DEE0,2.4468967258930205
DEF0,2.759172049164772
DEG0,2.6865085621674853
DK01,2.739678267637889
DK02,2.8172904094060263
DK03,2.638079147537549
DK04,2.5986552158991496
ES41,1.9364341835180918
ES42,1.5119800648962458
HU23,2.1959778357829367
HU31,2.3228755412357196
HU32,2.281177122394244
HU33,2.340308330456416
IE04,3.3662721276283265
EE00,2.915661263465881
EL30,1.4060292009796416
EL41,1.911049676934878
EL43,1.7035615271223443
EL51,1.5030206578916736
EL52,1.6387719677140316
FI20,2.7602543075879415
FR10,2.2996825248003008
FRB0,2.470410927136739
FRC1,2.6005137880643208
FRC2,2.94958558678627
FRD1,2.6650354504585265
FRD2,2.4686100949843723
FRE1,2.601886240641276
FRE2,2.443398807446162
FRF1,2.916582495967547
NL13,2.5956270595391593
NL21,2.440801493326823
NL22,2.47182719707489
NL23,2.4793701926867167
NL31,2.5337307045857114
NL32,2.6980917329589524
ITG2,1.7271825856218734
ITH1,2.0875250473618507
ITH2,1.5345008621613185
FRI3,2.587249650557836
FRJ1,1.9489473034938176
FRJ2,2.06223490940673
FRK1,2.608410332600276
FRK2,2.4973527053991953
FRL0,1.791767453153928
FRM0,1.9179166163007417
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.7813570141792296
TR32,1.730080317457517
TR33,1.8200493146975836
HR03,2.350905548248972
HR02,2.4260676463445026
HU11,2.3569735011884143
HU12,2.3023585522813454
HU21,2.2570146322250366
HU22,2.2364792560537654
PT16,2.006508276828875
PT17,1.8579214004178841
FRF2,2.6808310707410175
FRF3,2.626371830701828
FRG0,2.481060179074605
FRH0,2.8697152098019916
FRI1,2.2891236513853075
FRI2,2.685807140668233
ITC4,1.5869087735190988
ITF1,1.8953959902127584
ITF2,1.9796378607551257
ITF3,2.270650098224481
ITF4,1.641278360535701
ITF5,1.9332122604052226
ITF6,2.096379968523979
ITG1,1.6918357769648233
LT01,3.3615928729375204
LT02,3.0604569792747496
LU00,2.6933196047941843
PL22,2.8742670714855194
PL41,2.6055546601613364
PL42,3.033960770567258
PT18,1.6537933886051177
PT20,0.0
PT30,0.0
RO11,2.4914670209089915
RO12,2.2213027477264404
RO21,1.7074730341633162
RO22,1.3852139327675104
RO31,1.7000730303426583
RO32,1.663676459590594
ITH3,1.5780484090248743
ITH4,1.7031769288082919
ITH5,1.666667678207159
ITI1,1.963193309626409
ITI2,2.134216731148107
ITI3,1.9601312838494778
ITI4,2.048460436364015
LI00,2.999373369415601
FI1D,2.3124562919139864
TR82,2.5973841389020285
TR83,2.1711505422989528
TR90,2.857523339986801
TRA1,2.8136531710624695
TRA2,2.7648809293905896
PL43,2.501089211801688
PL51,2.6957319815953573
PL52,2.663406671157905
PL61,2.543538737297058
PL62,2.4680849254131316
PL63,2.7384629040956496
PL71,2.787548514207204
PL72,3.17417926688989
PL81,2.8878920217355093
PL82,3.134811053673426
PL84,2.664917935927709
PL91,2.57913223306338
PL92,2.598030896981557
PT11,1.8824569803795643
PT15,1.3230868260065713
TRB1,2.8228269179662067
TRB2,2.887955672506775
TRC1,1.7515854006012281
RS12,2.29873647193114
RS21,2.394849509000778
RS22,2.063212146361669
SE11,2.4430074552694956
SE12,2.365033371249835
NL33,2.5753230144580206
NL34,2.427432431280613
NL41,2.500215635697047
NL42,2.8206053455670674
PL21,3.01849844455719
UKM6,3.9266844051224843
TR22,2.1502241591612496
TRC2,2.033080540996577
TRC3,2.0742132626473904
UKC1,2.741547245780627
UKC2,2.7730420072873434
UKD1,3.186161247889201
UKD3,2.762311788400014
UKD4,3.1117274423440295
UKD6,2.5910238896807036
UKD7,2.8694264541069665
UKE1,2.37786173025767
UKE2,2.9201802253723144
UKE3,2.3521231512228646
RO41,1.5478340292970338
RO42,2.4582004050413766
RS11,2.282143723467986
TR41,2.328252609253728
TR42,2.694998792807261
TR51,1.895137761036555
TR52,1.8168512344360352
TR61,1.5881020228068035
TR62,1.8154630458780698
TR63,1.9020033657550812
TR71,2.020365452892812
TR72,2.130251960030624
TR81,3.295112880071004
UKK1,2.573257659872373
UKK2,2.8395610054334006
UKK3,3.2608925024668376
UKK4,2.758910769224167
UKL1,3.258375939513956
UKL2,2.7758112654089926
UKM5,3.224941196044286
UKM7,3.255508820215861
UKM8,3.6237457752227784
UKM9,3.086135673522949
UKN0,3.069658408562342
SE21,2.7245950659116107
SE22,2.5057853947083157
SE23,2.6046283128360908
SE31,2.3844942172368366
SE32,2.7727075825134913
SE33,2.743094837665558
SI03,2.102780869106452
SI04,2.0184639573097227
SK01,2.0484076460202534
SK02,2.226430263866981
SK03,2.5037296772003175
SK04,2.554489984114965
TR10,2.477163885320936
TR21,1.7455482232783521
UKE4,2.4916670858860015
UKF1,2.285713624954224
UKF2,2.168919814626376
UKF3,2.3397578160677637
UKG1,2.3553716242313385
UKG2,2.4267159869273502
UKG3,2.309422149722065
UKH1,2.384472211201986
UKH2,2.090285427371661
UKH3,2.4630283315976462
UKI3,2.3333333333333335
UKI4,2.3333333333333335
UKI5,2.347393600145976
UKI6,2.4329086085160574
UKI7,2.3213630467653275
UKJ1,2.2728335281213123
UKJ2,2.936296296864748
UKJ3,2.7057178571820257
UKJ4,2.753111171722412
NO09,3.087086445093155
NO0A,3.3753175656000773
NO0B,3.5042024652163186
HR05,2.2455242971579232
HR06,2.11109277009964
NO02,2.9764462570349375
NO06,2.9849804156770308
NO07,2.750232274830341
NO08,2.785528818766276
