nuts,August Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
NL32,0.823601616298159
ITG2,0.12311965251962344
ITH1,0.8130904940267404
ITH2,0.7960486024618149
FRI3,0.5055335263411204
FRJ1,0.3993685970703761
FRJ2,0.5826618940879901
FRK1,0.5876419908056657
FRK2,0.5559642640252908
FRL0,0.26370948761080704
FRM0,0.233608307937781
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.054847826808691026
TR32,0.07819919843847553
TR33,0.1295001612044871
HR03,0.3661971571855247
HR02,0.40866137482225895
HU11,0.5167456815640131
HU12,0.6289069312314193
HU21,0.5073327299207449
HU22,0.6058482353885969
PT16,0.16807019555320343
PT17,0.05836001858115196
FRF2,0.6555527549237012
FRF3,0.6512947579224905
FRG0,0.3703430637717247
FRH0,0.499202277045697
FRI1,0.5318530300632119
FRI2,0.7078116526206334
ITC4,0.5772124554651479
ITF1,0.2811053688327471
ITF2,0.22514277311662834
ITF3,0.20105536791185538
ITF4,0.1992897134895126
ITF5,0.20694486772020657
ITF6,0.2155075477436185
ITG1,0.13014038683225712
LT01,0.8314763108889262
LT02,0.73151535987854
LU00,0.6483908504247665
PL22,0.75682432949543
PL41,0.7799349982912341
PL42,0.7917197325577339
PT18,0.05614764963587125
PT20,0.0
PT30,0.0
RO11,0.6132512025535106
RO12,0.6893988399766385
RO21,0.5406047523021698
RO22,0.36898311531792083
RO31,0.4905372342715661
RO32,0.38998568306366604
ITH3,0.6910716732343037
ITH4,0.68982540940245
ITH5,0.4294642822816968
ITI1,0.29344390506545703
ITI2,0.28905702630678815
ITI3,0.38736461897691093
ITI4,0.23716752901673316
LI00,1.0165491769711177
FI1D,0.8195143491029739
TR82,0.3183764032398661
TR83,0.24795202029248078
TR90,0.7849307935684919
TRA1,0.2948725584894419
TRA2,0.6003826548655827
PL43,0.7545923542231321
PL51,0.8156060224709412
PL52,0.6474488589291771
PL61,0.738441365522643
PL62,0.6073491311321656
PL63,0.8283289430042108
PL71,0.6438442900155982
PL72,0.750118217865626
PL81,0.7113744725162784
PL82,0.8126722688476244
PL84,0.7199381365440786
PL91,0.572874216362834
PL92,0.6115776168803374
PT11,0.3622806945194801
PT15,0.033294647186994555
TRB1,0.049164352100342514
TRB2,0.0888694887359937
TRC1,0.03113131014009317
RS12,0.3754534225910902
RS21,0.5293478983764847
RS22,0.4327836856866876
SE11,0.6655805287261803
SE12,0.8778580511609714
NL33,0.6248511336743832
NL34,0.7694573866824309
NL41,0.7006383262574672
NL42,0.5503798589110375
PL21,0.8533970579504967
UKM6,0.9911064952611923
TR22,0.1378342457426091
TRC2,0.017856478846321504
TRC3,0.02217008297642072
UKC1,0.6175230217476686
UKC2,0.766692399730285
UKD1,0.8925257292886575
UKD3,0.9300392935673396
UKD4,0.8831033845742543
UKD6,0.82453520099322
UKD7,0.8999144290884336
UKE1,0.5231874612470467
UKE2,0.6159209243953228
UKE3,0.7180744767189026
RO41,0.5800231473830839
RO42,0.6118077397346496
RS11,0.35648159459233286
TR41,0.23102666856721044
TR42,0.35537509446342785
TR51,0.1361648879945278
TR52,0.0646055462770164
TR61,0.15001956935351093
TR62,0.16034887252996366
TR63,0.09686247520148754
TR71,0.048437752512594065
TR72,0.1011188220543166
TR81,0.47361073419451716
UKK1,0.6965753734111786
UKK2,0.7670400110383828
UKK3,0.6842194773256779
UKK4,0.6861927570154269
UKL1,0.907399483025074
UKL2,0.7990271681298812
UKM5,0.9165356613695621
UKM7,0.8838219458858172
UKM8,0.8880404755473137
UKM9,0.9062690734863281
UKN0,0.9709727639953295
SE21,0.8843509731193383
SE22,0.9134401875237624
SE23,0.8826633448402087
SE31,0.7827093227456013
SE32,0.8905285944541296
SE33,0.8699787775675456
SI03,0.6017887269457182
SI04,0.6607702189435561
SK01,0.5688831840952238
SK02,0.5909342115124067
SK03,0.7935979521522919
SK04,0.7010742149005333
TR10,0.37791660937170185
TR21,0.16991907581686974
UKE4,0.8025184658666452
UKF1,0.7301916999121507
UKF2,0.7205835734804471
UKF3,0.6525770405928294
UKG1,0.6499802478899558
UKG2,0.7547000996768475
UKG3,0.816888228058815
UKH1,0.6869519611199697
UKH2,0.757574359079202
UKH3,0.657542866965135
UKI3,0.7666666666666667
UKI4,0.7666666666666667
UKI5,0.8066446334123611
UKI6,0.6107773870229721
UKI7,0.7666666696468989
UKJ1,0.8097043202569087
UKJ2,0.6122907290856043
UKJ3,0.7641580459972223
UKJ4,0.62951841528217
NO09,0.6370366472750902
NO0A,1.0363736957311631
NO0B,0.7006608694791794
HR05,0.6271761536598206
HR06,0.6180940529331564
NO02,0.8590270151694616
NO06,1.1040965452790261
NO07,0.9405292619019747
NO08,0.7697860575281084
