nuts,Autumn Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DEA2,2.3645994077126185
DEA3,2.323427774508794
DEA4,2.199648301800092
DEA5,2.5491716424624125
DEB1,2.1309269507726034
DEB2,2.186896135409673
DEB3,2.2152863532304763
DEC0,2.0997650933762393
DED2,2.3098401069641112
DED4,2.425217466553052
DED5,2.166575528184573
DEE0,2.0735945284366606
DEF0,2.3808899879455567
DEG0,2.1831901758909225
DK01,2.3390997141599654
DK02,2.412788784503937
DK03,2.529635763168335
DK04,2.432964234550794
ES41,1.4257029434045156
ES42,1.2838371773560842
HU23,1.7404193560282388
HU31,1.673506811261177
HU32,1.5943043132623036
HU33,1.453545263161262
IE04,3.118643124898275
EE00,2.998443392912547
EL30,0.7594625319043795
EL41,0.8841391565899054
EL43,0.8914713641007741
EL51,1.0562331019590299
EL52,1.3308603852987289
FI20,2.7299554134408632
FR10,1.9202037148177624
FRB0,1.925522514184316
FRC1,2.022126246492068
FRC2,2.393692980209986
FRD1,2.094554591178894
FRD2,2.230651819705963
FRE1,2.189163283507029
FRE2,2.0392864922682445
FRF1,2.3555319050947827
NL13,2.5206618815660478
NL21,2.373067999879519
NL22,2.310338626305262
NL23,2.8841195086638134
NL31,2.483263196547826
NL32,3.361631910999616
ITG2,1.3904925336440404
ITH1,2.0466884647806487
ITH2,2.000248573968808
FRI3,1.7355455607175827
FRJ1,1.5804685349265735
FRJ2,1.8989519874254863
FRK1,2.0255216538906096
FRK2,1.9451267063617705
FRL0,1.3755627057204645
FRM0,1.7029403150081635
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.0205606997013092
TR32,0.921886560600251
TR33,1.0750718275705973
HR03,2.1180232922236124
HR02,2.152485194802284
HU11,1.8575629512468974
HU12,1.69928031253318
HU21,1.7341601918141047
HU22,1.7206899265448252
PT16,1.3673904451231162
PT17,1.1051293363173802
FRF2,2.138619034488996
FRF3,2.2625717063744863
FRG0,1.763599464794
FRH0,1.933139231801033
FRI1,1.9327819352348645
FRI2,2.028919901450475
ITC4,1.6800102869669595
ITF1,2.0151335537433623
ITF2,1.875466462224722
ITF3,2.282618224620819
ITF4,1.3883483390013376
ITF5,1.5258955699702104
ITF6,1.7305358288188775
ITG1,1.459576294819514
LT01,2.2585227633515994
LT02,2.346896028518677
LU00,2.244817384580771
PL22,2.134596583247185
PL41,1.9125865479310353
PL42,1.983623598019282
PT18,0.9871122022469838
PT20,0.0
PT30,0.0
RO11,1.8432430153091748
RO12,1.5734111150105794
RO21,1.5438993001977603
RO22,1.1747721900542578
RO31,1.1017119472225507
RO32,1.0263952958087126
ITH3,1.9985477566719054
ITH4,2.1783398181200027
ITH5,1.8158330887556076
ITI1,1.9217677315076191
ITI2,2.023430060346921
ITI3,1.918305795888106
ITI4,2.059913056095441
LI00,2.8340382893880207
FI1D,2.3759799619515736
TR82,1.787877865632375
TR83,1.6062672724326452
TR90,2.2088217079639434
TRA1,1.4906350093583265
TRA2,1.698469384511312
PL43,1.9164211710294088
PL51,2.141016325354576
PL52,1.958990861972173
PL61,2.0220884839693705
PL62,2.097287029027939
PL63,2.1917073210080464
PL71,1.85961820880572
PL72,2.009909138083458
PL81,1.9488480957224965
PL82,2.102284605552753
PL84,1.846218852698803
PL91,1.9304730519652367
PL92,1.8841944018999734
PT11,1.4969677058358988
PT15,0.9602667668213447
TRB1,1.1995201944063107
TRB2,1.2555178453524907
TRC1,0.9925207207600276
RS12,1.6304878174016872
RS21,1.8394335225224494
RS22,1.4911019310355187
SE11,2.2590017795562742
SE12,2.1319982796907424
NL33,2.8814235548178355
NL34,2.682100659608841
NL41,2.205575260519981
NL42,2.176107232272625
PL21,2.098246137984097
UKM6,3.498144535223643
TR22,1.3040372957785924
TRC2,0.9613319166315099
TRC3,0.8407757950325807
UKC1,2.313128373026848
UKC2,2.3304198130965235
UKD1,2.7622755855321883
UKD3,2.5663517266511917
UKD4,2.526325754324595
UKD6,2.4252991100152332
UKD7,2.670842504501343
UKE1,2.0273606022198996
UKE2,2.3859004855155943
UKE3,2.082997649908066
RO41,1.2779973328113556
RO42,1.5900889605283737
RS11,1.7130293543140094
TR41,1.3567022606730461
TR42,1.813229324668646
TR51,1.2200593486428262
TR52,0.956114266316096
TR61,1.023466006697466
TR62,1.163263171662887
TR63,1.1287588747839132
TR71,1.0557976081967353
TR72,1.4371749008695285
TR81,1.8532771507898966
UKK1,1.785034191608429
UKK2,2.197226482629776
UKK3,2.3845708578825
UKK4,2.1959130202730495
UKL1,2.5596239348252614
UKL2,2.1658885002136232
UKM5,2.679380530118942
UKM7,2.6910492474834125
UKM8,3.2590448200702666
UKM9,2.997932316859563
UKN0,2.6579439202944437
SE21,2.2730809013048807
SE22,2.2974219997723897
SE23,2.47093058625857
SE31,2.1980403204758963
SE32,2.5636610130469006
SE33,2.591243000825246
SI03,2.1409172276655832
SI04,2.2211259325345356
SK01,1.7125743597745895
SK02,1.914674699306488
SK03,2.1896164566278458
SK04,1.827179022381703
TR10,1.7092664182186126
TR21,1.2690501168370247
UKE4,2.344307222465674
UKF1,2.1723797477781774
UKF2,1.739109821120898
UKF3,2.008972604076068
UKG1,1.8007617017875115
UKG2,2.1477993053694564
UKG3,1.82648246884346
UKH1,2.014502642552058
UKH2,1.724909713615974
UKH3,1.929833509027958
UKI3,1.9333333333333333
UKI4,1.9333333333333333
UKI5,1.833553617199262
UKI6,1.8832878485321998
UKI7,1.8223241597414017
UKJ1,1.7045654356479645
UKJ2,2.124365762124459
UKJ3,2.1970038056373595
UKJ4,2.06324504117171
NO09,2.4260111272335054
NO0A,3.4173870225747427
NO0B,3.210570913553238
HR05,2.0452251424392065
HR06,2.040552173058192
NO02,2.5369261731704076
NO06,3.217001136144002
NO07,2.890916419029236
NO08,2.4600864430268605
