nuts,March Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
FRM0,0.5947183787822723
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.5094360652690132
TR32,0.5373231994919478
TR33,0.5619335377899309
HR03,0.6492041480417053
HR02,0.6865765675902367
HU11,0.4582345594962438
HU12,0.5193793976058563
HU21,0.5779095643510421
HU22,0.6329956008121371
PT16,0.5257012813041607
PT17,0.42773720373709995
FRF2,0.8598394799977541
FRF3,0.902750362859418
FRG0,0.7614569691941142
FRH0,0.7939621115724246
FRI1,0.7746213232477506
FRI2,0.7504642732441426
ITC4,0.6370577740172545
ITF1,0.674183458276093
ITF2,0.6195993935068448
ITF3,0.69313761331141
ITF4,0.5547500525911649
ITF5,0.6424998718003432
ITF6,0.7023819128672282
ITG1,0.5219481717795134
LT01,0.6400925346339742
LT02,0.6435257159173489
LU00,0.7920187503099442
PL22,0.9153474150846402
PL41,0.68482643229266
PL42,0.6693474385887385
PT18,0.39575205333530905
PT20,0.0
PT30,0.0
RO11,0.8074950207024812
RO12,0.9250382632017136
RO21,0.896524469430248
RO22,0.5999921941198408
RO31,0.6286686605463425
RO32,0.5929039478302002
ITH3,0.6422454303751389
ITH4,0.8035261203845342
ITH5,0.6041992088158925
ITI1,0.6081945335182051
ITI2,0.7677977286279202
ITI3,0.6918338070313136
ITI4,0.6689897620429596
LI00,0.8001566618680954
FI1D,0.5930984947830439
TR82,0.8632019069666664
TR83,0.9137442280848821
TR90,0.9094499883552393
TRA1,0.6735094775135319
TRA2,0.8833971063296
PL43,0.7010393152634303
PL51,0.9199153306583564
PL52,0.8070744162425398
PL61,0.6438161087532838
PL62,0.6293747718135516
PL63,0.6517589293420315
PL71,0.7966934361184637
PL72,0.704373484539489
PL81,0.6979465700065096
PL82,0.7674393213664492
PL84,0.6664555673797925
PL91,0.6987494808932145
PL92,0.6473591813507179
PT11,0.47674376976986726
PT15,0.389935469130675
TRB1,0.6348519320910175
TRB2,0.6834520628054936
TRC1,0.5624439823751648
RS12,0.6338614694774151
RS21,0.71207242111365
RS22,0.7599967827399572
SE11,0.5050603058189154
SE12,0.567084711479644
NL33,0.6488095780213674
NL34,0.6474683972696463
NL41,0.5517249550670386
NL42,0.5730256510277589
PL21,0.8719400440653166
UKM6,0.9748631882791717
TR22,0.5270014625353118
TRC2,0.49716326979299386
TRC3,0.5532539894183477
UKC1,0.7239700784285863
UKC2,0.7874541865040858
UKD1,0.7939925372600556
UKD3,0.837079102297624
UKD4,0.8167846870919069
UKD6,0.7902299364407858
UKD7,0.7628613911569119
UKE1,0.6336490930368502
UKE2,0.6800138965249062
UKE3,0.5943682104349136
RO41,0.678098509957393
RO42,0.8077454661329587
RS11,0.5973207257688046
TR41,0.7156613271373014
TR42,0.9389273633559545
TR51,0.6723835722543299
TR52,0.6074270558853944
TR61,0.5192150373011828
TR62,0.6758159469813109
TR63,0.7053813134630521
TR71,0.7808096242447694
TR72,0.7587029669278612
TR81,0.8899906383206447
UKK1,0.6109780396024386
UKK2,0.6041181308527788
UKK3,0.7807676454385122
UKK4,0.6516190723826488
UKL1,0.7773695093890031
UKL2,0.7342866911242406
UKM5,0.9360526154438654
UKM7,0.8611963912844658
UKM8,0.8112223034103712
UKM9,0.7733707688748837
UKN0,0.8047008788834016
SE21,0.6078402750814954
SE22,0.5402803684274355
SE23,0.5589830220676959
SE31,0.6278649770654738
SE32,0.6450870178639889
SE33,0.6773488786071539
SI03,0.7069815481702487
SI04,0.754429108897845
SK01,0.6542114516099294
SK02,0.7481494532277186
SK03,0.6916254551460346
SK04,0.6591570296635231
TR10,0.6065750468522311
TR21,0.5252863579119246
UKE4,0.6618588318427404
UKF1,0.6614455205698808
UKF2,0.6377448691676061
UKF3,0.6331193784872691
UKG1,0.6957827950517337
UKG2,0.7908455779155096
UKG3,0.7222537269194921
UKH1,0.6530624061822892
UKH2,0.6285520667831103
UKH3,0.690795129040877
UKI3,0.6833333333333333
UKI4,0.6833333333333333
UKI5,0.7066079323490461
UKI6,0.5947326694925626
UKI7,0.6776758362849553
UKJ1,0.5863042180736859
UKJ2,0.6697533912956715
UKJ3,0.6336032904684543
UKJ4,0.6331625574578842
NO09,0.7755567125976086
NO0A,0.903173917842408
NO0B,0.9661860252420108
HR05,0.7109948962926864
HR06,0.6516925406331817
NO02,0.5975694688037038
NO06,0.8152325981607039
NO07,0.9415238020631175
NO08,0.6189088945587476
