nuts,March Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.7808128381768863
DE60,0.6212539876500766
DE71,0.7274452621738116
DE72,0.741541267434756
DE73,0.7176500773678224
DE80,0.6451804643186431
DE91,0.7369160326818626
BG41,0.6571964881072442
BG42,0.648674773486952
CH01,0.7825669877231121
AT32,0.9451252646744251
AT33,0.8844990832731128
AT34,0.6428885877132415
BE10,0.658176863193512
BE23,0.6648060416181882
BE24,0.741823127369086
BE25,0.6402297968665759
BE31,0.6624861468871435
BE32,0.7936608244975408
BE33,0.8612808207670848
BE34,0.9245430670678616
BE35,0.888700130333503
BG31,0.6192176782836517
BG32,0.5679632535825173
BG33,0.613732258665065
BG34,0.5029262920841575
DE92,0.7715751186013222
DE93,0.6183541307846705
DE94,0.6621483610322078
CZ07,0.8184388931219776
CZ08,0.8490850143134594
AL01,0.7514128478243947
AL02,0.6297630084057649
AL03,0.688108292222023
AT11,0.581821832433343
AT12,0.6993920132517815
AT13,0.5007300893465678
AT21,0.7966720018535852
AT22,0.8291704634825389
AT31,0.8224760677665472
DK05,0.3989736668765545
BE21,0.5377958829204241
BE22,0.7195617911716302
ES43,0.4730715810631712
ES51,0.5251533863445123
ES52,0.3106522190074126
ES53,0.3378800651679436
ES61,0.473428234225139
ES62,0.35583853187660375
ES63,0.4776959160963694
ES64,0.4
CH02,0.8245393598452211
CH03,0.89981027841568
CH04,0.8366288046042124
CH05,0.7404117312282323
CH06,0.7233960628509521
CH07,0.8873636017243067
CY00,0.3481026797244946
CZ01,0.8871956566969553
CZ02,0.8093576490879059
CZ03,0.8396585623423258
CZ04,0.8105778232216835
CZ05,0.8817765222241482
CZ06,0.7794598673780759
DE40,0.7325707064941526
EL53,0.661453585450848
EL54,0.6526778193811575
EL61,0.6151026098678509
EL62,0.5970865026116371
EL63,0.6763263317445914
ES70,0.10002060135205587
ITC1,0.6485824973632892
ITC2,0.7779638114074866
DE11,0.6962363414466382
DE12,0.710583969205618
DE13,0.8153454372038443
DE14,0.8097289780775706
DE21,0.7295037940144539
DE22,0.740190613269806
DE23,0.6303153274580836
DE24,0.7221575157095989
DE25,0.6927276648581028
DE26,0.775849814961354
DE27,0.7085931429018577
DE30,0.6623340025544167
EL42,0.4327292066377898
LV00,0.7577228464807073
ME00,0.7422468998779853
MK00,0.5886962459112207
MT00,0.2584253758192062
NL11,0.6974691241979599
NL12,0.66213818701605
EL64,0.6342910399039586
EL65,0.5657130382334192
ES11,0.6033046140335501
ES12,0.7583049066364765
ES13,0.9067062724381685
ES21,0.8516087897121907
ES22,0.6921415148923794
ES23,0.6554170055935781
ES24,0.48770208650579056
ES30,0.5421248997251192
IE05,0.8342928870891532
IE06,0.661867390324672
IS00,1.0246240516503653
ITC3,0.5776732196410497
FI19,0.5998014089961846
FI1B,0.5134569791456064
FI1C,0.570947655538718
DEA1,0.6188864255944888
DEA2,0.6749419197440147
DEA3,0.5294381128003199
DEA4,0.7541928514838219
DEA5,0.7590427403648694
DEB1,0.7719022482012708
DEB2,0.7412367083132267
DEB3,0.7848175600171089
DEC0,0.8275523811578751
DED2,0.9404970402518908
DED4,0.8787610948085784
DED5,0.7728019366661708
DEE0,0.5726408508916696
DEF0,0.6081746153533458
DEG0,0.7833364317193627
DK01,0.6548703794678052
DK02,0.5565586615974705
DK03,0.5171076474711299
DK04,0.46762093851963676
ES41,0.5500282854152222
ES42,0.5304008593472341
HU23,0.5554573925832907
HU31,0.5614688937862714
HU32,0.604234489115576
HU33,0.562227442363898
IE04,0.9034537869195144
EE00,0.6663801324398567
EL30,0.4614136217782895
EL41,0.5201685424894095
EL43,0.5019617506613334
EL51,0.502484449185431
EL52,0.5509084523345034
FI20,0.4450821548700333
FR10,0.7882946049173672
FRB0,0.8527803549543023
FRC1,0.7926452860236168
FRC2,0.8260155702630679
FRD1,0.7233956883351008
FRD2,0.7047418106968204
FRE1,0.7129320171972116
FRE2,0.7810511156916619
FRF1,0.8322517767548561
NL13,0.6973084519306819
NL21,0.6236244613925616
NL22,0.5821098749836285
NL23,0.699912312378486
NL31,0.6249298681815465
NL32,0.6834996658066909
ITG2,0.508393363468349
ITH1,0.7860527427246173
ITH2,0.6782857996722063
FRI3,0.7912214021819334
FRJ1,0.6261656485808392
FRJ2,0.8182897331813971
FRK1,0.8516069817046324
FRK2,0.7661734352509181
FRL0,0.49047413108249505
