nuts,November Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
ITI2,0.7933530653516452
ITI3,0.6510801129663984
ITI4,0.9113920573145151
LI00,0.5167841623226802
FI1D,0.9581694092734584
TR82,0.6113966366276145
TR83,0.49389755601684254
TR90,0.8455450976888339
TRA1,0.6606186702847481
TRA2,0.5176232983668645
PL43,0.7173715097208818
PL51,0.7617831184218328
PL52,0.6782712824642658
PL61,0.7263368610292673
PL62,0.7692081448932488
PL63,0.8490913265074292
PL71,0.6883865809688966
PL72,0.768824011956652
PL81,0.8268684066832066
PL82,0.7999085951596498
PL84,0.7098855087533593
PL91,0.7471281349925059
PL92,0.7129923882228988
PT11,0.5832891541222731
PT15,0.40883139467665125
TRB1,0.5285842046141624
TRB2,0.5058103387554487
TRC1,0.4510365314781666
RS12,0.7452640268951655
RS21,0.7262696581582229
RS22,0.7127435916502561
SE11,1.0769088783611853
SE12,0.7825209674735863
NL33,0.9659351855516434
NL34,0.916195115695397
NL41,0.7417525901148717
NL42,0.8257484224935373
PL21,0.9822811864937345
UKM6,1.186381529768308
TR22,0.6430500919620196
TRC2,0.41866242631028094
TRC3,0.41308034683267275
UKC1,0.7838329873979092
UKC2,0.8249478079378605
UKD1,0.9478680407007535
UKD3,0.8672960303723812
UKD4,1.0166223747034868
UKD6,0.7306952471534411
UKD7,0.8914532964428266
UKE1,0.909771287937959
UKE2,0.7395067602396012
UKE3,0.6155447666843732
RO41,0.6640594097053898
RO42,0.7511020928754338
RS11,0.592295341193676
TR41,0.5915835836281379
TR42,0.7624454291537404
TR51,0.45468774540349843
TR52,0.373924682661891
TR61,0.39858719271918136
TR62,0.4557888627362748
TR63,0.49921671620437075
TR71,0.45714915096759795
TR72,0.5610377923585474
TR81,0.8150903423627217
UKK1,0.6744344710061948
UKK2,0.9101652742496559
UKK3,1.1496966327230136
UKK4,0.9597840492924055
UKL1,0.9347978800535202
UKL2,0.7619732484221459
UKM5,0.9833669721015862
UKM7,0.9948959370454152
UKM8,1.1379635870456695
UKM9,1.1004443562279145
UKN0,1.0933559722577533
SE21,0.8974848657048174
SE22,0.9246965859617505
SE23,0.8377787491306663
SE31,0.8774344036976497
SE32,0.9249216374009848
SE33,0.9792124989132086
SI03,0.7992139464865128
SI04,0.7871727392077446
SK01,0.8508458850639207
SK02,0.8468206451584895
SK03,0.7668138744930426
SK04,0.7945326281090578
TR10,0.7098140146583318
TR21,0.554439614713192
UKE4,0.6742367553214232
UKF1,0.6106447822103898
UKF2,0.6479509526242813
UKF3,0.7632844840486844
UKG1,0.5440544813871384
UKG2,0.6913339835902055
UKG3,0.5828256032296589
UKH1,0.7968826865156492
UKH2,0.6525317781737873
UKH3,0.7294172912836074
UKI3,0.75
UKI4,0.75
UKI5,0.7346917519966761
UKI6,0.8611566230654717
UKI7,0.7264089265039989
UKJ1,0.6828208435326815
UKJ2,0.8769910340862614
UKJ3,0.9125007881915995
UKJ4,0.8333757850031058
NO09,1.0574067693336733
NO0A,1.212017253839544
NO0B,1.337777670721213
HR05,0.9166546513636907
HR06,0.8647141312559445
NO02,0.9724089846014976
NO06,1.0533079363405704
NO07,0.9297527690728505
NO08,0.9767378826004763
