nuts,February Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.7340572317441304
DE60,0.6945213009913762
DE71,0.7175452233602603
DE72,0.7953579962253571
DE73,0.9435291573405266
DE80,0.7597225356847048
DE91,0.8055302115778128
BG41,0.7827917194614807
BG42,0.4836603921527664
CH01,0.8858174057056506
AT32,1.0788052702943485
AT33,0.9680280613402525
AT34,0.8711537045737108
BE10,0.6921807408332825
BE23,0.6465242681403954
BE24,0.8306524184842904
BE25,0.5693160980939865
BE31,0.8457418968280156
BE32,0.8266801291455825
BE33,0.9988482750952243
BE34,0.7584483616054059
BE35,0.8527669041107099
BG31,0.8290031020219127
BG32,0.7748086574176948
BG33,0.6784835496917367
BG34,0.554592468837897
DE92,0.765486687173446
DE93,0.7356200074777007
DE94,0.7535451139012973
CZ07,0.9937212539215883
CZ08,1.1014918932070334
AL01,1.007818188269933
AL02,0.8534454093625148
AL03,0.8241892627129952
AT11,0.7541603247324625
AT12,0.8867244372765223
AT13,0.8747769186894099
AT21,0.760339246938626
AT22,0.9005948246767124
AT31,1.0654782664651672
DK05,0.6593234946330389
BE21,0.6211230278015136
BE22,0.907817205786705
ES43,0.6010150599914292
ES51,0.5043996183822552
ES52,0.2804486468434334
ES53,0.31313498839735987
ES61,0.4689993419063588
ES62,0.17381213388095298
ES63,0.3776257594426473
ES64,0.2
CH02,0.8936131587252021
CH03,0.833333336810271
CH04,0.844985440125068
CH05,0.8127439059317112
CH06,0.9209933282186588
CH07,0.8998341682056586
CY00,0.4310430676986774
CZ01,0.6862212012211482
CZ02,0.7589372398952643
CZ03,0.812753181407849
CZ04,0.7729131824647387
CZ05,0.7873421600709359
CZ06,0.8502697962025801
DE40,0.7650584367724756
EL53,0.7975925450523694
EL54,0.9442241169512272
EL61,0.7528236319621404
EL62,0.9182130555311839
EL63,0.9302904608969887
ES70,0.050040805339813234
ITC1,0.6035710726864636
ITC2,0.6532178739706676
DE11,0.7092168207590779
DE12,0.6041023369878531
DE13,0.7865956395864486
DE14,0.862527858093381
DE21,0.8662392381578684
DE22,0.6472885593151053
DE23,0.5726091377437115
DE24,0.6075616870075464
DE25,0.6410388479630152
DE26,0.6548865785201391
DE27,0.8450816991428535
DE30,0.8208096126715342
EL42,0.5871399020155271
LV00,0.6123881804446379
ME00,1.0626102680961291
MK00,0.8183751960595449
MT00,0.5665351783235868
NL11,0.6912649842600028
NL12,0.6905061428745588
EL64,0.6036137738575538
EL65,0.5687252334629496
ES11,0.8959804615626733
ES12,0.8867766665915648
ES13,0.9421213294068972
ES21,0.9065225960065921
ES22,0.8028906085838874
ES23,0.7099052535990874
ES24,0.5495885700608293
ES30,0.5870415702462196
IE05,0.8957455171272158
IE06,0.8426081483562787
IS00,1.1257033097247282
ITC3,0.5734931631634633
FI19,0.6108490232999126
FI1B,0.6480150572334726
FI1C,0.6647788070142269
DEA1,0.8486747269829115
DEA2,1.022030690809091
DEA3,0.8311897245546181
DEA4,0.842960720260938
DEA5,1.0279403400917848
DEB1,0.8585011430705587
DEB2,0.7032189247508843
DEB3,0.7352806123594443
DEC0,0.7337108852962653
DED2,0.8699145957827568
DED4,0.954193464666605
DED5,0.980189377317826
DEE0,0.8276258908212185
DEF0,0.7100260280072689
DEG0,0.7632390950495999
DK01,0.7643702742954095
DK02,0.7212405916924278
DK03,0.6645476125180722
DK04,0.7553216073041161
ES41,0.6909465258009732
ES42,0.4944348407909274
HU23,0.904900257786115
HU31,0.8534258836259444
HU32,0.820773382174472
HU33,0.9458383699258168
IE04,1.0166563933094344
EE00,0.6853719668307652
EL30,0.40768939567108947
EL41,0.571888967230916
EL43,0.5439330241332452
EL51,0.5043436082080006
EL52,0.5426788003494342
FI20,0.7375786295781533
FR10,0.5961614659676949
FRB0,0.6522722288966178
FRC1,0.995534015322725
FRC2,0.8379648377497991
FRD1,0.6129843580226103
FRD2,0.6409155277535319
FRE1,0.8203391786664724
FRE2,0.6878948098048567
FRF1,0.7479078686485688
NL13,0.7579674333333969
NL21,0.7507460534572601
NL22,0.850817313666145
NL23,0.7151804866890112
NL31,0.7797393689552943
NL32,0.7913167126476764
ITG2,0.5233806961526474
ITH1,0.7032235172887643
ITH2,0.5838231315215429
FRI3,0.6880010678432882
FRJ1,0.630446819961071
FRJ2,0.7820805328587691
FRK1,0.9359919497122368
FRK2,0.8966305817166964
FRL0,0.5812520163444181
FRM0,0.5304511504868666
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.674339021742344
TR32,0.6895289337883393
TR33,0.7252594222625096
HR03,0.8046701726814111
HR02,0.8197891301165025
HU11,0.8001975357532501
HU12,0.8268806803971529
HU21,0.8259292231872678
HU22,0.7419877912228307
PT16,0.6892273507080973
PT17,0.7332266439994176
FRF2,0.7566090419578055
FRF3,0.7154180138061444
FRG0,0.5200307807264228
FRH0,0.6450976570136845
FRI1,0.8875064011042316
FRI2,0.8044047099848588
ITC4,0.5940995355447133
ITF1,0.598653956502676
ITF2,0.6231676855434974
ITF3,0.8192417824019989
ITF4,0.7155795579776167
ITF5,0.7151172652840614
ITF6,0.7205118214090666
ITG1,0.6130618615696828
LT01,0.8775734016671777
LT02,0.7288803581148386
LU00,0.8053592704236507
PL22,1.003284099449714
PL41,0.78528339539965
PL42,0.8364898244539897
PT18,0.6888453412801028
PT20,0.0
PT30,0.0
RO11,0.9364468308786551
RO12,1.0100219867502649
RO21,0.9253081269562244
RO22,0.6799064833670855
RO31,0.7195016403061648
RO32,0.6500571434696515
ITH3,0.546470023257037
ITH4,0.7553972793122132
ITH5,0.5432891715317965
ITI1,0.6472656650468707
ITI2,0.8527262222021819
ITI3,0.7123162632187208
ITI4,0.7915110470106205
LI00,1.1494908720254897
FI1D,0.7131322654585044
TR82,0.8977432558933894
TR83,0.8463162052134673
TR90,0.9305881972114245
TRA1,0.9208082478493452
TRA2,0.7498086720705033
PL43,0.7695709289362033
PL51,0.8598361920565367
PL52,0.8913310623417298
PL61,0.9040629481275876
PL62,0.912799294044574
PL63,1.0280438873916864
PL71,0.8412729637697339
PL72,0.9108283020555973
PL81,1.0695794343948364
PL82,1.0527735953529676
PL84,1.0801683808366458
PL91,0.8484549688796202
PL92,0.8061784420472881
PT11,0.7718862539157272
PT15,0.4830926237006982
TRB1,0.8705685876309872
TRB2,0.8390460004409154
TRC1,0.7368174041310946
RS12,0.7429908314098914
RS21,0.943125982178996
RS22,0.9790441453456878
SE11,0.7305883441120387
SE12,0.6231179080282648
NL33,0.7822545076409976
NL34,0.8023644000291824
NL41,0.725512724618117
NL42,0.8111801169812679
PL21,1.1199702159812053
UKM6,1.0048549036184946
TR22,0.7575767231484254
TRC2,0.6836340760812163
TRC3,0.6017217134435972
UKC1,0.8739082346359889
UKC2,0.871419257670641
UKD1,0.8983544203142325
UKD3,0.6928418718278408
UKD4,0.8805315220107635
UKD6,0.7544521237413089
UKD7,0.8663833466668923
UKE1,0.6443183732529482
UKE2,0.9871616502602895
UKE3,0.6998569962879022
RO41,0.8164007555382947
RO42,0.8519063010811806
RS11,0.9650920281807581
TR41,0.707731161142389
TR42,0.9266957973440488
TR51,0.6501908348252375
TR52,0.5750532309214275
TR61,0.6543977473241588
TR62,0.692353822880735
TR63,0.8138473022108277
TR71,0.7590580517736574
TR72,0.7764147431900104
TR81,1.0394420410195986
UKK1,0.6524259898811579
UKK2,0.7694808311760426
UKK3,0.9028669141232968
UKK4,0.9137442839642366
UKL1,0.880010016510884
UKL2,0.7497957622011503
UKM5,0.8799225561320781
UKM7,1.0003734291841586
UKM8,1.0738580067952475
