nuts,September Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.690643631418546
DE60,0.7712537268797557
DE71,0.777880830814441
DE72,0.8212811556955179
DE73,0.8171301994472742
DE80,0.717133213331302
DE91,0.8375744983553887
BG41,0.5113537500922879
BG42,0.4185893322030703
CH01,0.8165201120078563
AT32,1.0226884788523118
AT33,0.8918248831604918
AT34,0.9333776811758677
BE10,0.8416890194018681
BE23,0.7069515183568
BE24,0.830279886474212
BE25,0.6384653148551782
BE31,0.6664228240648905
BE32,0.7599630186955134
BE33,0.8864152754346529
BE34,0.7182359589884678
BE35,0.7264230065047741
BG31,0.45946161889781556
BG32,0.3685809232915441
BG33,0.3319443569208185
BG34,0.35924323375026385
DE92,0.8888395767038068
DE93,0.7359743252396583
DE94,0.9271691190699737
CZ07,0.7699172381311655
CZ08,0.7855256471782923
AL01,0.6150620654846232
AL02,0.4721629027277231
AL03,0.43696373930821814
AT11,0.696998960028092
AT12,0.7448223280409972
AT13,0.7585158566633861
AT21,0.8292723265786965
AT22,1.002158105870088
AT31,0.9910471356784304
DK05,0.7589361074070136
BE21,0.8617514448861281
BE22,0.847553821404775
ES43,0.14982041878004868
ES51,0.5771345112783214
ES52,0.486265947856009
ES53,0.27336731913189094
ES61,0.1774363326219221
ES62,0.25166232250630854
ES63,0.11109941999117533
ES64,0.16666666666666666
CH02,0.8344213150441646
CH03,0.8763789097468059
CH04,0.7891237499813238
CH05,0.8007564127445221
CH06,0.7599212408065796
CH07,0.6817234233021736
CY00,0.063019784912467
CZ01,0.6930757999420166
CZ02,0.8402179716775815
CZ03,0.8842234919468562
CZ04,0.8701816563184063
CZ05,0.8955450862025222
CZ06,0.7542833882073562
DE40,0.7226400588949521
EL53,0.39826521227757133
EL54,0.4126799913744132
EL61,0.2756474632769823
EL62,0.3708347105731567
EL63,0.37616995070129633
ES70,0.03333333333333333
ITC1,0.5217941345957419
ITC2,0.6332536436617374
DE11,0.9006775069981814
DE12,0.798646088441213
DE13,0.8434544675673048
DE14,0.8329887208839257
DE21,0.7562925962110361
DE22,0.8650690181801717
DE23,0.8315630912780761
DE24,0.8673969402909278
DE25,0.7602735036363204
DE26,0.8447483548273643
DE27,0.7906075477600097
DE30,0.7493602380156517
EL42,0.07876215058689316
LV00,0.9120266725619633
ME00,0.5297890536487102
MK00,0.4712170747419198
MT00,0.2582149957617124
NL11,0.9159129073222478
NL12,1.139145085712274
EL64,0.2322821709016959
EL65,0.17989394068717957
ES11,0.2825337342917919
ES12,0.36468668722858033
ES13,0.3363419186323881
ES21,0.5066312979906797
ES22,0.4179251791288455
ES23,0.33639777861535547
ES24,0.37364333495497704
