nuts,February Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.8830998507993562
DE60,0.8037478423544339
DE71,0.766929142177105
DE72,0.6531424607549395
DE73,0.6887611581810883
DE80,0.9810661617666483
DE91,0.8447972989330689
BG41,0.5931971190497279
BG42,0.5450695636992653
CH01,0.867389549439152
AT32,0.91487854413156
AT33,0.8726507229109605
AT34,0.8068872690200806
BE10,0.7164431576927502
BE23,0.8855016375581424
BE24,0.8140453465282917
BE25,0.7047856144607068
BE31,0.683233579993248
BE32,0.6594656037787596
BE33,0.7771378075083096
BE34,0.7150667178134124
BE35,0.7383717517058055
BG31,0.5120534573992094
BG32,0.5258824083333214
BG33,0.598910575794677
BG34,0.4884387247264385
DE92,0.8602069944941572
DE93,0.7935878828034869
DE94,0.8880261782822865
CZ07,0.7655984274422128
CZ08,0.9537420739730199
AL01,0.8464900014301141
AL02,0.6939968558649222
AL03,0.702149533542494
AT11,0.6379787497222423
AT12,0.7279539080957572
AT13,0.7002433627843857
AT21,0.8160761025335107
AT22,0.7379305663208167
AT31,0.8846244016396148
DK05,0.7512400908395648
BE21,0.8953102215060166
BE22,0.7530536805944783
ES43,0.5568740672232317
ES51,0.6373399909585714
ES52,0.41995599018409846
ES53,0.3550660777837038
ES61,0.3868457862641662
ES62,0.2541058111314972
ES63,0.5108187546332678
ES64,0.3333333333333333
CH02,0.854444291566809
CH03,0.7931654517139707
CH04,0.8445090701182684
CH05,0.8664708980359137
CH06,0.8460014510899783
CH07,0.8327268001933893
CY00,0.4036121852695942
CZ01,0.5534447034200033
CZ02,0.7832592016706864
CZ03,0.727053667480747
CZ04,0.7484148491173983
CZ05,0.7889834155639013
CZ06,0.7932980872690678
DE40,0.8783332590013743
EL53,0.6428606723745663
EL54,0.7246793759986758
EL61,0.5351438636581103
EL62,0.7954971333344777
EL63,0.6684379358110684
ES70,0.0982797805752073
ITC1,0.7203167308121919
ITC2,0.7157003204027812
DE11,0.7379984827091296
DE12,0.743179157997171
DE13,0.9088710406174262
DE14,0.9223041951656341
DE21,0.9111570922657848
DE22,0.7518921096498767
DE23,0.656696742400527
DE24,0.662169813577618
DE25,0.7207296349108219
DE26,0.6870618103692929
DE27,0.9033286954586704
DE30,0.7792373726765315
EL42,0.5951462786644697
LV00,0.7630804801980654
ME00,0.8849487065027157
MK00,0.6243678325787186
MT00,0.3083727757136027
NL11,0.7448451908926169
NL12,0.7730813601187297
EL64,0.6533763740211725
EL65,0.5174983287851016
ES11,0.6808156815047065
ES12,0.7988062113789576
ES13,0.7238760109990835
ES21,0.8434272713959217
ES22,0.7279624432325363
ES23,0.6992883851130803
ES24,0.5047244510923823
ES30,0.5774187132716179
IE05,0.8789003020773332
IE06,0.8097548133383194
IS00,1.1266683787107468
ITC3,0.6651396416127682
FI19,0.5922602374106646
FI1B,0.7263440846775969
FI1C,0.6514259152380484
DEA1,0.7450772852947315
DEA2,0.8086692559133682
DEA3,0.7953796109982899
DEA4,0.8165455221065453
DEA5,0.8135629036774238
DEB1,0.7390307794724192
DEB2,0.6975546091794967
DEB3,0.8205495314051707
DEC0,0.7556491805506604
DED2,0.8094336304015347
DED4,0.6909655159605401
DED5,0.8348218676234994
DEE0,0.8632776714861393
DEF0,0.7129972705617547
DEG0,0.7538370713591576
DK01,0.8446044976512591
DK02,0.7693556947012742
DK03,0.6746321246648829
DK04,0.7436907928436994
ES41,0.6832678179655757
ES42,0.5700643468881026
HU23,0.8781502911200126
HU31,0.954155158624053
HU32,1.0562190509933447
HU33,0.9382050807277361
IE04,0.9323966963837544
EE00,0.6649617118140062
EL30,0.4944534972310066
EL41,0.7298302357750279
EL43,0.5758984842648108
EL51,0.5405325118452311
EL52,0.5512428933133682
FI20,0.7795812267810106
FR10,0.6529469331061202
FRB0,0.7296327240765095
FRC1,0.9094161218342681
FRC2,0.8959532370169957
FRD1,0.6891536876559258
FRD2,0.678254150847594
FRE1,0.6602711588144302
FRE2,0.6061719835602811
FRF1,0.918280473777226
NL13,0.7726086924473444
NL21,0.811489745726188
NL22,0.7198103576898575
NL23,0.815399154027303
NL31,0.7665264179309209
NL32,0.786018356308341
ITG2,0.5942993679394325
ITH1,0.9071281087983932
ITH2,0.6774996648232142
FRI3,0.6423643076171478
FRJ1,0.6886025838819998
FRJ2,0.6494252822761025
FRK1,0.9171428355077903
FRK2,0.8456820925076802
FRL0,0.6089321381102005
FRM0,0.7341907491286596
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.6219194668034712
TR32,0.5531493489940961
TR33,0.5961247297314306
HR03,0.8429724972695112
HR02,0.7961671433544585
HU11,1.1828592330217362
HU12,1.0116040815909704
HU21,0.8928211972117424
HU22,0.67853414931645
PT16,0.6443118679026762
PT17,0.5306615692873796
FRF2,0.8200989075005054
FRF3,0.7851106578484177
FRG0,0.6371548418576519
FRH0,0.7676403718069196
FRI1,0.6492143095160524
FRI2,0.7508850837392467
ITC4,0.7133044549574454
ITF1,0.7432368710637093
ITF2,0.8413712034622828
ITF3,0.8396693078180154
ITF4,0.6245266775290171
ITF5,0.7632514551281929
ITF6,0.7523856108387311
ITG1,0.5749105537931124
LT01,1.0049113140308432
LT02,0.9200824348876874
LU00,0.7159872492154439
PL22,1.034387797365586
PL41,0.8524680783972144
PL42,0.9546987424294154
PT18,0.5658126189062993
PT20,0.0
PT30,0.0
RO11,0.9145715319152389
RO12,0.7676948730212947
RO21,0.8712501713074744
RO22,0.4104802385593454
RO31,0.5408905531590184
RO32,0.4392712605496248
ITH3,0.6351039486626784
ITH4,0.673090347647667
ITH5,0.6385617651045322
ITI1,0.7082022487496337
ITI2,0.7883430436253548
ITI3,0.7066335286945105
ITI4,0.8156851484129827
LI00,0.9334116637706756
FI1D,0.6042485126604636
TR82,0.7447465556363265
TR83,0.7277071050057808
TR90,0.864734176484247
TRA1,0.7681419539398381
TRA2,0.8492984573046366
PL43,0.7568422052344042
PL51,0.9037437909282744
PL52,0.8638291318368699
PL61,0.8743350421388943
PL62,0.7728906659409404
PL63,0.9700732587526242
PL71,0.8960025399923325
PL72,0.9166426494717598
PL81,1.0696962413910245
PL82,1.2056222868462403
PL84,1.1792906998967132
PL91,0.8835508243491252
PL92,0.9644365500037869
PT11,0.6972327907880147
PT15,0.4437240576992432
TRB1,0.730025095066854
TRB2,0.5653086565434933
TRC1,0.47738653905689715
RS12,0.7349193220337232
RS21,0.8272493523856004
RS22,0.7213432033546269
SE11,0.649553282186389
SE12,0.7355016572866588
NL33,0.7448450459965638
NL34,0.7915676419933637
NL41,0.7715322744101286
NL42,0.8281620698670547
PL21,0.9968959270666043
UKM6,1.0485128566622735
TR22,0.7938070516412457
TRC2,0.540808058778445
TRC3,0.5710430334011714
UKC1,0.8171255220969518
UKC2,0.836537877363818
UKD1,0.7938393595229302
UKD3,0.6929409189948014
UKD4,0.7338795582098621
UKD6,0.7404596017939704
UKD7,0.8174680077603885
UKE1,0.70565614849329
UKE2,0.7518445496757825
UKE3,0.6913738049566746
RO41,0.6202863210812211
RO42,0.8448805587987105
RS11,0.799591116341097
TR41,0.7337090699002147
TR42,0.8485512589769704
TR51,0.6555026466647784
TR52,0.620802863376836
TR61,0.5842528063183029
TR62,0.6060778325734039
TR63,0.5840276526952428
TR71,0.7134145807275283
TR72,0.7043197516884122
TR81,0.976378256721156
UKK1,0.6294884557525317
UKK2,0.7324671837190787
UKK3,0.9915232832233111
UKK4,0.7724045102794965
UKL1,0.8629356175661087
UKL2,0.7105122696608305
UKM5,0.9058983651921153
UKM7,0.8719277756909529
UKM8,0.8856136245386941
UKM9,0.8936543194577098
UKN0,0.8809127915384514
SE21,0.7133037281533082
SE22,0.7566898785531521
SE23,0.6859145673612753
SE31,0.6742672054762286
SE32,0.7524434114495914
SE33,0.7237664241343736
SI03,0.7769486020718303
SI04,0.747267894712942
SK01,0.6730204659203688
SK02,0.7330985143780708
SK03,0.88305072846512
SK04,0.9292153606812159
TR10,0.8865378245711326
