nuts,Annual Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,9.037954727808634
DE60,9.263797251383464
DE71,8.804908029238383
DE72,8.564972798029581
DE73,9.034920612970987
DE80,8.283435360590618
DE91,9.1500603834788
BG41,7.165569647153219
BG42,6.17978146870931
CH01,10.356657123565673
AT32,10.927047967910767
AT33,10.879760265350342
AT34,10.882215817769369
BE10,8.408042748769125
BE23,8.58344751993815
BE24,8.467083883285522
BE25,8.533152731259664
BE31,8.691439485549926
BE32,8.712884640693664
BE33,9.58653047879537
BE34,9.576966476440429
BE35,9.05742875734965
BG31,6.541307063897451
BG32,6.059023412068685
BG33,5.9154675006866455
BG34,5.646927356719971
DE92,9.112976964314779
DE93,8.966088453928629
DE94,9.424174801508586
CZ07,8.668400001525878
CZ08,9.348116032282512
AL01,7.537231087684631
AL02,6.901731578509013
AL03,6.47016503016154
AT11,7.502172565460205
AT12,8.514631986618042
AT13,7.631345756848654
AT21,9.006148783365886
AT22,9.791382694244385
AT31,10.007694641749064
DK05,8.31951510111491
BE21,8.627266526222229
BE22,8.91462374528249
ES43,4.404565946261088
ES51,5.592994594573975
ES52,3.4351066291332244
ES53,3.513618818918864
ES61,3.856165015697479
ES62,2.9980592330296836
ES63,4.110467998186747
ES64,2.6333333333333333
CH02,10.90551503499349
CH03,11.017125209172567
CH04,10.362663920720419
CH05,10.130318705240885
CH06,10.993269697825115
CH07,8.928204544385274
CY00,2.997163790464401
CZ01,7.894224301973979
CZ02,8.103647406895956
CZ03,9.075803470611572
CZ04,8.745218324661256
CZ05,8.826512336730957
CZ06,7.55549951394399
DE40,7.6076693375905355
EL53,5.708624188105265
EL54,6.505626225471497
EL61,5.228452881177266
EL62,5.094966808954875
EL63,5.785828677813212
ES70,1.108639387289683
ITC1,7.795107126235962
ITC2,9.604844156901041
DE11,9.822455819447836
DE12,9.923095925649006
DE13,10.518346850077311
DE14,10.512272723515828
DE21,10.060145823160807
DE22,9.227997732162475
DE23,8.911762158075968
DE24,8.881836541493733
DE25,9.142235398292542
DE26,8.767007724444072
DE27,10.131605688730875
DE30,7.644272343317668
EL42,3.183690067132314
LV00,8.616884231567383
ME00,8.499707778294882
MK00,6.223141082127889
MT00,3.066903345286846
NL11,9.328375832239788
NL12,9.920858716964721
EL64,4.926097214221954
EL65,4.090631135304769
ES11,7.949423456192017
ES12,9.158057006200155
ES13,9.065857235590617
ES21,8.71458756128947
ES22,7.036200165748596
ES23,6.349481185277303
ES24,5.106078763802846
ES30,4.901393967866897
IE05,9.321891371409098
IE06,8.80597645441691
IS00,11.499415175120037
ITC3,6.66284966468811
FI19,7.599873320261637
FI1B,7.788709576924642
FI1C,7.854920101165772
DEA1,9.26175724665324
DEA2,9.335856437683105
DEA3,9.169449090957642
DEA4,9.413609838485717
DEA5,9.667328945795695
DEB1,8.454886341094971
DEB2,8.767514991760255
DEB3,8.476610469818116
DEC0,9.17179471651713
DED2,8.89993638197581
DED4,9.183626174926758
DED5,7.714990027745565
DEE0,8.056091737747192
DEF0,9.035528182983398
DEG0,8.5640398422877
DK01,8.20437347094218
DK02,8.097167674700419
DK03,8.728760162989298
DK04,8.101886574427287
ES41,6.092636235555013
ES42,4.464338020483653
HU23,6.769104639689128
HU31,6.909990127881368
HU32,6.8495010534922285
HU33,6.563043530782064
IE04,10.821110566457113
EE00,8.562975931167603
EL30,2.957461909453074
EL41,3.6729074716567993
EL43,3.396268093585968
EL51,5.268935680389404
EL52,5.0744438648223875
FI20,7.22869877020518
FR10,7.784643491109212
FRB0,7.879493776957194
FRC1,8.884780343373617
FRC2,9.871040805180867
FRD1,8.345265277226765
FRD2,8.08722414970398
FRE1,8.458295758565267
FRE2,8.102839676539103
FRF1,10.211398490269978
NL13,9.02940656344096
NL21,9.17969306310018
NL22,8.910357371966045
NL23,9.316007741292317
NL31,9.06302588780721
NL32,9.592793210347493
ITG2,4.386527037620544
ITH1,9.356654485066732
ITH2,8.76826278368632
FRI3,7.617237695058187
FRJ1,6.064970334370931
FRJ2,7.7595354874928795
FRK1,8.436360613505046
FRK2,8.11246789296468
FRL0,5.71131800810496
FRM0,5.311030538876851
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,4.11473460594813
TR32,4.172923815250397
TR33,4.72628227074941
HR03,7.075378688176473
HR02,7.2082103808720905
HU11,6.899328390757243
HU12,6.872198939323425
HU21,7.229609767595927
HU22,6.968881702423095
PT16,4.98496024608612
PT17,4.069756679733595
FRF2,8.77742097377777
FRF3,9.199068291982014
FRG0,7.331077392896017
FRH0,7.9910048564275105
FRI1,8.008463684717814
FRI2,8.533768717447916
ITC4,7.365794698397319
ITF1,7.073299288749695
ITF2,6.307091482480367
ITF3,6.709352421760559
ITF4,4.950946593284607
ITF5,5.454501597086589
ITF6,5.704462726910909
ITG1,4.167594675223032
LT01,9.200424337387085
LT02,8.673748445510864
LU00,9.21636266708374
PL22,9.219512001673381
PL41,7.774476822217306
PL42,8.263264338175455
PT18,3.8733666141827903
PT20,0.0
PT30,0.0
RO11,8.491104984283448
RO12,9.005995957056681
RO21,7.25616930325826
RO22,5.678587293624878
RO31,6.684795411427816
RO32,6.156180115540822
ITH3,7.354240496953328
ITH4,8.33850817680359
ITH5,6.098899467786153
ITI1,6.372997530301412
ITI2,7.070770168304444
ITI3,6.494180043538411
ITI4,7.066730213165283
LI00,11.333568318684895
FI1D,8.023933760325114
TR82,7.2324668884277346
TR83,6.846164457003275
TR90,9.934174346923829
TRA1,7.632126291592916
TRA2,9.679825639724731
PL43,7.832551511128743
PL51,8.656203079223634
PL52,8.208136757214865
PL61,7.878571136792501
PL62,8.525820239384968
PL63,8.626438728968303
PL71,8.22468934059143
PL72,8.537980659802754
PL81,8.363997745513917
PL82,9.133815685907999
PL84,8.571613359451295
PL91,8.660118945439656
PL92,8.379044151306152
PT11,5.769158065319061
PT15,3.0832978109518687
TRB1,6.116045514742534
TRB2,6.9902425368626915
TRC1,4.271876887480418
RS12,6.945724169413249
RS21,7.720591847101847
RS22,6.777927223841349
SE11,7.283070413271586
SE12,7.532093286514282
NL33,9.083606926600138
NL34,8.984565591812133
NL41,8.852528826395671
NL42,8.769005378087362
PL21,9.327350091934203
UKM6,11.989613231023153
TR22,4.9972570498784386
TRC2,4.3990431467692055
TRC3,4.302124559879303
UKC1,8.897178761164348
UKC2,9.108338451385498
