nuts,Annual Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
UKD1,10.979012409845987
UKD3,9.322204430898031
UKD4,10.446451965967814
UKD6,8.572489666938782
UKD7,9.286930004755655
UKE1,7.486089340845743
UKE2,8.705943075815837
UKE3,7.776301169395447
RO41,6.913563148180644
RO42,7.99945052464803
RS11,7.183555618921916
TR41,5.662944110234578
TR42,7.434332958857218
TR51,4.920034615198771
TR52,4.47504905462265
TR61,4.60271999835968
TR62,5.41502278248469
TR63,5.415807072321574
TR71,4.766044052441915
TR72,6.184070269266765
TR81,8.359863026936848
UKK1,7.89641048113505
UKK2,8.154252807299295
UKK3,9.305731169382732
UKK4,8.949297873179118
UKL1,10.2476549466451
UKL2,9.027934694290161
UKM5,10.045377810796102
UKM7,10.430194902420045
UKM8,11.31976056098938
UKM9,10.733492581049601
UKN0,10.027430454889933
SE21,7.863824001948038
SE22,8.332112709681192
SE23,8.305580870310466
SE31,8.032209809621175
SE32,8.978140862782796
SE33,8.702643553415934
SI03,7.467595942815145
SI04,7.822341465950013
SK01,7.180472298463186
SK02,7.909067924817403
SK03,8.899866231282552
SK04,8.052557007471721
TR10,6.314062110582987
TR21,4.804926745096842
UKE4,8.84783288637797
UKF1,7.768914190928141
UKF2,7.683312137921651
UKF3,7.58935653368632
UKG1,7.78152220249176
UKG2,8.387446069717408
UKG3,7.910985374450684
UKH1,7.867021854718526
UKH2,7.173060703277588
UKH3,7.504180479049682
UKI3,7.233333333333333
UKI4,7.233333333333333
UKI5,7.540088152885437
UKI6,7.417409944534302
UKI7,7.15418951511383
UKJ1,7.512262026468913
UKJ2,7.787668204307556
UKJ3,7.901341915130615
UKJ4,7.78517697652181
NO09,8.985918124516806
NO0A,11.851956526438395
NO0B,10.237897857030232
HR05,6.867663510640463
HR06,6.683818085988363
NO02,9.340539360046387
NO06,11.083511384328206
NO07,10.431222120920816
NO08,8.581638590494792
