nuts,May Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,1.029961464802424
DE60,0.9502634872992833
DE71,0.7955463687578838
DE72,0.6877294252316157
DE73,0.770837161441644
DE80,0.9472846048573653
DE91,0.7892808672661583
BG41,1.121138629813989
BG42,0.8401312828063965
CH01,1.1788666864236197
AT32,1.5688237021366755
AT33,1.588817683358987
AT34,1.6210305521885553
BE10,0.9340485672156016
BE23,1.0181163288652897
BE24,0.9336611578861872
BE25,1.108725592494011
BE31,0.9000886748234431
BE32,0.9984316257139046
BE33,1.0712851325670878
BE34,0.9060682761172454
BE35,0.95405161951979
BG31,0.9043533035864433
BG32,0.6573677722364664
BG33,0.4676626520852248
BG34,0.7273115292191505
DE92,0.8262518261869748
DE93,0.8546400209888816
DE94,0.9865676239132881
CZ07,1.1388508851950367
CZ08,1.1260219566524028
AL01,0.8835720165943106
AL02,0.7934805281460285
AL03,0.5816194648543994
AT11,0.7985829780499141
AT12,1.1001709021627903
AT13,0.9416463911533356
AT21,1.111691091954708
AT22,1.2174839126567045
AT31,1.3751409508287906
DK05,0.7709613309552272
BE21,1.0785019745429356
BE22,0.8971641905605793
ES43,0.32851908955102166
ES51,0.584190379610906
ES52,0.30378206552316744
ES53,0.22062375905613105
ES61,0.3468055219389498
ES62,0.23619216289371253
ES63,0.1556724896033605
ES64,0.2
CH02,1.3025515861809254
CH03,1.3368342528740564
CH04,1.3117043177286785
CH05,1.3358944195012252
CH06,1.2897303561369577
CH07,1.0181671445568403
CY00,0.14925173769394556
CZ01,1.0331593160827954
CZ02,1.0340772718191147
CZ03,1.3064434225360553
CZ04,1.1601105332374573
CZ05,1.0120154658953349
CZ06,1.0294166666766007
DE40,0.870952911923329
EL53,0.5649646575252215
EL54,0.5676530074328184
EL61,0.4506724047785004
EL62,0.21957438588142394
EL63,0.4730901678403219
ES70,0.03333333333333333
ITC1,0.7657895418504874
ITC2,0.9749160674711068
DE11,1.1353484182308118
DE12,1.0152463679512342
DE13,1.1351921362181505
DE14,1.219571875780821
DE21,1.5153916591157517
DE22,1.5552416051427522
DE23,1.3014428244903684
DE24,0.9544573495785396
DE25,1.1562096851567427
DE26,0.8722507771104574
DE27,1.4697943000743787
DE30,0.7452172031005223
EL42,0.10497444160282612
LV00,0.9561476071675619
ME00,0.9267323769629001
MK00,0.7633548609291514
MT00,0.08328074018160501
NL11,0.8711448192596436
NL12,0.8483477238565683
EL64,0.40963603456815084
EL65,0.2146763596062859
ES11,0.6975299334774415
ES12,0.7976871899639567
ES13,0.8739396523684263
ES21,0.7270197791357835
ES22,0.7302122476821145
ES23,0.8994710685064395
ES24,0.5756033811407785
ES30,0.4280561752617359
IE05,0.8441252157092094
IE06,0.8655583214014768
IS00,0.892833316574494
ITC3,0.5869582623243332
FI19,0.7464679346730312
FI1B,0.7579270128160716
FI1C,0.7025521864493688
DEA1,1.0557309471070766
DEA2,1.0147642162938912
DEA3,0.9483164375027021
DEA4,0.8666546493768692
DEA5,0.9884214339156946
DEB1,0.9296442956974109
DEB2,0.9967317137867212
DEB3,0.9676316646238168
DEC0,1.1231279393037161
DED2,0.9507145685454209
DED4,1.2263893665124972
DED5,0.7087878820796808
DEE0,0.6981130267182986
DEF0,0.8476953941086928
DEG0,0.836189054325223
DK01,0.7459541663527489
DK02,0.8169910039752721
DK03,0.8889138614758849
DK04,0.8678913520028194
ES41,0.6102290768176317
ES42,0.4096245687454939
HU23,0.6781487631301085
HU31,0.9322483825186888
HU32,0.7778136314203342
HU33,0.7100121235474944
IE04,0.9774804691473643
EE00,0.7593696102499962
EL30,0.11790643172959486
EL41,0.13552174294988314
EL43,0.1120233760525783
EL51,0.5899750880897046
EL52,0.6034396379565199
FI20,0.4942752095560233
FR10,0.8485108186801275
FRB0,0.8428447792306543
FRC1,0.9919240954021613
FRC2,1.0974471305807432
FRD1,1.014329315846165
FRD2,0.9708394859607021
FRE1,0.9820846434682607
FRE2,0.9052719327931603
FRF1,1.1370896399021149
NL13,0.9228734567761421
NL21,1.0457360836366811
NL22,1.0270536857346693
NL23,0.9434150867164135
NL31,0.7833800872166952
NL32,0.8802456668267647
ITG2,0.32870169418553513
ITH1,1.365679493546486
ITH2,1.1267861192425093
FRI3,0.8126668239633242
FRJ1,0.5975829350451628
FRJ2,0.7339708488434553
FRK1,0.87767067750295
FRK2,0.9048263957103093
FRL0,0.6425218887627124
FRM0,0.41641735248267653
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.24543110858649014
TR32,0.3280701382706563
TR33,0.4432992723149558
HR03,0.5893100158621868
HR02,0.7477669596672059
HU11,0.7501185198624929
HU12,0.7821218848228455
HU21,0.718956480671962
HU22,0.7654657342781623
PT16,0.3660018497457107
PT17,0.43630681137243904
FRF2,1.062464381257693
FRF3,0.980702646014591
FRG0,0.7777267413834731
FRH0,0.7947742911676566
FRI1,0.691490067106982
FRI2,0.8291475829978784
ITC4,0.8662026477356751
ITF1,0.4636559893687566
ITF2,0.3529864314943552
ITF3,0.38716830126941204
ITF4,0.32037182338535786
ITF5,0.4042610314985116
ITF6,0.41806606749693553
ITG1,0.19874091843763989
LT01,1.0091711120679974
LT02,0.9456935819238425
LU00,0.9285029289623101
PL22,1.1298302438110113
PL41,0.8920371477181713
PL42,1.0523601555575928
PT18,0.3145416519915064
PT20,0.0
PT30,0.0
RO11,1.065715140104294
RO12,1.2062698862204948
RO21,0.8649328938995798
RO22,0.5177723937978347
RO31,0.8194497371713321
RO32,0.6133475412925085
ITH3,0.9944211633875966
ITH4,1.0613426342606544
ITH5,0.5905311880012353
ITI1,0.5255357222321133
ITI2,0.5606469313303629
ITI3,0.5082986206437151
ITI4,0.47338229678571225
LI00,1.5675282766421637
FI1D,0.9339098582665125
TR82,0.6629032620228827
TR83,0.8445022874822219
TR90,1.246089225510756
TRA1,1.1822768469651541
TRA2,1.715965124964714
PL43,0.8923171499123176
PL51,0.8840123888105154
PL52,0.9294795490801334
PL61,0.8578565746545792
PL62,1.1132506232708692
PL63,0.8612994780143102
PL71,1.0424082311491172
PL72,0.9910138155023257
PL81,1.113987047970295
PL82,1.0732165991018217
PL84,1.142521213988463
PL91,0.9971906033655008
PL92,0.9961494127909343
PT11,0.5365967454388738
PT15,0.2498922402660052
TRB1,0.6125137517539163
TRB2,0.9434656401475271
TRC1,0.3431384762128194
RS12,0.7099164434398214
RS21,0.9730812445282936
RS22,0.8298649616539479
SE11,0.6891741738344233
SE12,0.8553978749240438
NL33,0.9027127996087074
NL34,1.035834467659394
NL41,1.0272084429860115
NL42,1.088694583872954
PL21,1.137583240866661
UKM6,1.0403183920929828
TR22,0.3388146337121725
TRC2,0.28429576065391304
TRC3,0.23067902748783428
UKC1,0.8063792618612449
UKC2,0.8831457580129306
UKD1,1.136128626515468
UKD3,0.9628616405030092
UKD4,1.0308348504205544
UKD6,0.8483980918924013
UKD7,0.8261359915137291
UKE1,0.7137322783470154
UKE2,0.9160461400945982
UKE3,0.8308211296796799
RO41,0.9165073953568935
RO42,1.0247969686985017
RS11,0.6531185664236545
TR41,0.5160012488253415
TR42,0.6545520184561611
TR51,0.6060981269925833
TR52,0.484869655345877
TR61,0.40019343737512825
TR62,0.5019732393324375
TR63,0.45785340952376524
TR71,0.5758227153681219
TR72,0.751566422963515
TR81,0.696564786011974
UKK1,0.6769331778089206
UKK2,0.698694787422816
UKK3,0.8507415262361367
UKK4,0.7645276830842097
UKL1,0.8399955725297332
UKL2,0.856380029519399
UKM5,0.9706352047622204
UKM7,0.9965972448388736
UKM8,0.9786412745714188
UKM9,0.9905444625144203
UKN0,0.9673751033842564
SE21,0.93201844394207
SE22,0.943912619103988
SE23,0.9659036350746949
SE31,0.9056618483116229
SE32,1.0670366454869509
SE33,0.8930859273920456
SI03,0.8097005007167657
SI04,0.8871426890293758
SK01,0.8966664746403694
SK02,1.0506819700201353
SK03,1.1925447948276997
SK04,1.100207274655501
TR10,0.3520554271837076
TR21,0.522096528361241
UKE4,0.8844786788026492
UKF1,0.8254564757148425
UKF2,0.7268857136368752
UKF3,0.7414287846535444
UKG1,0.7186184510588646
UKG2,0.7820399522781372
UKG3,0.7667618150512377
UKH1,0.7816885066529115
UKH2,0.8007920498649279
UKH3,0.867428520321846
UKI3,0.9166666666666666
UKI4,0.9166666666666666
UKI5,0.9996328641970952
UKI6,0.8445051332314809
UKI7,0.8771865079800288
UKJ1,0.6524638712406159
UKJ2,0.7798493653535843
UKJ3,0.6685088723897934
UKJ4,0.8660913211603959
NO09,1.0578337413569292
NO0A,1.0635816305875778
NO0B,0.904624579846859
HR05,0.7002991457780202
HR06,0.6920915761341652
NO02,1.1156841099262238
NO06,1.2764363010724387
NO07,1.1337975243727365
NO08,1.0063786576191585
