nuts,Winter Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
HU32,2.721459738413493
HU33,2.7525744954744975
IE04,4.412229339281718
EE00,3.6505954384803774
EL30,1.2599638782441616
EL41,2.082530897855759
EL43,1.4415413041909535
EL51,1.5311152537663777
EL52,1.687869799385468
FI20,3.649565804004669
FR10,3.0700439776711423
FRB0,3.044352747996648
FRC1,3.6558812975883486
FRC2,3.9898877143859863
FRD1,3.561602594596999
FRD2,3.47020931329046
FRE1,3.533104596535365
FRE2,3.589337952931722
FRF1,3.9679948647816974
NL13,3.4645544548829394
NL21,3.347861881057421
NL22,3.375093029687802
NL23,3.3363353719313937
NL31,3.158169681827227
NL32,4.122145287195841
ITG2,1.5358628501494727
ITH1,2.6193602164586385
ITH2,1.9238844757278761
FRI3,3.013322736819585
FRJ1,1.646701415379842
FRJ2,1.9899875571330388
FRK1,2.933771202713251
FRK2,2.8704073141361106
FRL0,1.8438982583325485
FRM0,1.890050501624743
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.876188061448435
TR32,1.5619321070611476
TR33,1.7992803086837132
HR03,2.7585738844105174
HR02,3.098245353534304
HU11,2.6248617271582284
HU12,2.7776690145333607
HU21,3.004548438390096
HU22,2.8287349551916123
PT16,1.64290474858135
PT17,1.4192294884344627
FRF2,3.665998997290929
FRF3,3.738895603056465
FRG0,2.899734185139338
FRH0,3.589295933087324
FRI1,2.472870174529297
FRI2,3.099767263180443
ITC4,2.1352641747466157
ITF1,1.8430937622984251
ITF2,1.914625418682893
ITF3,2.3510787506898243
ITF4,1.7813067110876242
ITF5,1.585242834687233
ITF6,2.0286658331751823
ITG1,1.5954656635721525
LT01,4.58537636200587
LT02,4.5456501007080075
LU00,3.5661111090864455
PL22,3.429104389815495
PL41,3.4332922786474227
PL42,3.5214181860287983
PT18,1.1037826618372366
PT20,0.0
PT30,0.0
RO11,3.013093571577753
RO12,2.6890569349129994
RO21,2.4048006474201022
RO22,1.8715894800921282
RO31,1.9629932795961698
RO32,2.138463504355529
ITH3,1.7912021140257517
ITH4,2.177753315440246
ITH5,1.8150664779047172
ITI1,2.2433657985309075
ITI2,2.2050931905878
ITI3,1.767741181453069
ITI4,2.1809105227390924
LI00,3.032706705729167
FI1D,3.19826890428861
TR82,2.8947888096173604
TR83,2.622905980547269
TR90,3.328391533473442
TRA1,2.7227080931266148
TRA2,3.1602359850491797
PL43,3.214127740263939
PL51,3.230061858892441
PL52,3.0443806409835816
PL61,3.571585155526797
PL62,3.8430145621299743
PL63,3.631371423602104
PL71,3.3774487813313803
PL72,3.8853485073362077
PL81,3.892168692747752
PL82,3.789228862729566
PL84,3.880399167537689
PL91,3.749605973561605
PL92,3.7315457383791606
PT11,2.091512337513268
PT15,0.9316334483524163
TRB1,2.6254649204512437
TRB2,2.9105704089005786
TRC1,1.872168249450624
RS12,2.654515901516224
RS21,3.0659386654694876
RS22,2.592686581859986
SE11,3.117552040020625
SE12,2.8507808670401573
NL33,3.35844536225001
NL34,3.4561809559663135
NL41,3.6171635325465883
NL42,3.523286105195681
PL21,3.7374195575714113
UKM6,4.535597613879612
TR22,2.4246191547385285
TRC2,1.9663102527459462
TRC3,1.6933087855577469
UKC1,3.3362772345542906
UKC2,3.2778653462727863
UKD1,3.7887295454740526
UKD3,3.535507411758105
UKD4,4.0304981708526615
UKD6,3.3269062598546344
UKD7,4.113739355405172
UKE1,2.9010499037802218
UKE2,3.2986939032872518
UKE3,2.814525650938352
RO41,2.0806728074947993
RO42,2.83478877445062
RS11,2.7774985909461973
TR41,2.564500904083252
TR42,3.107787867209741
TR51,2.1130021890004476
TR52,1.8080817878246307
TR61,1.4752006590366364
TR62,1.351794330669301
TR63,1.7871503551801047
TR71,2.279525724904878
TR72,2.5593145032723745
TR81,3.6182357986768086
UKK1,3.2915540436903634
UKK2,3.5683262228965758
UKK3,4.1735686759154005
UKK4,3.8292280793190003
UKL1,4.006656469969914
UKL2,3.539220231771469
UKM5,3.393214974800746
UKM7,3.622914183139801
UKM8,4.259230118989945
UKM9,3.9069002827008563
UKN0,3.905864719686837
SE21,3.446421770254771
SE22,3.330554699897766
SE23,3.484907607237498
SE31,3.1909065057833987
SE32,3.8338289111852646
SE33,3.5496074983051846
SI03,2.624880232715181
SI04,2.645005884447268
SK01,2.825804661711057
SK02,3.1205852727095285
SK03,3.0544713417003893
SK04,3.174807124904224
TR10,2.953598382616682
TR21,1.8058943407876151
UKE4,3.2173228094975155
UKF1,2.827231968442599
UKF2,2.790498224894206
UKF3,2.6141141484181087
UKG1,2.986513070265452
UKG2,3.1566724717617034
UKG3,2.944413395722707
UKH1,3.171661571661631
UKH2,2.866655574242274
UKH3,3.4278401573499044
UKI3,3.267857142857143
UKI4,3.267857142857143
UKI5,3.367474349339803
UKI6,3.294338274002075
UKI7,3.1003670006990434
UKJ1,2.880341531833013
UKJ2,3.585357052087784
UKJ3,3.7365412215391793
UKJ4,3.550542942682902
NO09,4.00023254553477
NO0A,4.370800753434499
NO0B,4.6815617481867475
HR05,2.5787058810393018
HR06,2.6666463459176675
NO02,3.5079624464114505
NO06,3.6487924506266913
NO07,3.4732580204804737
NO08,3.500208940108617
