nuts,Winter Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,3.532945575316747
DE60,3.2555107747515044
DE71,3.6979471604029337
DE72,3.531932027141253
DE73,3.3944302837053937
DE80,3.4995143095652264
DE91,3.181637175877889
BG41,2.0426277021567025
BG42,1.5565192118287086
CH01,3.2677240411440533
AT32,3.1456835687160494
AT33,3.0292749096949896
AT34,2.868485183588096
BE10,3.5830650945504505
BE23,3.379595007499059
BE24,3.5607683936754864
BE25,3.341917371749878
BE31,3.54607443412145
BE32,3.557321310043335
BE33,3.6787936006273543
BE34,3.375665729865432
BE35,3.643762107690175
BG31,1.9673561960458756
BG32,1.9843309842050076
BG33,1.7768862873315812
BG34,1.6871022293965021
DE92,3.2521091237664224
DE93,2.9642837554216386
DE94,3.519964756568273
CZ07,3.18506756116604
CZ08,3.3859118362267813
AL01,2.807872062921524
AL02,2.649551083147526
AL03,2.427046399178176
AT11,2.6778625229994457
AT12,3.0136558135350544
AT13,2.6653281291325888
AT21,2.696296876030309
AT22,3.082591007153193
AT31,3.4204227158001492
DK05,3.9516578118006387
BE21,3.5683226962884267
BE22,3.557729023694992
ES43,1.32962932686011
ES51,1.2321902009348074
ES52,0.9734065453211467
ES53,1.230226265763243
ES61,0.96957624832104
ES62,0.766415888381501
ES63,1.2879248662241574
ES64,0.8275862068965517
CH02,3.3877959613289153
CH03,4.117141012350718
CH04,3.8759919961293536
CH05,3.007560644547145
CH06,3.098564241329829
CH07,2.7722266420722006
CY00,1.2516819164156914
CZ01,2.95320107738177
CZ02,3.1503984023417746
CZ03,3.1550649563471476
CZ04,3.1727144956588744
CZ05,3.4250740025724684
CZ06,3.0643749237060547
DE40,2.9611832638581594
EL53,1.9285262774676084
EL54,2.1192774976293247
EL61,1.971434685587883
EL62,2.6088081280390423
EL63,1.9271159221728642
ES70,0.2676383746521814
ITC1,2.228019039178717
ITC2,2.552469276388486
DE11,3.6435694098472595
DE12,3.728985824489168
DE13,4.037454132239024
DE14,4.100271113713583
DE21,3.5027601633753096
DE22,3.4555378794670104
DE23,3.0732365980744363
DE24,3.35488827029864
DE25,3.2009140531222027
DE26,3.449466102357422
DE27,3.73658909201622
DE30,3.233191412687302
EL42,1.682317698498567
LV00,3.8395820379257204
ME00,2.9385536004390036
MK00,2.113129956026872
MT00,1.6835437059402465
NL11,3.510436421632767
NL12,4.123413300514221
EL64,1.8440490608414015
EL65,1.4507480000456174
ES11,2.897371694693963
ES12,2.3701977769533795
ES13,2.1791292409102123
ES21,2.276421244939168
ES22,2.0100070086618262
ES23,2.0916681845982867
ES24,1.5646682508289813
ES30,1.5874471033612887
IE05,3.606338906288147
IE06,3.438686297541218
IS00,3.9534616152445476
ITC3,1.9877785156170527
FI19,3.3165267924467723
FI1B,3.7553929567337034
FI1C,3.566553743680318
DEA1,3.793399939579623
DEA2,3.687718544403712
DEA3,3.5831205169359843
DEA4,3.4135442833105722
DEA5,3.7664004623889924
DEB1,3.68419286608696
DEB2,3.871047810340921
DEB3,3.670725792646408
DEC0,3.8246429706441947
DED2,3.082809152205785
DED4,3.336314657330513
DED5,3.1838826139767966
DEE0,2.9568631490071615
DEF0,3.334360686937968
DEG0,3.186673317352931
DK01,3.5252956827481587
DK02,3.443730201323827
DK03,3.641589856147766
DK04,3.4490956087907154
ES41,2.0432205041249594
ES42,1.2247319359864508
HU23,3.0647194147109986
HU31,2.5830125669638315
