nuts,May Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
TR72,0.7583138069293152
TR81,0.5890605762600899
UKK1,0.6864941361049811
UKK2,0.6795133166015148
UKK3,0.864495218048493
UKK4,0.7767866651217142
UKL1,0.9775150019675494
UKL2,0.8773718987902005
UKM5,0.7793683453152577
UKM7,0.8682522175212701
UKM8,0.9619443212946256
UKM9,0.8720686818162601
UKN0,0.8821382753551006
SE21,0.7238638952374459
SE22,0.779198079307874
SE23,0.7158009863148133
SE31,0.6502320454145472
SE32,0.9145251204570134
SE33,0.7815414818624655
SI03,0.898067596120139
SI04,1.0655348144471646
SK01,0.6327239714562893
SK02,0.9123704741398494
SK03,1.043471368898948
SK04,0.9291361735512813
TR10,0.3566546536982059
TR21,0.42247550152242186
UKE4,0.6797317805389563
UKF1,0.4934353992342949
UKF2,0.46146090639134246
UKF3,0.5770448178052903
UKG1,0.5985527642071247
UKG2,0.652245623121659
UKG3,0.5768295437097549
UKH1,0.4319645259529352
UKH2,0.45810646240909897
UKH3,0.4521309827764829
UKI3,0.5
UKI4,0.5
UKI5,0.6067547808090846
UKI6,0.5556465710202853
UKI7,0.555596332748731
UKJ1,0.5522430808593829
UKJ2,0.6317639961838722
UKJ3,0.5937082583705584
UKJ4,0.5297107841819525
NO09,0.7687451312628885
NO0A,0.9913264910380045
NO0B,0.6051652948061625
HR05,0.7050862103700638
HR06,0.7913811430335045
NO02,0.9306488335132599
NO06,1.2144895578424135
NO07,0.9883553773164749
NO08,0.7916822910308838
