nuts,May Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.857059831917286
DE60,0.9218162208795547
DE71,0.8854160558964524
DE72,0.9888802826404571
DE73,0.9122063326649368
DE80,0.9176329987123608
DE91,0.8174895271658897
BG41,0.899286864192358
BG42,0.7682442359759339
CH01,1.187850563849012
AT32,1.2698071324931723
AT33,1.3831781422985452
AT34,1.1932371397813162
BE10,0.8589368159572284
BE23,1.2086245047726802
BE24,0.9081917713085811
BE25,1.1391834432880084
BE31,0.9752272337675094
BE32,0.9157481501499812
BE33,1.158260458211104
BE34,1.0528703798850378
BE35,1.034913178284963
BG31,0.8056504073242347
BG32,0.7153620403259993
BG33,0.6538471614321073
BG34,0.8114491087694963
DE92,0.9904070505872369
DE93,0.7870706589271624
DE94,0.8116732724010944
CZ07,0.8696576016644637
CZ08,1.0590446241199971
AL01,0.7005593745658795
AL02,0.6072653852403164
AL03,0.49652559657891593
AT11,0.7840833791664669
AT12,0.8629691988229752
AT13,0.6791363858750888
AT21,1.0731101483727494
AT22,0.9926679293314616
AT31,1.0096720325450101
DK05,0.7464505514750878
BE21,0.9303839137156804
BE22,1.0700995738307635
ES43,0.2954682920128107
ES51,0.6251547477518519
ES52,0.3545130170615656
ES53,0.3041974764317274
ES61,0.3335120351652482
ES62,0.23744927406577127
ES63,0.06659650206565856
ES64,0.16666666666666666
CH02,1.2987606022506952
CH03,1.4367710252602894
CH04,1.251102047910293
CH05,1.1235541903546877
CH06,1.10827928930521
CH07,0.9424305088818073
CY00,0.11643166427633592
CZ01,0.8865692228078842
CZ02,0.8397402384628853
CZ03,1.1670635158816973
CZ04,1.250881197729281
CZ05,0.8135782165452838
CZ06,0.7675409384071827
DE40,0.7452454444020986
EL53,0.770619447901845
EL54,0.47503972289462887
EL61,0.4019246310926974
EL62,0.2628934521228075
EL63,0.3987865547117378
ES70,0.026763939431735446
ITC1,0.8162986390026552
ITC2,0.8771973490715027
DE11,1.1240607292524405
DE12,1.1409404441714286
DE13,1.4100384594872595
DE14,1.0848326325150472
DE21,1.2724200705687205
DE22,1.1585158375402291
DE23,1.0682634647314748
DE24,1.1674219151337941
DE25,1.1816687429944674
DE26,0.938946982473135
DE27,1.2003787064126559
DE30,0.7902288564613887
EL42,0.10086807627230883
LV00,0.8614324981967608
ME00,0.7663023435244602
MK00,0.7170316136575171
MT00,0.06251408904790878
NL11,0.6112053913197347
NL12,0.7931332354034696
EL64,0.30458975235621133
EL65,0.22921808030722396
ES11,0.6973914516779284
ES12,0.8579291641446096
ES13,0.9380189015219609
ES21,0.8038203998158375
ES22,0.7911168900628884
ES23,0.8156615157922109
ES24,0.6225420247763396
ES30,0.5885459380845229
IE05,0.9422161291042964
IE06,0.8928922683621446
IS00,0.9441954225301743
ITC3,0.5212567489594221
FI19,0.695201783751448
FI1B,0.7138068441301584
FI1C,0.6111541084945202
DEA1,1.1097925137728453
DEA2,1.0861008263060026
DEA3,0.8288088214894136
DEA4,0.9482265949249268
DEA5,1.0313406594097614
DEB1,0.8996125975889819
DEB2,1.065152944624424
DEB3,0.9732895338286957
DEC0,1.0903763441102845
DED2,0.9575192936296973
DED4,1.1897111854382925
DED5,0.9464128613471985
DEE0,0.743625795468688
DEF0,0.7563329341510932
DEG0,0.9467969643218177
DK01,0.7214878108352423
DK02,0.6742035503100071
DK03,0.7421955493589242
DK04,0.8210588785509269
ES41,0.6624641822651028
ES42,0.583293226979939
HU23,0.7675448319564263
HU31,0.9482224214201173
HU32,0.7574361781279246
HU33,0.758125335474809
IE04,0.9931237637996674
EE00,0.7286406800150871
EL30,0.1711346335709095
EL41,0.12023712468466588
EL43,0.17429678005476792
EL51,0.5093949767760932
