nuts,May Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.9055694470802943
DE60,1.0661063422759374
DE71,0.9693347357213498
DE72,0.9950991014639536
DE73,0.923907945677638
DE80,1.0539093335469565
DE91,0.8903117684026559
BG41,0.8114453011502822
BG42,0.6061372054119905
CH01,1.2966241082797447
AT32,1.4874733299016953
AT33,1.7013433794180552
AT34,1.7386159973839919
BE10,1.0002682159344356
BE23,1.204773663977782
BE24,0.9947722653547922
BE25,1.2824223512517554
BE31,0.9059382602572441
BE32,1.0653733370293463
BE33,1.153664744858231
BE34,1.2152939769128959
BE35,1.108371857429544
BG31,0.8792433740571142
BG32,0.849305450481673
BG33,0.6764541986087959
BG34,0.6371521589656671
DE92,0.9618953477591277
DE93,1.106678356230259
DE94,1.0929296547546983
CZ07,1.1783183803160986
CZ08,1.426030300060908
AL01,0.6438218964884679
AL02,0.6146806399027507
AL03,0.5183957178145647
AT11,0.8439863137900829
AT12,1.0172107266262174
AT13,0.9665449778238933
AT21,1.2909648050864537
AT22,1.2403136928876242
AT31,1.2830329882601896
DK05,0.9997417790815234
BE21,1.0128697216510774
BE22,1.030483183513085
ES43,0.2648219058600565
ES51,0.46525122318416834
ES52,0.25920332632958887
ES53,0.2173100574562947
ES61,0.2443119805150976
ES62,0.2433030476857876
ES63,0.1109941711028417
ES64,0.14285714285714285
CH02,1.5581689159075418
CH03,1.8033586417635281
CH04,1.6174511569241683
CH05,1.5960347633808851
CH06,1.4297047236136027
CH07,1.0267267654339471
CY00,0.09637946709990501
CZ01,0.9132567624251048
CZ02,1.0867347307503223
CZ03,1.2045136296500762
CZ04,1.2035773441195488
CZ05,1.1741846544401986
CZ06,0.9960362784564495
DE40,0.9355847236833402
EL53,0.5159830222527186
EL54,0.49515912085771563
EL61,0.3262306624402603
EL62,0.2611982349306345
EL63,0.31291321900983654
ES70,0.033313049872716265
ITC1,0.7805684878091727
ITC2,0.9954174603025119
DE11,1.3026212379336357
DE12,1.21251057634751
DE13,1.536488705376784
DE14,1.4324725235501925
DE21,1.551948646704356
DE22,1.6220057432850201
DE23,1.2406410027295351
DE24,1.121321214362979
DE25,1.1863162223249675
DE26,0.9619398539264997
DE27,1.469367166608572
DE30,0.737594555815061
EL42,0.076037240990748
LV00,1.1534060268973312
ME00,0.7789788073549668
MK00,0.7479578288272023
MT00,0.03450996300269817
NL11,1.1177961453795433
NL12,1.0246317413945993
EL64,0.24629738070070745
EL65,0.16972409691661597
ES11,0.6453202382243913
ES12,0.6309684829786419
ES13,0.6746869636078675
ES21,0.5573054833958546
ES22,0.5902344034363826
ES23,0.6371920852611462
ES24,0.4489178034476936
ES30,0.4554408237338066
IE05,0.9599063967975477
IE06,1.0348635142935174
IS00,1.0520102615157763
ITC3,0.5394312108556429
FI19,1.0382758627335231
FI1B,1.2438730451695879
FI1C,1.0939352288842201
DEA1,1.2242063174645106
DEA2,1.2100805908441543
DEA3,1.3005352561761225
DEA4,0.9808712303638458
DEA5,1.057749053835869
DEB1,1.0113710543761651
DEB2,1.1253851682745986
DEB3,1.1695251802603404
DEC0,1.140968563159307
DED2,1.1394205455269133
DED4,1.2737743730346363
DED5,0.7867834323396286
DEE0,0.8491129561016957
DEF0,1.1748325179020565
DEG0,0.9310333686570327
DK01,0.9704249501228333
DK02,1.1049166250353057
DK03,1.0874162401383123
DK04,1.1499788311443158
ES41,0.5340658534318209
ES42,0.4417381327865379
HU23,0.7639979378009836
HU31,1.0475389011204244
HU32,1.0850650242219368
HU33,0.8136878645668427
IE04,1.207578682899475
EE00,1.0891742466081833
EL30,0.10581862616042297
EL41,0.10105288525422414
EL43,0.08319952748715878
EL51,0.44476936645805837
EL52,0.5217452973127366
FI20,0.6742151985565822
FR10,0.9962278336286545
FRB0,1.0265297303597132
FRC1,1.191288259997964
FRC2,1.393931579341491
FRD1,1.1349409500757852
FRD2,1.2847782492637634
FRE1,1.1354802598555882
FRE2,1.0661179646849632
FRF1,1.336548839509487
NL13,1.0726583967606227
NL21,1.1217319058875244
NL22,1.0476333806912104
NL23,1.0669003456830979
NL31,0.8790147225062053
NL32,0.8766956528027853
ITG2,0.3254275228828192
ITH1,1.4187375098466872
ITH2,1.098105115443468
FRI3,0.9214697245508432
FRJ1,0.5211493697638313
FRJ2,0.6795342447857062
FRK1,0.9958429420987766
FRK2,1.0011396259069443
FRL0,0.599481758461999
FRM0,0.3670348212122917
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.17530644815415145
TR32,0.2037728790814678
TR33,0.43331668140987556
HR03,0.6417330672964454
HR02,0.758898473251611
HU11,0.949565413594246
HU12,0.9088907061765591
HU21,0.9166178716967504
HU22,0.8883826459447542
PT16,0.3988030711809794
PT17,0.23608276968201
FRF2,1.2124988181250436
FRF3,1.3087595050533614
FRG0,0.8248169252028068
FRH0,0.8807302752509714
FRI1,0.6280627266193429
FRI2,0.9639800369739533
ITC4,0.8252009463806947
ITF1,0.45910825276126466
ITF2,0.35302372264365356
ITF3,0.33892095970610775
ITF4,0.2473917826389273
ITF5,0.3233334798365831
ITF6,0.2925805564348896
ITG1,0.11448942725386085
LT01,1.2761868064602215
LT02,1.1134424568464358
LU00,1.1949844447275002
PL22,1.3362820163369178
PL41,1.0700919712583223
PL42,1.1604538597166538
PT18,0.19110471106444796
PT20,0.0
PT30,0.0
RO11,1.4573241551406682
RO12,1.508257313498429
RO21,1.0854224919541073
RO22,0.7012037158633272
RO31,0.9276525455393961
RO32,0.7638566792011261
ITH3,0.9674442872405052
ITH4,1.2188994848522647
ITH5,0.5660269127537807
ITI1,0.5050913849535088
ITI2,0.6499107653896014
ITI3,0.4772088310370843
ITI4,0.4605460923165083
LI00,1.8836858113606771
FI1D,1.190795186161995
TR82,0.82309409485509
TR83,0.6873740499218305
TR90,1.0824725811680158
TRA1,1.0335261734823387
TRA2,1.3636054346958797
PL43,1.0881889122227828
PL51,1.0174988479353488
PL52,1.1140190947002597
PL61,1.0960782485703626
PL62,1.4962810377279918
PL63,1.2108792369564374
PL71,1.1283325560390949
PL72,1.22279059390227
PL81,1.3187411980969566
PL82,1.3344307660028851
PL84,1.4775695173690717
PL91,1.4043926251431307
PL92,1.3211943584183852
PT11,0.6009219902257125
PT15,0.14658152622481188
TRB1,0.5626878952607512
TRB2,0.5714397490024566
TRC1,0.31014927066862585
RS12,0.6846418728431066
RS21,0.9033769746000568
RS22,0.9419135813911755
SE11,0.918815536548694
SE12,1.1748599229114396
NL33,0.8908978725473086
NL34,1.0424666213492553
NL41,1.0481481735905012
NL42,0.9481935056547324
PL21,1.40583127339681
UKM6,1.077494079696721
TR22,0.29749722400059303
TRC2,0.1747519467646877
TRC3,0.15091031044721603
UKC1,0.9400684585173925
UKC2,0.9700949231960944
UKD1,1.0498253206855483
UKD3,1.1772954632838568
UKD4,1.1935885335008303
UKD6,1.2365728572010994
UKD7,1.2071749520798525
UKE1,0.9473229393362999
UKE2,0.9815896613789457
UKE3,0.8458474904298783
RO41,0.9109172673275073
