nuts,March Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.8621552030245463
DE60,0.8096374183893204
DE71,0.7648137908428907
DE72,0.895429343978564
DE73,0.8543768150731921
DE80,0.7656339505687356
DE91,0.7532086338847875
BG41,0.7318882361054421
BG42,0.7315039169043303
CH01,0.7921799009044965
AT32,0.9401985342303912
AT33,0.9004289338986079
AT34,0.7209290973842144
BE10,0.7254246741533279
BE23,0.8846719441314538
BE24,0.8082811844845613
BE25,0.8404349414010842
BE31,0.8626856456200281
BE32,0.8623882047832012
BE33,0.8468762038896481
BE34,0.8711563028395176
BE35,0.8876430915047725
BG31,0.7010837466766436
BG32,0.6279568671559294
BG33,0.6624886194864908
BG34,0.8382024024923642
DE92,0.7855121010293563
DE93,0.7865301031619311
DE94,0.8674401247253021
CZ07,0.9570693201074998
CZ08,0.9672237385064364
AL01,0.7759924300014973
AL02,0.7180525165051221
AL03,0.6041014720996221
AT11,0.7110789112746716
AT12,0.8939811064551274
AT13,0.5499594360589981
AT21,0.9182811765000224
AT22,0.9147734507918358
AT31,1.0007784634828567
DK05,0.8911950796221694
BE21,0.8074636856714884
BE22,0.8029692607621352
ES43,0.42428770530968907
ES51,0.4689859523748358
ES52,0.26812131721526383
ES53,0.3652794552346071
ES61,0.3436107448923091
ES62,0.19565022277335326
ES63,0.311029252409935
ES64,0.23333333333333334
CH02,0.8533164729674657
CH03,1.0902877484758695
CH04,0.8857564337551593
CH05,0.9240406925479571
CH06,0.881859603151679
CH07,0.9749493253727753
CY00,0.34879090264439583
CZ01,0.9938066442807515
CZ02,0.8572906617075204
CZ03,0.850113703807195
CZ04,0.8312047546108564
CZ05,0.8498150475323201
CZ06,0.8872146083662907
DE40,0.7862043358696004
EL53,0.6779056447247664
EL54,0.5787863199909528
EL61,0.6445144291967153
EL62,0.5720591966062785
EL63,0.6904588994880517
ES70,0.10002044240633647
ITC1,0.7371470386783282
ITC2,0.7253230402866999
DE11,0.7713453526298205
DE12,0.7799110316981872
DE13,0.9328136859461665
DE14,0.9457422954340776
DE21,0.958384936551253
DE22,0.9044732011854648
DE23,0.7668875197569529
DE24,0.826000135888656
DE25,0.749736166621248
DE26,0.7544899853567283
DE27,0.8688212842990954
DE30,0.8582624117533366
EL42,0.3833906551202138
LV00,0.8723451608481506
ME00,0.798043065952758
MK00,0.6489200944701831
MT00,0.31661407550175985
NL11,0.9298531313737234
NL12,0.9096583231041829
EL64,0.5574839821706216
EL65,0.4951192190249761
ES11,0.6573482776681582
ES12,0.7407635549704233
ES13,0.772639587149024
ES21,0.6838608677188556
ES22,0.7105426012848814
ES23,0.6787737018118302
ES24,0.4907783890143037
ES30,0.5410772779335579
IE05,0.9554942041635514
IE06,0.9541034515947103
IS00,1.2177387649814289
ITC3,0.5384380027651787
FI19,0.7511244166176766
FI1B,0.7232710350925724
FI1C,0.7206449075291554
DEA1,0.7558222845196724
DEA2,0.8303579390048981
DEA3,0.7938977750639121
