nuts,June Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
DE50,1.1826482743024826
DE60,1.1153794571757316
DE71,0.9958505270381769
DE72,1.040517820417881
DE73,1.1458244944612186
DE80,0.9282071759303411
DE91,1.04021496878316
BG41,0.6271761210014423
BG42,0.5565296412135164
CH01,1.3518795240670443
AT32,1.5388514856497446
AT33,1.4923543492952982
AT34,1.5088715637723604
BE10,1.050178805490335
BE23,1.0436950288712978
BE24,1.0860440569619338
BE25,0.6974661471943061
BE31,1.0458748986323674
BE32,0.7854869352032741
BE33,1.0231940031051636
BE34,1.0758743363122145
BE35,0.9990001807610194
BG31,0.5005625949551662
BG32,0.5672822767868638
BG33,0.6157906457781792
BG34,0.5226846873760224
DE92,1.220336417357127
DE93,1.1352220182617505
DE94,1.0546774685382843
CZ07,0.9626539573073387
CZ08,0.9181447543203831
AL01,0.3650662270064155
AL02,0.5351465036471684
AL03,0.38956146196772656
AT11,1.058542338758707
AT12,1.0459213728706043
AT13,0.7830088436603546
AT21,1.3063430095712343
AT22,1.3314975445469222
AT31,1.1382918814197183
DK05,0.7668658791730801
BE21,1.0605737323562303
BE22,1.1720677884916464
ES43,0.14626555234814684
ES51,0.4296361936877171
ES52,0.18839869632696113
ES53,0.11124529726803303
ES61,0.11326352064497769
ES62,0.12099056666096052
ES63,0.022233915328979493
ES64,0.1
CH02,1.4828119198481242
CH03,1.4970524460077286
CH04,1.2515248822669187
CH05,1.2908678243557612
CH06,1.3750923140595357
CH07,0.9447689764201641
CY00,0.05436521905163924
CZ01,0.8996171752611796
CZ02,0.9134801448633273
CZ03,1.0323492226501305
CZ04,0.9396008005365729
CZ05,1.060391597263515
CZ06,1.0237320475280285
DE40,0.7920588200290998
EL53,0.3214107240239779
EL54,0.3596673627694448
EL61,0.20192702412605285
EL62,0.13693502731621265
EL63,0.19192287189265092
ES70,0.0333537757396698
ITC1,0.9011103637516499
ITC2,1.2262208332618079
DE11,1.1968564938753843
DE12,1.273101778080066
DE13,1.2941734078029792
DE14,1.42311622351408
DE21,1.354303242266178
DE22,1.0363931487003961
DE23,1.0307532827059427
DE24,1.1378187855084738
DE25,1.085839038838943
DE26,0.970831336453557
DE27,1.3674553904682398
DE30,0.7332149088382721
EL42,0.03763211214294036
LV00,0.9422163168589274
ME00,0.5832175604999066
MK00,0.4049193646137913
MT00,0.03335963090260823
NL11,1.1379671548803647
NL12,0.9800588641315698
EL64,0.16492794019480547
EL65,0.07004271199305852
ES11,0.3964799361303449
ES12,0.7955682380745809
ES13,0.71567518748343
ES21,0.7957891677816709
ES22,0.5792808605978886
ES23,0.5407941906402508
ES24,0.40706102919454373
ES30,0.2845583209147056
IE05,0.702408300464352
IE06,0.6874340746551753
IS00,0.7835238193472226
ITC3,0.6471361743907134
FI19,0.7943856728573641
FI1B,0.7776552205284436
FI1C,0.7990119655927023
DEA1,1.137580298508207
DEA2,1.0531888299932082
DEA3,0.9518457643687726
DEA4,1.1161841700474422
DEA5,1.0152536677817503
DEB1,1.0643658687050144
DEB2,1.0306378342211246
DEB3,1.1796259894967078
DEC0,1.1641353035966555
DED2,0.9844426065683365
DED4,1.0190559652944406
DED5,0.8244200614591439
DEE0,0.883395266905427
DEF0,1.153163233399391
DEG0,1.123956344773372
DK01,0.8593714622159799
DK02,0.9414276972413063
DK03,0.9356501797835032
DK04,0.7974752663945158
ES41,0.4293725663330406
ES42,0.22429939477394026
HU23,0.9100740009297927
HU31,0.9695414990807573
HU32,0.9311032687624295
HU33,0.7869201524804036
IE04,0.7505279175937176
EE00,0.8088220753706992
EL30,0.05900225055714448
EL41,0.07883039812246959
EL43,0.04224978511532148
EL51,0.36507780899604164
EL52,0.39036348797380926
FI20,0.4922569215297699
FR10,0.9803112571438154
FRB0,0.8808301164458195
FRC1,1.0090693158408006
FRC2,1.226526382068793
FRD1,0.6597762500246366
FRD2,0.7204252722362677
FRE1,0.8115759591261545
FRE2,0.8317998621612788
FRF1,1.2656961078445117
NL13,1.01595272620519
NL21,1.0183813492457072
NL22,1.2376266710460186
NL23,1.04865980570515
NL31,1.1071879545847574
NL32,1.0039321834842363
ITG2,0.21328924496968588
ITH1,1.319105605284373
ITH2,1.1184347112973532
FRI3,0.656717651647826
FRJ1,0.4647243027264873
FRJ2,0.6058134490003189
FRK1,0.8672705138412614
FRK2,0.9424988901863496
FRL0,0.5882853835821151
FRM0,0.3327905053893725
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.1268400739878416
TR32,0.22115757108355563
TR33,0.27690074434503914
HR03,0.6170603050539891
HR02,0.9527210695048173
HU11,0.85
HU12,0.8587262506286303
HU21,0.8316677839805683
HU22,0.865697716983656
PT16,0.1497382196597755
PT17,0.11389291509985924
FRF2,0.9577116506795088
FRF3,1.0680251269290844
FRG0,0.6096220419431726
FRH0,0.5592583193754156
FRI1,0.6889205493032933
FRI2,0.8424229387193918
ITC4,0.8640781785051028
ITF1,0.529482218498985
ITF2,0.4799131685247024
ITF3,0.43982438538223506
ITF4,0.27404364856580893
ITF5,0.288677529245615
ITF6,0.19843992876509825
ITG1,0.09136910929034153
LT01,1.0863386889298756
LT02,1.0584043287361662
LU00,1.1075805808107058
PL22,1.033470652749141
PL41,0.7857205244402091
PL42,0.845496238147219
PT18,0.1080994893486301
PT20,0.0
PT30,0.0
RO11,1.1747856179873148
RO12,1.0248973737160365
RO21,0.7979220089813074
RO22,0.512787215039134
RO31,0.6415088338156542
RO32,0.4995713457465172
ITH3,0.9198044831554095
ITH4,0.9953303210437298
ITH5,0.6574844621121884
ITI1,0.5243462725852926
ITI2,0.6300823365648588
ITI3,0.5940693018337091
ITI4,0.44613831490278244
LI00,1.4004699716965356
FI1D,0.9100646590193112
TR82,0.5284075739483038
TR83,0.3595938199510177
TR90,0.8012793342272441
TRA1,0.6475214922179778
TRA2,0.7485331515471141
PL43,0.905829040457805
PL51,0.9470143439869086
PL52,0.9358591308196386
PL61,0.8272466666996479
PL62,0.9271126911044121
PL63,0.9468122048303484
PL71,1.0932013606031736
PL72,1.1584451372424762
PL81,1.0893038573364417
PL82,1.2097523015613356
PL84,0.9223905471463998
PL91,1.000521456077695
PL92,0.9660911680509646
PT11,0.2429662357394894
PT15,0.04835840749243895
TRB1,0.2661278300297757
TRB2,0.35575267126162846
TRC1,0.11709064170718193
RS12,0.8516799931724867
RS21,0.6840256132185459
RS22,0.5267960843940576
SE11,0.8417348439494768
SE12,0.887437085310618
NL33,1.1102681254347166
NL34,0.933683396379153
NL41,1.0231670768310626
NL42,1.2439561441540719
PL21,0.9596684138601025
UKM6,0.9441928401589393
TR22,0.23220661766827105
TRC2,0.09719244899849097
TRC3,0.07082388773560525
UKC1,0.7112118177115917
UKC2,0.8777633912861347
UKD1,0.9475762282808622
UKD3,0.7729796941081682
UKD4,0.8282135752340157
UKD6,0.7207653226951758
UKD7,0.8852356473604838
UKE1,0.5747426440318425
UKE2,0.6573002447684606
UKE3,0.7002323724329471
RO41,0.7261948441465695
RO42,0.9729659487803777
RS11,0.7487230708201726
TR41,0.3307511094647149
TR42,0.5779443179567655
TR51,0.40202947836369274
TR52,0.25023454558104274
TR61,0.2756676675751805
TR62,0.3300158141491314
TR63,0.2725987141331037
TR71,0.2877757945408424
TR72,0.3904648730841776
TR81,0.6406674770017465
UKK1,0.5023812172313531
UKK2,0.5051555047432582
UKK3,0.6877769354730845
UKK4,0.5181603163480759
UKL1,0.8438081519057353
UKL2,0.7136858936399222
UKM5,0.7672118888547023
UKM7,0.9092287078499794
UKM8,0.9496620103716851
UKM9,0.9159826335807641
UKN0,0.7412104282528162
SE21,0.9093356312407802
SE22,0.9750814268365502
SE23,0.9945160813629628
SE31,0.9307132954398791
SE32,1.1038748160625498
SE33,1.0634007980426152
SI03,0.9736658848822117
SI04,0.9660098354021708
SK01,0.9429302776853243
SK02,1.0242488949249189
SK03,1.0447829644506177
SK04,1.0328252894183
TR10,0.3934121192743381
TR21,0.4520644118388494
UKE4,0.7718714624643326
UKF1,0.7144600972533226
UKF2,0.6178245787819227
UKF3,0.6656439397484064
UKG1,0.6920018992076318
UKG2,0.7404966843624909
UKG3,0.6779991120100022
UKH1,0.7179465639094512
UKH2,0.37754254962007205
UKH3,0.5140280505021413
UKI3,0.55
UKI4,0.55
UKI5,0.5474670266111692
UKI6,0.7720857049028079
UKI7,0.6441590011119842
UKJ1,0.6537087239325047
UKJ2,0.6321460795899232
UKJ3,0.466357280065616
UKJ4,0.74891339118282
NO09,0.8983779237916072
NO0A,1.209341894586881
NO0B,0.4759158273537954
HR05,1.182997430364291
HR06,1.0321078425894181
NO02,1.2439633153378964
NO06,1.4683734143773715
NO07,1.237962120771408
NO08,0.9594414856905739
