nuts,January Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.814202269911766
DE60,1.0052144348621368
DE71,0.9640169695019722
DE72,0.9224225044250488
DE73,1.0035844942554832
DE80,0.8243338738878568
DE91,0.7556857248768211
BG41,0.5524686117966969
BG42,0.4107189270357291
CH01,1.0077081172416607
AT32,0.779398700594902
AT33,0.8240890629589558
AT34,0.929902000228564
BE10,0.9164878492554028
BE23,0.7031057819724083
BE24,0.8444891502459844
BE25,0.778784733513991
BE31,0.8419603824615478
BE32,0.9379440575838089
BE33,1.0447381148735682
BE34,0.8944709786524375
BE35,1.0026532597839832
BG31,0.5093011477341255
BG32,0.41038922121127447
BG33,0.4565276553854346
BG34,0.514192579810818
DE92,0.7575511274238428
DE93,0.856821612889568
DE94,0.8703184048955639
CZ07,0.8097631946206093
CZ08,0.8335613871614138
AL01,0.8916053322454294
AL02,0.7723393162091573
AL03,0.7523611819371581
AT11,0.7140683437387149
AT12,0.7357419319450855
AT13,0.7499594350655874
AT21,0.62176807038486
AT22,0.7222241203611096
AT31,0.8892468921219309
DK05,0.9446704134345054
BE21,0.7216788435975711
BE22,0.8003141624232133
ES43,0.45364550603553655
ES51,0.4380133621394634
ES52,0.35053279269486665
ES53,0.42581187598407266
ES61,0.22215789072215558
ES62,0.26357826789220173
ES63,0.37773100336392723
ES64,0.6
CH02,0.9757350112001101
CH03,0.973241637647152
CH04,0.9625593828658263
CH05,0.8096648089587688
CH06,0.9333565551787615
CH07,0.702503161629041
CY00,0.49250955147047837
CZ01,0.9333333402872086
CZ02,0.9335110731422901
CZ03,0.9462622568011284
CZ04,0.9865433861191074
CZ05,0.8631909190366666
CZ06,0.7506505812207858
DE40,0.6929663560042779
EL53,0.5874870230754217
EL54,0.7424646904071172
EL61,0.6465628546973069
EL62,0.8094414996604125
EL63,0.7942046981925766
ES70,0.2250815729300181
ITC1,0.63296979945153
ITC2,0.9713786554833254
DE11,1.0706342376147708
DE12,0.9855454299598932
DE13,1.012633407736818
DE14,1.0583993838479122
DE21,0.9874886196727554
DE22,1.0139415578916668
DE23,0.9618807637443145
DE24,0.9315946015218893
DE25,0.8756902121007443
DE26,1.0084876497586568
DE27,1.1297267581025758
DE30,0.7079065004984538
EL42,0.6296085660656293
LV00,1.0695287576255699
ME00,0.9267794157067935
MK00,0.5458416838819782
MT00,0.6580309217174848
NL11,1.0165514153738817
NL12,1.027750843266646
EL64,0.6079572986811399
EL65,0.5735193332036336
ES11,0.957162600196898
ES12,0.8298785652344426
ES13,0.8606155922015508
ES21,0.9144975359241168
ES22,0.7345852879186471
ES23,0.725935081889232
ES24,0.5382446823020776
ES30,0.48915875777602197
IE05,1.070382697507739
IE06,0.9400507217893997
IS00,1.0534031083186468
ITC3,0.5690397235254446
FI19,0.7392699211835861
FI1B,0.9681942477822304
FI1C,0.913496174911658
DEA1,0.8907018236815929
DEA2,1.059327104811867
DEA3,0.7486040559907754
DEA4,0.8680598254005114
DEA5,0.9390496085087459
DEB1,0.9621004790067673
DEB2,0.8934627900520961
DEB3,0.9021592934926351
DEC0,0.8542937291165192
DED2,0.7660088306913774
DED4,0.762555987884601
DED5,0.717235549663504
DEE0,0.6812716313948234
DEF0,1.0570141460746527
DEG0,0.947130296441416
DK01,0.9567624002695083
DK02,1.0099666632091007
DK03,1.0935667240992188
DK04,0.9452558942139149
ES41,0.6983252535263698
ES42,0.39735262424995504
HU23,0.5888297732919454
HU31,0.6826522099475066
HU32,0.6109873690331976
HU33,0.5142097311715285
IE04,1.1909163971741994
EE00,1.033551103125016
EL30,0.4138899526248376
EL41,0.678139363353451
EL43,0.5607683050135771
EL51,0.4838227263962229
EL52,0.44904427727063495
FI20,1.046935989211003
FR10,1.0329967144255836
FRB0,0.8096342148880163
FRC1,0.9306098528206348
FRC2,0.9127887964248658
FRD1,0.9553444442028801
FRD2,0.9237266932924588
FRE1,1.0154503593842188
FRE2,0.9709273148948948
FRF1,0.9645251779506604
NL13,0.9702875937024752
NL21,0.748029088973999
NL22,0.7562064724663894
NL23,0.748105259736379
NL31,0.7665264050165812
NL32,0.8608121406286955
ITG2,0.5555217663447062
ITH1,0.5971202223251263
ITH2,0.5374245787660281
FRI3,0.9043977023102343
FRJ1,0.6876352835446596
FRJ2,0.7019088317950567
FRK1,0.8944356872389714
FRK2,0.9039494412640731
FRL0,0.5213140646616617
FRM0,0.6050998988250892
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.7626731937130292
TR32,0.6936117538561424
TR33,0.770501738662521
HR03,0.8270923896382253
HR02,0.692288105438153
HU11,0.6501975367466609
HU12,0.6156327941765388
HU21,0.7228062288835645
HU22,0.7459644875178735
PT16,0.5726477623917162
PT17,0.636121915280819
FRF2,0.9329808341960112
FRF3,0.8944179067077737
FRG0,0.88775091804564
FRH0,1.0190399987002214
FRI1,0.8284506154557069
FRI2,0.9477134176840385
ITC4,0.6201895297815402
ITF1,0.623393943781654
ITF2,0.6773803405463695
ITF3,0.7527351775517066
ITF4,0.5236814515044291
ITF5,0.6277800422161818
ITF6,0.7784100436915954
ITG1,0.6990149295578401
LT01,1.041006314692398
LT02,1.0080891402438283
LU00,0.8299982187648615
PL22,0.7447719958921274
PL41,0.8474844876676798
PL42,0.9407504439353943
PT18,0.466408810329934
PT20,0.0
PT30,0.0
RO11,0.9099777099986871
RO12,0.8700142368674278
RO21,0.6656407301624616
RO22,0.46927295786639056
RO31,0.5654083827510477
RO32,0.502475156635046
ITH3,0.5545284475510319
ITH4,0.6073468152433634
ITH5,0.46738991932943463
ITI1,0.5845103968555728
ITI2,0.6926075684527556
ITI3,0.5408882359663646
ITI4,0.7399416539197167
LI00,0.9322367628415426
FI1D,0.7430038853238027
TR82,0.7976439873998363
TR83,0.7691855092843374
TR90,0.9724961721648773
TRA1,0.771114585051934
TRA2,0.9334608852863312
PL43,0.6771524931614598
PL51,0.8875612054641048
PL52,0.8529558484752973
PL61,0.7983825117349624
PL62,0.9367529589061936
PL63,0.9897392092272639
PL71,0.8810588054358959
PL72,1.0083320440103611
PL81,0.9244675682547192
PL82,1.0780069567263126
PL84,0.8740829425553481
PL91,0.8883285246789455
PL92,0.8642612288395564
PT11,0.6072440375884374
PT15,0.3435248851776123
TRB1,0.6384102505942185
TRB2,0.6888492713371913
TRC1,0.5111387105037769
RS12,0.712277785440286
RS21,0.9197725621362527
RS22,0.8387726909170549
SE11,0.8167894324908654
SE12,0.7825441025818388
NL33,0.8798233844339848
NL34,0.879659837236007
NL41,0.7333812425533931
NL42,0.8642829716205597
PL21,0.8911240399504702
UKM6,1.3022448129951953
TR22,0.7157316412776709
TRC2,0.3975916184174518
TRC3,0.3579231585065524
UKC1,0.9534702628850937
UKC2,1.0239594206213951
UKD1,0.955156664053599
UKD3,1.1270990644892056
UKD4,1.116437300046285
UKD6,1.062968233972788
UKD7,1.1553592570126057
UKE1,0.7639429597804944
UKE2,1.0016923775275548
UKE3,0.8181641943752765
RO41,0.638964073608319
RO42,0.8769622549414635
RS11,0.7871910328666369
TR41,0.7724114085237185
TR42,0.9574610012272994
TR51,0.8235950181881587
TR52,0.6532155096530914
TR61,0.665823173771302
TR62,0.5898579519552489
TR63,0.712845140385131
TR71,0.7249903697520494
TR72,0.7828212946653366
TR81,0.9559383615851402
UKK1,0.9850765277942022
UKK2,1.072536322971185
UKK3,1.1085084095597266
UKK4,1.077100146561861
UKL1,1.1449863163133462
UKL2,1.080527015030384
UKM5,1.1236961076656977
UKM7,1.166484847664833
UKM8,1.2307423527042072
UKM9,1.1087059450646242
UKN0,1.1764091163873673
SE21,0.8676839695622524
SE22,0.88016625319918
SE23,0.950985251305004
SE31,0.903685132941852
SE32,0.9922389109929403
SE33,0.8393792465329171
SI03,0.7180533595383167
SI04,0.6812721761564414
SK01,0.6970975254972775
SK02,0.8174434691046675
SK03,0.889148069297274
SK04,0.8334748774766922
TR10,0.7935257413734992
TR21,0.523404814923803
UKE4,0.9822044007480144
UKF1,0.8546354537208875
UKF2,0.9488698252787192
UKF3,0.7826546763380369
UKG1,1.0163924810787042
UKG2,1.0141633446017901
UKG3,0.9840918928384781
UKH1,0.9689733937382699
UKH2,0.8841451461116473
UKH3,0.9395298684636751
UKI3,0.8333333333333334
UKI4,0.8333333333333334
UKI5,0.8328560466567675
UKI6,0.8498634745677313
UKI7,0.8783486704031627
UKJ1,0.9281194663296143
UKJ2,0.8635616605480512
UKJ3,1.0783722899854182
UKJ4,0.9823954738676548
NO09,1.0550656273340187
NO0A,1.2867487020790578
NO0B,1.3275071461995442
HR05,0.861430914203326
HR06,0.7381248729924361
NO02,1.0255654635528724
NO06,1.1240646767119566
NO07,0.8759156977136929
NO08,0.9377268418048819
