nuts,June Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,1.0621550237139066
DE60,0.9950174277027448
DE71,0.906455947458744
DE72,0.8627668250352144
DE73,0.7903444213792682
DE80,0.7263687050590912
DE91,0.9308952628945311
BG41,0.8029989919314782
BG42,0.6150531385093927
CH01,1.1721400464574496
AT32,1.3012309730052949
AT33,1.3903459946314494
AT34,1.4489252991974353
BE10,0.8504470278819402
BE23,0.5592859941224257
BE24,0.9169497807820638
BE25,0.7231468513607979
BE31,0.9454537153244018
BE32,0.6504348977158467
BE33,1.138957684735457
BE34,1.0101197477430106
BE35,1.0165502885977427
BG31,0.7428284766773383
BG32,0.7085344343135754
BG33,0.6470135930304726
BG34,0.5167536575968067
DE92,0.9495197674880426
DE93,1.0348097690691551
DE94,1.0251288784046968
CZ07,1.0461781409879525
CZ08,0.9412990314265092
AL01,0.6459420749296745
AL02,0.5408102999130885
AL03,0.41752329332133137
AT11,0.7985620275139809
AT12,1.0137130482743184
AT13,1.0586375385522842
AT21,1.1301836710423232
AT22,1.2163374660536648
AT31,0.9458283357322216
DK05,0.7202142755190531
BE21,1.0121455835799376
BE22,1.1691722293694815
ES43,0.19318520557135344
ES51,0.4495277078822255
ES52,0.21056633616487186
ES53,0.17141676768660546
ES61,0.17565355154996118
ES62,0.14776310585439206
ES63,0.07776608169078827
ES64,0.13333333333333333
CH02,1.3202440962195396
CH03,1.3371030514438946
CH04,1.0733473281065622
CH05,1.2278373797734579
CH06,1.2270766538878282
CH07,0.9816542809208234
CY00,0.03458074989418189
CZ01,0.839735509455204
CZ02,0.94704930956165
CZ03,0.9661815812190374
CZ04,0.8571183376014233
CZ05,0.9377050649374723
CZ06,0.8694264711191256
DE40,0.7607774446407954
EL53,0.3577475340416034
EL54,0.3227883784721295
EL61,0.20926166884601116
EL62,0.12425124471386274
EL63,0.2384529232357939
ES70,0.05002036293347677
ITC1,1.014198140768955
ITC2,1.1068537031610808
DE11,1.010371526579062
DE12,1.2205597666402659
DE13,1.1619826917846998
DE14,1.0941649397214255
DE21,1.0364160935084026
DE22,0.9638965473820765
DE23,0.8767268127451341
DE24,0.9515457525849342
DE25,1.0720553979277612
DE26,1.0464106762160859
DE27,1.3618581123650073
DE30,0.6292139604687691
EL42,0.04485828367372354
LV00,0.9045057062990963
ME00,0.7653921561936537
MK00,0.5221731389562289
MT00,0.0
NL11,1.1603576975564163
NL12,0.9003664257625739
EL64,0.19992907817165056
EL65,0.11088384166359902
ES11,0.4470829195653399
ES12,0.8987183287118872
ES13,0.6993180267512799
ES21,0.5752660285681486
ES22,0.5416114748766024
ES23,0.6118838970859846
ES24,0.45135856593648593
ES30,0.35387676656246186
IE05,0.6503064175446828
IE06,0.691255347803235
IS00,0.7864308367172878
ITC3,0.6389343194663525
FI19,0.703310125352194
FI1B,0.7936872828751802
FI1C,0.6498532476524512
DEA1,1.0292246048649152
DEA2,0.8996679708361626
DEA3,0.9846963442862033
DEA4,0.939573801557223
DEA5,1.007976541419824
DEB1,0.8780362889170646
DEB2,0.832631187637647
DEB3,1.066666124264399
DEC0,1.0125425450503827
DED2,0.8981486675639947
DED4,0.8635073865453402
DED5,0.6186874865243832
DEE0,0.8519924456874529
DEF0,1.0625956391294797
DEG0,0.8296456365535657
DK01,0.7735934101045132
DK02,0.8941668286919594
DK03,0.8439042690520485
DK04,0.9183393985033035
ES41,0.49636570960283277
ES42,0.3158056281351795
HU23,0.8252526008834441
HU31,0.7607100597272317
HU32,0.801658405115207
