nuts,September Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.6571152086059252
DE60,0.6052137956023216
DE71,0.6258629245062669
DE72,0.5725795393188794
DE73,0.6753592310473323
DE80,0.6548696121821801
DE91,0.7190798309942087
BG41,0.4861613647391399
BG42,0.3499319306264321
CH01,0.8650054452940822
AT32,0.7422879228989283
AT33,0.8467935611804326
AT34,0.8457481399178505
BE10,0.7250670497616132
BE23,0.699668088555336
BE24,0.7582364834845066
BE25,0.6947526529431343
BE31,0.6915502866109212
BE32,0.7348361682146788
BE33,0.7079388576249281
BE34,0.5861049495637417
BE35,0.6716827783733607
BG31,0.3959618523716927
BG32,0.2866416364287337
BG33,0.28779254406690596
BG34,0.29993343210468687
DE92,0.7065618187809984
DE93,0.6100126424183449
DE94,0.7146739561731617
CZ07,0.48826719988137485
CZ08,0.542808103064696
AL01,0.5570157098894318
AL02,0.4498838714013497
AL03,0.51198604007562
AT11,0.5426474079489708
AT12,0.5996622593452533
AT13,0.666626105705897
AT21,0.6691408780713876
AT22,0.6747531605263551
AT31,0.6437876212100188
DK05,0.6906068762143452
BE21,0.7624494840701421
BE22,0.7774242880443732
ES43,0.1871127569116652
ES51,0.46934494307885566
ES52,0.34980723410844805
ES53,0.3316762468467156
ES61,0.19070395686042804
ES62,0.28136135966827475
ES63,0.1110643337170283
ES64,0.1
CH02,0.9792863392581542
CH03,0.9930930127700169
CH04,0.8813327836493651
CH05,0.8064799503733714
CH06,1.0332399409264326
CH07,0.6060834156970183
CY00,0.05435392744839192
CZ01,0.41990255465110143
CZ02,0.5239966518556078
CZ03,0.6164343560114502
CZ04,0.6506519828612606
CZ05,0.5397313831374049
CZ06,0.48561814532925685
DE40,0.5600884212491413
EL53,0.41335419602692125
EL54,0.4330884613096714
EL61,0.3410579969485601
EL62,0.3866071297476689
EL63,0.38790829765299956
ES70,0.025060969591140746
ITC1,0.5080245561897755
ITC2,0.686730403949817
DE11,0.7276623821506898
DE12,0.7350268140435219
DE13,0.8593349672853947
DE14,0.7466137448946635
DE21,0.6416113742937645
DE22,0.6209373961513242
DE23,0.6960033208752672
DE24,0.636391981318593
DE25,0.6150840020428101
DE26,0.6729760299126307
DE27,0.6691719764222701
DE30,0.6289062142372132
EL42,0.08470319239422679
LV00,0.8503809354268015
ME00,0.46120733631153904
MK00,0.4744065884500742
MT00,0.2501577839255333
NL11,0.7863569609820843
NL12,0.9286998758713404
EL64,0.29281540860732397
EL65,0.19293565129240353
ES11,0.3123781707448264
ES12,0.3941050714502732
ES13,0.39209094519416493
ES21,0.2978241683294376
ES22,0.3474410351365805
ES23,0.3263459688673417
ES24,0.3189875742420554
ES30,0.22578126428027948
IE05,0.7164836995303631
IE06,0.8131629350284736
IS00,1.2095351407925288
ITC3,0.4435471264024576
FI19,0.7962191117306551
FI1B,0.8421621591473619
FI1C,0.8540181010961533
DEA1,0.7547994921604793
DEA2,0.801874860500296
DEA3,0.7068205260982116
DEA4,0.712225083510081
DEA5,0.7370136372745038
DEB1,0.6872741725295782
DEB2,0.6151857585956653
DEB3,0.7341690814743439
DEC0,0.7592533332606156
DED2,0.6366779260337353
DED4,0.7325643093635639
DED5,0.7043034940958023
DEE0,0.6774133692185084
DEF0,0.7012178341547648
DEG0,0.6845465380698442
DK01,0.655572348088026
DK02,0.7030855208014448
DK03,0.7532963624844948
DK04,0.7110135565201442
ES41,0.28705477590362233
ES42,0.27554396266738573
HU23,0.5039140715574225
HU31,0.4817366557816664
HU32,0.5326201300447185
HU33,0.5533549642811219
IE04,0.9822484406332175
EE00,0.8074809675415356
EL30,0.11081177132825057
EL41,0.1292872070024411
EL43,0.14870727062225342
EL51,0.30449377788851656
EL52,0.42914182258148986
FI20,0.807668129603068
FR10,0.5583467148244381
FRB0,0.48820087953160207
FRC1,0.5771376276388764
FRC2,0.8179215817401807
FRD1,0.47020876153061786
FRD2,0.47392140508939823
FRE1,0.6071526059880853
FRE2,0.52633545268327
FRF1,0.8113537549972534
NL13,0.7410372679432233
NL21,0.7422062436739604
NL22,0.734256678322951
NL23,0.7405737069745858
NL31,0.7371143122514089
NL32,1.030399530629317
ITG2,0.35364430081099274
ITH1,0.6780793227255344
ITH2,0.6347989129523436
FRI3,0.4168671808515986
FRJ1,0.4091523121111095
FRJ2,0.4409723524004221
FRK1,0.6069539626749854
FRK2,0.5741983224327366
FRL0,0.3697204142498473
FRM0,0.4583738069981337
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.18666855040937663
TR32,0.21646251395965616
TR33,0.2184952197596431
HR03,0.42523692070196073
HR02,0.5457567664484183
HU11,0.5166271597146987
HU12,0.5650163782139619
HU21,0.489957440768679
HU22,0.4795117616032561
PT16,0.24800116242840886
PT17,0.12503644277652104
FRF2,0.6789442400137583
FRF3,0.8345249973237514
FRG0,0.435896577530851
FRH0,0.46805038675665855
FRI1,0.4615470280560354
FRI2,0.5343725102643172
ITC4,0.5106499849508206
ITF1,0.5188392942771316
ITF2,0.41577084809541703
ITF3,0.47642734944820403
ITF4,0.41480047106742857
ITF5,0.4285783588886261
ITF6,0.43857942869265876
ITG1,0.5147310723240177
LT01,0.7160481667766968
LT02,0.7563666558514038
LU00,0.6127954659362634
PL22,0.719696495992442
PL41,0.6639700462420781
PL42,0.5489599669973055
PT18,0.15791958287979166
PT20,0.0
PT30,0.0
RO11,0.649335422522078
RO12,0.531085985309134
RO21,0.43993543547888597
RO22,0.3242122543354829
RO31,0.3703688640147448
RO32,0.29293322438995045
ITH3,0.6386769970878958
ITH4,0.6262836091220378
ITH5,0.5239900908432901
ITI1,0.524085717710356
ITI2,0.5041686912377675
ITI3,0.6399208419024944
ITI4,0.4867783647030592
LI00,0.8339599619309107
FI1D,0.7706579133868218
TR82,0.3606734149468442
TR83,0.39445751287663977
TR90,0.5625803584853808
TRA1,0.3029712261942526
TRA2,0.3828868975241979
PL43,0.5589943174893658
PL51,0.5532063514615099
PL52,0.48494997459153333
PL61,0.5628654352699717
PL62,0.6027728034804265
PL63,0.6191856397936741
PL71,0.6501380294561386
PL72,0.741680785951515
PL81,0.695582053096344
PL82,0.7306268807500601
PL84,0.5524911479403575
PL91,0.6611598172535499
PL92,0.6408961592863004
PT11,0.2989355240017176
PT15,0.1050268292427063
TRB1,0.16362538669879237
TRB2,0.1724769006172816
TRC1,0.05795841266711553
RS12,0.47480826303362844
RS21,0.585637689443926
RS22,0.48011403844381373
SE11,0.612425372749567
SE12,0.5447132696397603
NL33,0.8853301929930846
NL34,0.7998173775772254
NL41,0.7612972444544236
NL42,0.7125333219766616
PL21,0.7130276039242744
UKM6,1.0011952176690102
TR22,0.23658358237395685
TRC2,0.06537755029276013
TRC3,0.06423617328206697
UKC1,0.7199451533456643
UKC2,0.6446971354385217
UKD1,0.9156594435373943
UKD3,0.7623106482128302
UKD4,0.8906560499221087
UKD6,0.6362014412879944
UKD7,0.7406175109247367
UKE1,0.5473116726924976
UKE2,0.660442924996217
UKE3,0.44486485943198206
RO41,0.4542189251631498
RO42,0.5178956567309797
RS11,0.541205550233523
TR41,0.35565061690285804
TR42,0.3807362058510383
TR51,0.16834575285514194
TR52,0.11171014588326215
TR61,0.22477031983435153
TR62,0.20527127329260111
TR63,0.11611762115110953
TR71,0.1443376406095922
TR72,0.19472027576218048
TR81,0.3426811347405116
UKK1,0.5210945052405198
UKK2,0.5469521522521973
UKK3,0.5493611622601747
UKK4,0.5481694623827934
UKL1,0.693384583791097
UKL2,0.5550054971749584
UKM5,0.6869768912593524
UKM7,0.7938349031532804
UKM8,0.9027914583683014
UKM9,0.8578408477207025
UKN0,0.9470564202715953
SE21,0.6107906340310971
SE22,0.5167725170652072
SE23,0.6175880354518691
SE31,0.6384821809828282
SE32,0.8329085228343804
SE33,0.8494160917898019
SI03,0.6490353632718324
SI04,0.6112351636091868
SK01,0.5154470287263393
SK02,0.4707820956905683
SK03,0.5907329513380924
SK04,0.557980115711689
TR10,0.43530314738551773
TR21,0.29880952977885805
UKE4,0.6843867848316828
UKF1,0.39979594722390177
UKF2,0.4488696655879418
UKF3,0.4603772013137738
UKG1,0.4895612565179666
UKG2,0.5335041823486487
UKG3,0.5058083017667134
