nuts,Autumn Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
RO42,2.1044925481081007
RS11,1.9117741684118907
TR41,1.4210004637638727
TR42,1.783114240105663
TR51,1.2012598812580109
TR52,0.9420014459639787
TR61,0.8237666474034389
TR62,1.0978439425428708
TR63,1.0945079922676086
TR71,1.1946592062711716
TR72,1.5053996394077938
TR81,2.081980396807194
UKK1,2.668133109807968
UKK2,2.7905671179294584
UKK3,2.9450043674026216
UKK4,2.814101787408193
UKL1,3.6622806787490845
UKL2,3.0253162554332187
UKM5,3.260369437932968
UKM7,3.6786654392878213
UKM8,4.67574303150177
UKM9,4.0495924949646
UKN0,3.6757468303044636
SE21,2.833081928888957
SE22,3.0875286062558494
SE23,3.279157309696592
SE31,3.0589657158687196
SE32,3.6483760217825574
SE33,3.5827388683954875
SI03,2.4713146095829353
SI04,2.376974081354482
SK01,1.9709977543559567
SK02,2.2277851298451425
SK03,2.470625444253286
SK04,2.2713308095932008
TR10,1.8229589972645044
TR21,1.4763368661204974
UKE4,3.0352407852808634
UKF1,2.93629541479308
UKF2,2.6566227011639496
UKF3,2.740377977242072
UKG1,2.7536355709207467
UKG2,2.9921149696622575
UKG3,2.8264324430908476
UKH1,2.7139794290065766
UKH2,2.413550365716219
UKH3,2.3071538865566255
UKI3,2.9166666666666665
UKI4,2.9166666666666665
UKI5,2.5538546418150267
UKI6,2.7106560309727987
UKI7,2.511498510837555
UKJ1,2.4972608347733813
UKJ2,2.9824476689100266
UKJ3,2.960763692855835
UKJ4,2.6224945296843845
NO09,3.6417101502418516
NO0A,4.6284611066182455
NO0B,5.138618803024292
HR05,2.517201758424441
HR06,2.4156405308416913
NO02,3.7165315111478168
NO06,4.2585134943326315
NO07,4.206127206484477
NO08,3.5488678932189943
