nuts,March Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.7186303878823916
DE60,0.8713868677616119
DE71,0.8825539525598287
DE72,0.9964420715967814
DE73,0.974379675462842
DE80,0.7545332849025727
DE91,0.8088222193221252
BG41,0.7785447382235101
BG42,0.6383083414818559
CH01,0.8377384133636951
AT32,1.026899265497923
AT33,1.086992469181617
AT34,0.9875842024882634
BE10,1.0332886293530463
BE23,1.0022620379924774
BE24,0.8955699162823814
BE25,0.9190408575038115
BE31,1.0048353906188692
BE32,0.8121823891997337
BE33,0.9064555088678996
BE34,0.8567414547006289
BE35,0.9113139395912488
BG31,0.743199711399419
BG32,0.5620486571763953
BG33,0.5307352124402921
BG34,0.6233724129519292
DE92,0.881213199160993
DE93,0.8305553968197533
DE94,0.8241722110658884
CZ07,0.9984007375935714
CZ08,0.9846567928791046
AL01,0.8308870820993823
AL02,0.8811357642213503
AL03,0.7534231094643473
AT11,0.7510806877166033
AT12,0.7512621493743998
AT13,0.7168694764375687
AT21,0.8665258881946405
AT22,0.9408319807300966
AT31,1.0030641611665487
DK05,0.7729136740788818
BE21,1.0789123398384877
BE22,0.7370483316481113
ES43,0.36543357335031035
ES51,0.4264922772223751
ES52,0.2549117069070538
ES53,0.28586343702461037
ES61,0.40196425494117044
ES62,0.2562484001119932
ES63,0.3558128068844477
ES64,0.14285714285714285
CH02,0.897507861815393
CH03,0.9968627169728279
CH04,1.0260889823238055
CH05,1.0097464144229888
CH06,0.9751856618871292
CH07,0.6778677995006244
CY00,0.33327685159941517
CZ01,0.7864996219674746
CZ02,0.9298071222645896
CZ03,0.870261826304098
CZ04,0.8997327981383673
CZ05,1.0507541786879302
CZ06,0.8823651123791934
DE40,0.8660934204856555
EL53,0.7309500867766994
EL54,0.777507484331727
EL61,0.6515185649373701
EL62,0.6186790274722236
EL63,0.8439664510389169
ES70,0.0999391496181488
ITC1,0.4512010518771907
ITC2,0.6332616111529725
DE11,0.8619239690846631
DE12,0.8942994698882103
DE13,0.9261135280132293
DE14,0.9392946381121874
DE21,0.8978311199694872
DE22,0.8097346766541401
DE23,0.8436232918252548
DE24,0.9975597135722637
DE25,0.8439967919673238
DE26,0.9216101398070653
DE27,0.9509869353224834
DE30,0.916501076022784
EL42,0.4016242886760405
LV00,0.9897229054144451
ME00,0.8087750350435575
MK00,0.7108531756947438
MT00,0.23333333532015482
NL11,0.8399406845370928
NL12,0.8582567798594634
EL64,0.5300280765940746
EL65,0.5168591251596808
ES11,0.6758985053747892
ES12,0.7151480279862881
ES13,0.5884739245687213
ES21,0.5208452779799699
ES22,0.6706447915484508
ES23,0.5720508992671967
ES24,0.4381419448492428
ES30,0.4274837379654249
IE05,0.8633271473149459
IE06,0.8925008337412562
IS00,1.139946202437083
ITC3,0.4422115898380677
FI19,0.8171144092300285
FI1B,0.9337624859597001
FI1C,0.7882765031264474
DEA1,1.0109123282134533
DEA2,0.8985704585909844
DEA3,0.8919980552047491
DEA4,0.9384039121546915
DEA5,1.0009195475528638
DEB1,0.898800135900577
DEB2,0.9550387437588402
DEB3,0.8427030280232429
DEC0,0.9232012507106576
DED2,1.0575505763292312
DED4,1.071593020359675
DED5,0.9029320438702901
