nuts,Summer Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
UKJ3,1.9060042614738146
UKJ4,2.153883251136747
NO09,2.72193869749705
NO0A,4.003603156407674
NO0B,2.270510196685791
HR05,2.220770053068797
HR06,2.2732116311788557
NO02,3.7969188570976256
NO06,4.765395822196171
NO07,4.045306388537089
NO08,3.034596351782481
