nuts,Summer Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
DE50,3.4925933043162027
DE60,2.7213565622057234
DE71,2.6071841438611347
DE72,2.7833263874053955
DE73,3.1808764318625133
DE80,2.7639778157075248
DE91,3.292180914963995
BG41,1.5898375923434893
BG42,1.17100371304771
CH01,3.253394046000072
AT32,3.9202000300089517
AT33,3.9196144501368204
AT34,3.598842660586039
BE10,2.357621803879738
BE23,1.7027184247970581
BE24,2.3789580251489366
BE25,1.9742871254150356
BE31,2.4779131284781863
BE32,2.1392063438892364
BE33,3.0167994196216266
BE34,2.4558863679567975
BE35,2.7378943881818225
BG31,1.5316815584897996
BG32,1.5950077265501021
BG33,1.6497339986885586
BG34,1.3753376620511213
DE92,3.0136638998985292
DE93,3.105087635772569
DE94,3.0487907571452006
CZ07,3.0580797384182614
CZ08,3.2621689160664875
AL01,0.9152821422864993
AL02,0.7831746672590574
AL03,0.633424857010444
AT11,2.907265277703603
AT12,3.399171508351962
AT13,3.1924576143423717
AT21,2.893881831566493
AT22,3.614960209528605
AT31,3.8235394239425657
DK05,2.267888651912411
BE21,2.4476129029478346
BE22,2.8627733469009398
ES43,0.205056545107315
ES51,0.830585524563988
ES52,0.42445427402853964
ES53,0.19699643092850844
ES61,0.18468705892363296
ES62,0.23939690605870315
ES63,0.11106433272361756
ES64,0.1
CH02,3.375565731525421
CH03,3.858954330970501
CH04,3.7475412686665854
CH05,3.3375853578249615
CH06,3.6082188582846095
CH07,1.9908019609749317
CY00,0.07659518830478192
CZ01,2.3665970370173453
CZ02,2.876124943124837
CZ03,2.9099878328187123
CZ04,2.892512760559718
CZ05,2.925339381210506
CZ06,2.6913279463847477
DE40,2.620304427544276
EL53,0.5851614338656267
EL54,0.5543887012948593
EL61,0.43361394392947356
EL62,0.23602993662158647
EL63,0.40908904125293094
ES70,0.041768282651901245
ITC1,1.8108142107725143
ITC2,2.4149744590123494
DE11,2.8566202421983085
DE12,2.69988967691149
DE13,3.157590647538503
DE14,3.6461573796612874
DE21,3.672065556049347
DE22,3.10801042219003
DE23,2.713321300347646
DE24,2.781027101476987
DE25,2.7461351176102955
DE26,2.7328732865197316
DE27,3.753095225493113
DE30,2.6997858390212057
EL42,0.037643989299734434
LV00,3.384230049451192
ME00,1.1680820003151893
MK00,1.0151576901475587
MT00,0.06664036959409714
NL11,3.266636635859807
NL12,2.743005099892616
EL64,0.42468275328477223
EL65,0.19481146813680728
ES11,0.6988495817141873
ES12,1.1624362700929245
ES13,1.3271864830205837
ES21,1.3247484823067983
ES22,1.0254623000820478
ES23,0.9284149844199419
ES24,0.8221905663609504
ES30,0.42335146677990754
IE05,2.4217851996421813
IE06,2.4929462571938834
IS00,3.066946041584015
ITC3,0.9363950215280056
FI19,3.084378582239151
FI1B,2.9020376024146874
FI1C,3.2221024975180628
DEA1,2.844350991504533
DEA2,2.8101645330588023
DEA3,2.9036744038263955
DEA4,3.1323653353112086
DEA5,3.2758177518844604
DEB1,2.4877237915992736
DEB2,2.3407207826773324
DEB3,2.5360818107922873
DEC0,2.5406302442153295
DED2,2.703444935878118
DED4,3.0019423246383665
DED5,2.2098986715078355
DEE0,3.165913952115391
DEF0,2.70577658812205
DEG0,2.9836259154336795
DK01,2.845407536625862
DK02,2.3203276962041857
DK03,2.589816488822301
DK04,2.8812460631132124
ES41,0.6540545339385668
ES42,0.5007632677753766
HU23,2.042422732214133
HU31,2.036143900329868
HU32,2.0112240453561148
HU33,2.1173500418663025
IE04,3.1236769715944925
EE00,3.1592466910680135
EL30,0.12357934564352036
EL41,0.12880565772453945
EL43,0.09987329952418804
EL51,0.8432810394359487
EL52,0.8605162533620994
FI20,2.1794768343369166
FR10,1.92840173492829
FRB0,1.6853733688592911
FRC1,2.158364857946123
FRC2,2.6677529758640697
FRD1,1.8463003824154536
FRD2,2.174568328364142
FRE1,1.906192154756614
FRE2,1.9640622303403656
FRF1,2.9739443977673847
NL13,3.5355140725771586
NL21,3.3392598224537715
NL22,3.323994083063943
NL23,3.12359070032835
NL31,2.691549774010976
NL32,2.673907784620921
ITG2,0.28939016020546354
ITH1,2.7701851705710094
ITH2,2.7134052902460097
FRI3,1.2402096949207286
FRJ1,0.9090953300396601
FRJ2,1.2397102069641863
FRK1,1.8059884618435587
FRK2,1.956026315689087
FRL0,0.9258388429880142
FRM0,0.46407095293203987
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.2538131697724263
TR32,0.24649107567965983
TR33,0.3946241980418563
HR03,1.0793767930629352
HR02,1.9944658373482524
HU11,1.7167456795771916
HU12,1.9600995610157648
HU21,1.7965570511917273
HU22,2.283407811323802
PT16,0.30171660576015713
PT17,0.13897829974691073
FRF2,2.3680229470133782
FRF3,2.612573866049449
FRG0,1.1194500128428142
FRH0,1.2273422502752007
FRI1,1.420059582591057
FRI2,1.8500305771827699
ITC4,1.8467445969581604
ITF1,0.722678714032684
ITF2,0.782673586958221
ITF3,0.6860585500796635
ITF4,0.5535461085715464
ITF5,0.7162874547143777
ITF6,0.46477617186804615
ITG1,0.2100973347822825
LT01,3.0343644074324905
LT02,3.2595486879348754
LU00,2.0993508448203406
PL22,3.271709901094437
PL41,2.514488495886326
PL42,3.049050384759903
PT18,0.19131781747564675
PT20,0.0
PT30,0.0
RO11,3.124652667840322
RO12,3.042477309703827
RO21,2.7169471650288024
RO22,1.91168336023887
RO31,2.022448769956827
RO32,2.057752276957035
ITH3,2.185146501660347
ITH4,2.2180763324101767
ITH5,1.231197782047093
ITI1,0.6896948014385998
ITI2,0.8180143532476255
ITI3,0.9069273192435503
ITI4,0.6737759890655677
LI00,3.3334116617838543
FI1D,3.327347387870153
TR82,0.8578163837393125
TR83,0.7181984800845385
TR90,1.6525775412718455
TRA1,0.8515890448664626
TRA2,1.182249132792155
PL43,2.592501599213173
PL51,2.784556580574385
PL52,2.955907881259918
PL61,2.7181120110409602
PL62,3.4216725464378084
PL63,3.214426277081172
PL71,3.084938681125641
PL72,3.701949253678322
PL81,3.626374567377156
PL82,3.7054996291796365
PL84,3.131645158926646
PL91,3.1205922790936063
PL92,3.2299657421452657
PT11,0.4451953225458662
PT15,0.08440017340512111
TRB1,0.3498483100285133
TRB2,0.4557902291417122
TRC1,0.13031107892415353
RS12,2.0387202399472395
RS21,1.4443306282162667
RS22,1.3811678066849709
SE11,2.562381931145986
SE12,3.0123238186041514
NL33,2.527553719778856
NL34,2.260673808058103
NL41,2.6599744727214176
NL42,2.6924856241260255
PL21,3.8405868328850845
UKM6,3.094457197189331
TR22,0.5127369858014087
TRC2,0.11402524236975045
TRC3,0.09487037509679794
UKC1,2.3122242371241253
UKC2,2.3572995007038116
UKD1,2.762985376516978
UKD3,2.5976485473414264
UKD4,2.683587920169036
UKD6,2.5881755620241167
UKD7,2.8624511093928895
UKE1,2.090321888526281
UKE2,2.335357640186946
UKE3,2.0704834133386614
RO41,1.8277965098619462
RO42,2.4582774599393207
RS11,1.61233505209287
TR41,0.634631204418838
TR42,1.1588808516661326
TR51,0.46393397512535256
TR52,0.40527301530043286
TR61,0.42849808918933074
TR62,0.6013588450849057
TR63,0.3395665306597948
TR71,0.4359111385419965
TR72,0.6320252165198326
TR81,1.467215191324552
UKK1,2.0765095472335817
UKK2,1.9897309941550096
UKK3,1.941722279538711
UKK4,1.9721309572458268
UKL1,2.3609697350433896
UKL2,2.385638685027758
UKM5,2.925704222917557
UKM7,2.7627402544021606
UKM8,2.8953700254360837
UKM9,2.821208882331848
UKN0,2.880948143204053
SE21,2.769161363442739
SE22,2.7875890215237935
SE23,3.540281493088295
SE31,3.5224804361661275
SE32,3.6477508624394734
SE33,3.8744166056315104
SI03,2.0113835632801056
SI04,2.1333495265450972
SK01,2.4099972158670426
SK02,2.51015185713768
SK03,2.8378197491168975
SK04,2.602013638118903
TR10,0.8045288727929195
TR21,0.7105036788973315
UKE4,2.2187014701110974
UKF1,2.059317871928215
UKF2,2.004070442914963
UKF3,2.08436552186807
UKG1,2.190268916885058
UKG2,2.398863606651624
UKG3,2.0222224016984303
UKH1,2.02014938108623
UKH2,1.9543291081984837
UKH3,2.1662810647061894
UKI3,1.8833333333333333
UKI4,1.8833333333333333
UKI5,2.0798458054661753
UKI6,2.112818935087749
UKI7,1.8892354925473531
UKJ1,1.8374502162138622
UKJ2,1.8082003819623165
