nuts,March Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.6943483124176661
DE60,0.7170293956995011
DE71,0.6956419847905636
DE72,0.822342515985171
DE73,0.7357715934514999
DE80,0.7206191876903176
DE91,0.7711116318280499
BG41,0.7839864544570446
BG42,0.551333601338168
CH01,0.754470748702685
AT32,0.9423150484760602
AT33,0.8439946576952935
AT34,0.6905327215790749
BE10,0.7670242885748545
BE23,0.6383963706592719
BE24,0.6558386703332265
BE25,0.7808315716683865
BE31,0.6209247767925262
BE32,0.7314587855090697
BE33,0.5888551094879707
BE34,0.7051234977940718
BE35,0.7142509066810211
BG31,0.5391277661547065
BG32,0.5753882500653466
BG33,0.5145647145807744
BG34,0.5419465700785319
DE92,0.7996717768410841
DE93,0.7709583589186271
DE94,0.7609287057071924
CZ07,0.9273383817325036
CZ08,0.9421853343645732
AL01,0.8228296707073848
AL02,0.8130655460059643
AL03,0.7231466579561432
AT11,0.6937000434845686
AT12,0.7705132029950619
AT13,0.7000000049670537
AT21,0.7200986842314402
AT22,0.8431715367982785
AT31,0.896018348261714
DK05,0.5625518370419741
BE21,0.6831198871135712
BE22,0.5888389214873314
ES43,0.31105783954262733
ES51,0.4178386035996179
ES52,0.2910142678767443
ES53,0.4416311119993528
ES61,0.35918161099155743
ES62,0.3425859240194162
ES63,0.25549708207448324
ES64,0.26666666666666666
CH02,0.7026010404030482
CH03,0.6899083013335864
CH04,0.6851576164364814
CH05,0.7869444747765859
CH06,0.6835509145011505
CH07,0.6721293670435746
CY00,0.4654232965161403
CZ01,0.866805873811245
CZ02,0.9003806600968043
CZ03,0.8074598764379819
CZ04,0.8565165701011817
CZ05,0.8699755779777963
CZ06,0.8124373740827043
DE40,0.7279669145743052
EL53,0.6702632367610931
EL54,0.7331037829319637
EL61,0.6569668054580688
EL62,0.5456758132825296
EL63,0.7837897729128599
ES70,0.17499987880388895
ITC1,0.5361318410995106
ITC2,0.8129609388609728
DE11,0.8267862444743515
DE12,0.7592126677433649
DE13,0.7367807659010093
DE14,0.8065165628989538
DE21,0.7612519696354866
DE22,0.6334753694012761
DE23,0.7360395695393284
DE24,0.7400550664712985
DE25,0.6801431713004907
DE26,0.748105812072754
DE27,0.6735082407792409
DE30,0.7332149063547452
EL42,0.4312699324140946
LV00,0.6380841851234436
ME00,0.8517799903949101
MK00,0.7402213924874862
MT00,0.3167455563942591
NL11,0.7129935286939144
NL12,0.7235777284950018
EL64,0.6745082397013903
