nuts,March Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
EL65,0.5369669693211715
ES11,0.7709253727147977
ES12,0.9552912724514803
ES13,0.9018138435979685
ES21,0.8564324161658684
ES22,0.6081214857598146
ES23,0.6665552120655776
ES24,0.37096592628707487
ES30,0.5730839276065429
IE05,0.8357247572392226
IE06,0.8105840810885032
IS00,0.9578992416461308
ITC3,0.5239708707978328
FI19,0.5489792966749519
FI1B,0.6578978420545657
FI1C,0.5869133845126877
DEA1,0.7094745812316735
DEA2,0.6945704692353805
DEA3,0.6799872852861881
DEA4,0.8420300891002019
DEA5,0.7948044334848722
DEB1,0.8073397933815917
DEB2,0.763937043522795
DEB3,0.6555762832363446
DEC0,0.5412686338027318
DED2,0.7644559579590956
DED4,0.8693488801519076
DED5,0.7388532551626364
DEE0,0.8152684264505903
DEF0,0.7586753045519193
DEG0,0.7798418688277403
DK01,0.7350026537974675
DK02,0.711020494128267
DK03,0.6522843521709244
DK04,0.646361708206435
ES41,0.593297248147428
ES42,0.40471798068222903
HU23,0.6561939967796206
HU31,0.608092833807071
HU32,0.6057363909358779
HU33,0.47996497216324013
IE04,0.9988976250092189
EE00,0.6631281163543463
EL30,0.3897531859576702
EL41,0.47059412946303686
EL43,0.4242286982635657
EL51,0.5525525900845726
EL52,0.6278242255871495
FI20,0.48251119231184325
FR10,0.6155489014461637
FRB0,0.6265138586983084
FRC1,0.7359287774500748
FRC2,0.7377489872276783
FRD1,0.6271478958427906
FRD2,0.6313596822942297
FRE1,0.7015610833341877
FRE2,0.765303822234273
FRF1,0.7809267540772756
NL13,0.7415182694792748
NL21,0.7088730206092199
NL22,0.6582561151434978
NL23,0.7533791616559029
NL31,0.6835203399260839
NL32,0.776091264684995
ITG2,0.5247601026669144
ITH1,0.6874448345353206
ITH2,0.6278264882663885
FRI3,0.7289593174122274
FRJ1,0.43481716910998025
FRJ2,0.6520472758760055
FRK1,0.7223080260058244
FRK2,0.6858427409082651
FRL0,0.45377989212671915
FRM0,0.5259855344891549
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.5639044204105933
TR32,0.5648205854309102
TR33,0.6159026597626507
HR03,0.6477146108945211
HR02,0.5954422983340919
HU11,0.6414098670085271
HU12,0.6329852151374022
HU21,0.6302485960225265
HU22,0.6988622596487403
PT16,0.42750778822228314
PT17,0.3416399784386158
FRF2,0.7042076524657508
FRF3,0.6478953445951144
FRG0,0.6301287656960388
FRH0,0.8187588296830655
FRI1,0.748508246243
FRI2,0.7727744573106369
ITC4,0.586274431552738
ITF1,0.6994617818544309
ITF2,0.7159695513546467
ITF3,0.8105358648424347
ITF4,0.6212047667553028
ITF5,0.6884971362849076
ITF6,0.6755879138285915
ITG1,0.5843464930231372
LT01,0.9047682392100493
LT02,0.8209142585595449
LU00,0.6513164885342121
PL22,0.8566128350794315
PL41,0.7594462156606218
PL42,0.6056696597176293
PT18,0.2918597498908639
PT20,0.0
PT30,0.0
RO11,0.679147349918882
RO12,0.8592738228539626
RO21,0.6615668064293762
RO22,0.641567755676806
RO31,0.6596445449938376
RO32,0.5799290252228578
ITH3,0.5245464199533065
ITH4,0.6434413460393746
ITH5,0.5318048725525538
ITI1,0.5459494174768528
ITI2,0.683768118545413
ITI3,0.6256476640701294
ITI4,0.7061481311296424
LI00,0.7167841613292694
FI1D,0.6403377306958039
TR82,0.9308766478051742
TR83,0.9235146949688594
TR90,1.0161040474971135
TRA1,0.889287635559837
TRA2,0.8991071293751399
PL43,0.6723238525912165
PL51,0.9135169457023342
PL52,0.9122324420760075
PL61,0.7184605839351813
PL62,0.754957563492159
PL63,0.7391222737729549
PL71,0.9255442474658291
PL72,0.7897373052934805
PL81,0.7911626672372222
PL82,0.8509862082699935
PL84,0.707434912181149
PL91,0.9017121146122614
PL92,0.8873195614044865
PT11,0.49927747026085856
PT15,0.38499742522835734
TRB1,0.7519987873733044
TRB2,0.8329626505573591
TRC1,0.6515753330041965
RS12,0.5977116300414006
RS21,0.792686841947337
RS22,0.7385967231666049
SE11,0.6252527924875418
SE12,0.690938426181674
NL33,0.8092876359820366
NL34,0.8354692046840986
NL41,0.7303943564494451
NL42,0.5999576449394226
PL21,0.8833548978591959
UKM6,1.0015884215633075
TR22,0.5741199811299642
TRC2,0.6054686191802223
TRC3,0.6210835558672746
UKC1,0.9198767314354579
UKC2,0.9316935241222382
UKD1,0.891747044151028
UKD3,0.7874330637355645
UKD4,0.8167606048285961
UKD6,0.7975033583740393
UKD7,0.829201860477527
UKE1,0.699484833329916
UKE2,0.8352579315503438
UKE3,0.733136578152577
RO41,0.6699628102903564
RO42,0.8238129703017573
RS11,0.7281085426608721
TR41,0.7128528460860253
TR42,0.9291619462271531
TR51,0.6246439225661258
TR52,0.535839012141029
TR61,0.5638875567043821
TR62,0.782292915508151
TR63,0.7258510582149029
TR71,0.6714926003788908
TR72,0.821697432299455
TR81,0.8939652614295482
UKK1,0.6070868317037821
UKK2,0.5584963289399941
UKK3,0.6868883601079384
UKK4,0.6071997692187627
UKL1,0.9450103960931301
UKL2,0.8957257485638063
UKM5,0.8209083266556263
UKM7,0.9305507375548283
UKM8,0.9142900501688321
UKM9,1.0388197171191373
UKN0,0.8732665501534939
SE21,0.7447748512029648
SE22,0.7038028344511986
SE23,0.7335907896670203
SE31,0.6236958894878626
SE32,0.6724316150260469
SE33,0.6423863078157107
SI03,0.6415909933547179
SI04,0.6711855536947647
SK01,0.7024558708071709
SK02,0.7244739405189952
SK03,0.7746853679418564
SK04,0.7562668239076932
TR10,0.6734135722120603
TR21,0.494946342582504
UKE4,0.8131102884809176
UKF1,0.7121240112930536
UKF2,0.6782260062793891
UKF3,0.6883194744586945
UKG1,0.7042991276830435
UKG2,0.8926753935714563
UKG3,0.8105420783162117
UKH1,0.6969857809444269
UKH2,0.6753878640631835
UKH3,0.643722477555275
UKI3,0.6166666666666667
UKI4,0.6166666666666667
UKI5,0.5995594292879105
UKI6,0.5498027995228767
UKI7,0.6554128368695576
UKJ1,0.6239304481695096
UKJ2,0.544084029396375
UKJ3,0.5760534184674422
UKJ4,0.5876060047497352
NO09,0.7400625988841056
NO0A,0.9843324477473895
NO0B,0.8289490754405657
HR05,0.5059583803017934
HR06,0.5046479139477015
NO02,0.7607736070950826
NO06,0.9666258798291286
NO07,0.9178378532330195
NO08,0.7005599724749724
