nuts,Winter Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,2.3658040607968966
DE60,2.5289098103841146
DE71,2.4142753819624585
DE72,2.3805299937725066
DE73,2.357409773270289
DE80,2.1671637393534184
DE91,2.3045148715376853
BG41,1.6034150689840316
BG42,1.2729103865722815
CH01,2.5094496587912243
AT32,2.4876504957675936
AT33,2.5303588340679806
AT34,2.4756392031908034
BE10,2.182483982543151
BE23,2.4094487545390924
BE24,2.0665176759163537
BE25,2.4525784730911253
BE31,2.025703834493955
BE32,2.342695440848668
BE33,2.641927041610082
BE34,2.5031744807958605
BE35,2.2881024785339834
BG31,1.4108212287227313
BG32,1.2511521724363168
BG33,1.290798161799709
BG34,1.2896291236082713
DE92,2.2790361990531287
DE93,2.1293781220912935
DE94,2.3546333928902943
CZ07,2.2089592774709064
CZ08,2.168690962592761
AL01,2.206687298913797
AL02,1.7827029218276342
AL03,1.877947766582171
AT11,1.7880288824439048
AT12,1.9498835081855457
AT13,1.5666666706403096
AT21,1.791289200509588
AT22,2.04907266497612
AT31,2.4731642733017605
DK05,2.394785071412722
BE21,2.2111901193857193
BE22,2.2635018534958364
ES43,1.5330151160558065
ES51,1.2584103343387445
ES52,0.775946827729543
ES53,1.1213512780765693
ES61,1.3141569058100382
ES62,0.6807786624878644
ES63,1.4446081499258676
ES64,0.6666666666666666
CH02,2.6475061972935996
CH03,2.656495921810468
CH04,2.714101932446162
CH05,2.359894996881485
CH06,2.5474404712518055
CH07,1.9705445473392804
CY00,1.342134535809358
CZ01,1.8933542023102443
CZ02,1.8912269820769627
CZ03,2.105394736925761
CZ04,2.2679934640725454
CZ05,2.1974554737408956
CZ06,1.9660694261391958
DE40,2.0569036290049554
EL53,1.510772674282392
EL54,1.9308964828650157
EL61,1.64728252440691
EL62,1.866436839600404
EL63,1.9067645460367202
ES70,0.391523685057958
ITC1,1.6892775143186252
ITC2,2.1973600606123607
DE11,2.3932455470164617
DE12,2.502399978786707
DE13,2.713101157794396
DE14,2.4851086109876634
DE21,2.762084898352623
DE22,2.2485380957523984
DE23,2.1247139538327855
DE24,2.30886785586675
DE25,2.532926427324613
DE26,2.362926521897316
DE27,2.5270350178082785
DE30,1.9960932716727258
EL42,1.8032308608293532
LV00,2.30785327454408
ME00,2.2822324872016906
MK00,1.5472970202565193
MT00,1.5000788897275925
NL11,2.47987875243028
NL12,2.616108818848928
EL64,1.7626425216595332
EL65,1.6914604728420575
ES11,2.501091480255127
ES12,2.4097192108631136
ES13,2.2261019234855968
ES21,2.3956888735294344
ES22,2.113914343714714
ES23,2.0724326024452844
ES24,1.349346158405145
ES30,1.6377813562750816
IE05,2.5217177083094913
IE06,2.3012633522351584
IS00,3.203245178858439
ITC3,1.6357524298131465
FI19,1.8394443770249684
FI1B,2.2731924007336297
FI1C,2.076302554210027
DEA1,2.35475415289402
DEA2,2.4920786445339522
DEA3,2.267011453708013
DEA4,2.3420173754294713
DEA5,2.435503667841355
DEB1,2.412263258298238
DEB2,2.545674475034078
DEB3,2.4443847849965095
DEC0,2.6004049534598987
DED2,2.378402663767338
DED4,2.517177707950274
DED5,2.0585771401723227
DEE0,2.071086251735687
DEF0,2.4507779096563658
DEG0,2.3925061985850333
DK01,2.2287004138032596
DK02,2.2783377019067603
DK03,2.4785183389981587
DK04,2.444406086206436
ES41,1.8948626110951106
ES42,1.3856559291481971
HU23,1.6149248749017715
HU31,1.854922201236089
HU32,1.849853162964185
HU33,1.614585315187772
IE04,2.769523306687673
EE00,2.3386384924252828
EL30,1.260216267903646
EL41,1.7746549878269433
EL43,1.6458101242780685
EL51,1.3466610123713811
EL52,1.43866362174352
FI20,2.3322716663281122
FR10,2.056030131007234
FRB0,2.2501183420419695
FRC1,2.497365951538086
FRC2,2.7571868767340977
FRD1,2.298664406935374
FRD2,2.254664883762598
FRE1,2.3596071566144627
FRE2,2.3563712613657115
FRF1,2.638379816214244
NL13,2.360964144269625
NL21,2.1858377031981946
NL22,2.1909510185321173
NL23,2.2870179702838263
NL31,2.338072706262271
NL32,2.5856136780232193
ITG2,1.5090168103575707
ITH1,1.8811616202195485
ITH2,1.6074910124142965
FRI3,2.2618455519278844
FRJ1,1.6414905399084092
FRJ2,2.174917921423912
FRK1,2.327076961596807
FRK2,2.2183664282162985
FRL0,1.4847510437170663
FRM0,1.8193230147163073
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.811629616220792
TR32,1.6800429006417592
TR33,1.6142489651838938
HR03,2.039494248231252
HR02,1.9133739670117695
HU11,1.866469132900238
HU12,1.8565175170699755
HU21,1.9368927262723445
HU22,1.7108270272612571
PT16,1.6903554238379002
PT17,1.6889529260496299
FRF2,2.4011641144752502
FRF3,2.5196712712446847
FRG0,2.0692086989680925
FRH0,2.5371353765328726
FRI1,2.3019730269908907
FRI2,2.4354175611088675
ITC4,1.4926848699649176
ITF1,1.8382624606291453
ITF2,1.833530792593956
ITF3,2.069491770863533
ITF4,1.6593439052502315
ITF5,1.607854272176822
ITF6,1.7532198319832484
ITG1,1.4917715340852737
LT01,2.4826220045487086
LT02,2.4084557672341664
LU00,2.6352630535761516
PL22,2.560300956169764
PL41,1.9778671274582544
PL42,2.3774800221125285
PT18,1.4738145840664705
PT20,0.0
PT30,0.0
RO11,2.1975980559984842
RO12,1.9136637071768443
RO21,1.60233094394207
RO22,1.2481287099421023
RO31,1.2254830839733282
RO32,0.960114366064469
ITH3,1.410207824409008
ITH4,1.6992818730572858
ITH5,1.4589859952529272
ITI1,1.704683863123258
ITI2,1.8816271578272183
ITI3,1.7267601450284322
ITI4,1.7951943293213843
LI00,2.399373377362887
FI1D,1.9639818211396536
TR82,2.189024410645167
TR83,1.9136346946159999
TR90,2.5595441540082295
TRA1,2.0768041809399924
TRA2,2.4158375769853593
PL43,1.9219211017092068
PL51,2.1478619654973348
PL52,2.0047617996732394
PL61,2.026069764296214
PL62,2.1204681982596716
PL63,2.2911878655354183
PL71,2.227053532997767
PL72,2.5323282331228256
PL81,2.4585924545923867
PL82,2.399938895304998
PL84,2.2980041444301604
PL91,2.0840806255737943
PL92,2.1732365284115076
PT11,1.7942788861691952
PT15,1.2250842104355495
TRB1,1.8652080178260804
TRB2,2.1991815810402233
TRC1,1.7912196824947992
RS12,1.6982373654842378
RS21,1.9750285983085631
RS22,1.8710343092679977
SE11,2.021543225646019
SE12,1.8099685380856196
NL33,2.226986339688301
NL34,2.5204316705465315
NL41,2.0418877452611923
NL42,2.2676426668961844
PL21,2.648249985774358
UKM6,3.325861700375875
TR22,1.8787604868412018
TRC2,1.7620173091689746
TRC3,1.6038345754146577
UKC1,2.7635043621063233
UKC2,2.631624408562978
UKD1,2.7169276783863703
UKD3,2.283058383067449
UKD4,2.5943209369977316
UKD6,2.072030872106552
UKD7,2.310391303896904
UKE1,2.2390807926654817
UKE2,2.522695473829905
UKE3,2.0363097794353964
RO41,1.5285955237845579
RO42,1.925320115685463
RS11,1.8655537486076355
TR41,1.9531105279922485
TR42,2.3867644627888995
TR51,1.6451865275700888
TR52,1.5746204376220703
TR61,1.6880765895048777
TR62,1.7062628785769145
TR63,1.8982012828191122
TR71,1.6178633843859036
TR72,1.8405802100896835
TR81,2.5273152820765974
UKK1,2.4171610116958617
UKK2,2.508196704586347
UKK3,3.061784267425537
UKK4,2.7621417542298636
UKL1,2.7300491640965143
UKL2,2.247374802827835
UKM5,2.707946620384852
UKM7,2.685843789577484
UKM8,2.960899128516515
UKM9,2.739800828695297
UKN0,2.530535715818405
SE21,2.048284986615181
SE22,2.2610723594824473
SE23,2.01473866601785
SE31,2.0056154131889343
SE32,2.3978492617607117
SE33,2.137261563539505
SI03,1.6252655367056528
SI04,1.7998388374845187
SK01,1.8480225448807082
SK02,2.06330073873202
SK03,2.1771404683589934
SK04,2.166203526655833
TR10,2.2344312489032747
TR21,1.5350910087426504
UKE4,2.2355767746766406
UKF1,1.9423493206501008
UKF2,1.8367804085214934
UKF3,2.000416503598293
UKG1,2.168256322542826
UKG2,1.9586616675059
UKG3,1.9336490253607432
UKH1,2.1674344897270204
UKH2,1.8636787404616675
UKH3,2.0997806787490845
UKI3,2.033333333333333
UKI4,2.033333333333333
UKI5,2.019530059893926
UKI6,2.0896473482251166
UKI7,1.9886849999427796
UKJ1,2.1172439138094585
UKJ2,2.5394360442956287
UKJ3,2.5394186307986577
UKJ4,2.3902916818857194
NO09,2.590314437945684
NO0A,3.260581189393997
NO0B,3.232732546826204
HR05,1.8164552132288614
HR06,1.6699381271998088
NO02,2.4812989989916483
NO06,2.859812424580256
NO07,2.3448493520418805
NO08,2.243278266986211
