nuts,January Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.7768306439121564
DE60,0.8159742976228396
DE71,0.9728325131038825
DE72,0.789678675433
DE73,0.8946739489833514
DE80,0.8890304565429688
DE91,0.8067656223351757
BG41,0.5243189891179403
BG42,0.42496644873172046
CH01,0.839301656310757
AT32,0.769556433831652
AT33,0.7560358678301176
AT34,0.8089946267505487
BE10,0.7167560701568921
BE23,0.7429199578861395
BE24,0.750238410383463
BE25,0.757543766995271
BE31,0.8123642226060231
BE32,0.7949789330363274
BE33,0.8175174850970507
BE34,0.9175013209382693
BE35,0.8219750401874383
BG31,0.5139437569926183
BG32,0.44736834124972424
BG33,0.45679808358351387
BG34,0.4711015895009041
DE92,0.8207507097472747
DE93,0.8768722971280416
DE94,0.8368434910972913
CZ07,0.7752262495458127
CZ08,0.8111468267937502
AL01,0.7449155182888111
AL02,0.7797747117777666
AL03,0.6538246692468722
AT11,0.5524319517115752
AT12,0.6436853144938747
AT13,0.4832522084315618
AT21,0.5395493137339751
AT22,0.6559122568617265
AT31,0.8927874298766255
DK05,0.7908612546821435
BE21,0.6688009291887284
BE22,0.7529396822055181
ES43,0.4469530447075764
ES51,0.3736869574214021
ES52,0.26241147456069785
ES53,0.4212527578075727
ES61,0.37844908169160285
ES62,0.23105306178331375
ES63,0.21116957863171895
ES64,0.36666666666666664
CH02,0.93017469967405
CH03,1.0566698243220647
CH04,1.0412478039662043
CH05,0.7922998486707608
CH06,0.8293960084517796
CH07,0.5418801029523214
CY00,0.6000194021811088
CZ01,0.6933194195230802
CZ02,0.838816271101435
CZ03,0.8821777331332366
CZ04,0.846063355046014
CZ05,0.8109873003015916
CZ06,0.7316998300453027
DE40,0.6762139825460811
EL53,0.5825236471990745
EL54,0.6251244927446048
EL61,0.6284320026636123
EL62,0.7984463918954134
EL63,0.6164103583122293
ES70,0.1249795138835907
ITC1,0.5492520925278465
ITC2,0.8578798400859038
DE11,0.9604969248796503
DE12,1.0195912600805361
DE13,1.0217105094343424
DE14,0.9640446681529283
DE21,1.048094958687822
DE22,0.9726078857357303
DE23,0.9325049001102647
DE24,0.9109851847092311
DE25,0.9056953802704811
DE26,1.0106850893547137
DE27,0.9068006706113617
DE30,0.6327171509464582
EL42,0.6429463208963474
LV00,0.9016376614570618
ME00,0.781880185753107
MK00,0.5299228967477878
MT00,0.4834385280807813
NL11,0.8727555726965268
NL12,1.0070166545609633
EL64,0.6105684320131938
EL65,0.5230138519778847
ES11,0.9167732587705056
ES12,0.8920778281986713
ES13,0.7407540573428074
ES21,0.732849474499623
ES22,0.5888448594758908
ES23,0.5281577638039986
ES24,0.4653378769134482
ES30,0.42293031588196756
IE05,1.0251071298494936
IE06,0.7888408195848267
IS00,0.9867659171422323
ITC3,0.5614495169371366
FI19,0.8169272558142742
FI1B,0.8798814121633768
FI1C,0.8124342313346763
DEA1,0.9168164423356454
DEA2,0.8323456898331643
DEA3,0.876179167504112
DEA4,0.8032620638608933
DEA5,0.8348296559105317
DEB1,0.8736436200017731
DEB2,0.8367616238693396
DEB3,0.8863317977637053
DEC0,0.8463067409892877
DED2,0.8546218737959862
DED4,0.8272748902440071
DED5,0.7662795662879944
DEE0,0.7354060122122367
DEF0,1.0677008440097173
DEG0,0.876913629223903
DK01,0.8357611278692881
DK02,0.805095663604637
DK03,0.9419224945828318
DK04,0.8247007323428989
ES41,0.5747551366065939
ES42,0.38597739273682236
HU23,0.5354549948126077
HU31,0.5200221485147873
HU32,0.5012412514537573
HU33,0.40790492010613283
IE04,1.0557058922946454
EE00,0.8815014471610387
EL30,0.5006336500247319
EL41,0.5874676541735728
EL43,0.6287314601242542
EL51,0.44629740255574385
EL52,0.44872447519252695
FI20,0.9202835074315469
FR10,0.8749797527988752
FRB0,0.9411587836841743
FRC1,0.9477634496986866
FRC2,0.9522382621963819
FRD1,0.8806735804925362
FRD2,0.8491754102210204
FRE1,0.8594467187921206
FRE2,0.8440048379823566
FRF1,1.0987646424522002
NL13,0.816626696785291
NL21,0.6910258156557878
NL22,0.6849289747575918
NL23,0.7912587312360605
NL31,0.6788277248541514
NL32,1.0105322609345118
ITG2,0.5084395091980696
ITH1,0.5995804332196712
ITH2,0.5144456053773562
FRI3,0.8957729056477547
FRJ1,0.6287955737362305
FRJ2,0.6510429923733075
FRK1,0.8520125502099594
FRK2,0.802997833987077
FRL0,0.5088126648217439
FRM0,0.5129734981805086
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.5954998036846518
TR32,0.5095697367563844
TR33,0.59551970915248
HR03,0.7266474172162513
HR02,0.7246273054430882
HU11,0.4498814771572749
HU12,0.5173824279258649
HU21,0.5192310263092319
HU22,0.5871579359595974
PT16,0.6619331505149603
PT17,0.5277958028018475
FRF2,0.959254121594131
FRF3,0.8724304375549158
FRG0,0.8788573799654842
FRH0,0.9110845735917489
FRI1,0.758470186094443
FRI2,1.0133459638804196
ITC4,0.4386650743583838
ITF1,0.6238506274297834
ITF2,0.6333941295742989
ITF3,0.6884756012509267
ITF4,0.5842438379302621
ITF5,0.49307404855887094
ITF6,0.6696071514238914
ITG1,0.5398233212530613
LT01,0.8347148130337397
LT02,0.8277198970938723
LU00,0.7898505208392937
PL22,0.711481316636006
PL41,0.7127867673834165
PL42,0.9100602239059905
PT18,0.45639813896268605
PT20,0.0
PT30,0.0
RO11,0.6896119890113671
RO12,0.664983897904555
RO21,0.7048747576773167
RO22,0.6455209751613438
RO31,0.5323493956277768
RO32,0.5167662690083186
ITH3,0.41799795211603247
ITH4,0.5279401344557603
ITH5,0.43988878168165685
ITI1,0.5868371220926444
ITI2,0.6144989506651958
ITI3,0.5442414684842031
ITI4,0.6781868068501353
LI00,0.8494125485420227
FI1D,0.698538111957411
TR82,0.7624196365475655
TR83,0.8254190498342117
TR90,0.798042402168115
TRA1,0.7257402348021667
TRA2,0.7994897882143657
PL43,0.6196104999631643
PL51,0.724652699008584
PL52,0.7395210870231191
PL61,0.7423425182700157
PL62,0.7594473540782929
PL63,0.8008518278598785
PL71,0.6693778232981761
PL72,0.6460542619228363
PL81,0.6873967087827623
PL82,0.7368537758787473
PL84,0.7388502086202303
PL91,0.7573000973711411
PL92,0.7077707579980294
PT11,0.6748642167697351
PT15,0.3582242434223493
TRB1,0.654407607888182
TRB2,0.6284074539939563
TRC1,0.7601192784185211
RS12,0.5949442803238829
RS21,0.778546151270469
RS22,0.6766080013786753
SE11,0.8528047746668259
SE12,0.7499661896222581
NL33,0.731993822256724
NL34,0.827021433164676
NL41,0.7403904179732005
NL42,0.7816806614398957
PL21,0.7320390151813626
UKM6,1.1706890314817429
TR22,0.5584762890512744
TRC2,0.6441598660623034
TRC3,0.4934645600616932
UKC1,1.0716492836674054
UKC2,1.0457604306439559
UKD1,1.0138104689617953
UKD3,0.8397051694492499
UKD4,0.9788178851207098
UKD6,0.8546997035543124
UKD7,1.0066742926836014
UKE1,0.9344076878080766
UKE2,1.0425500412782034
UKE3,0.8568251127998034
RO41,0.5369396320233742
RO42,0.6375363687674205
RS11,0.6151886301736037
TR41,0.6466065961867571
TR42,0.838232566912969
TR51,0.5931495290249587
TR52,0.5479324142759044
TR61,0.553881116832296
TR62,0.5778148683408896
TR63,0.7065228811154763
TR71,0.6197349737708767
TR72,0.6656039487880965
TR81,0.864932794868946
UKK1,0.8709200620651245
UKK2,0.9001212803026041
UKK3,1.2255746049185594
UKK4,0.8436032791932424
UKL1,1.032461731384198
UKL2,0.9828068177526196
UKM5,0.9266925844053427
UKM7,1.0506156645715237
UKM8,1.1260655388236045
UKM9,1.1138685181736947
UKN0,0.9629046271244684
SE21,0.6754235306444267
SE22,0.7367375023663044
SE23,0.7777092318981886
SE31,0.7732169610137741
SE32,0.8509567476809025
SE33,0.7492643699670831
SI03,0.5361536852394541
SI04,0.6359373642752568
SK01,0.557589744279782
SK02,0.6399313961466153
SK03,0.7401373449712991
SK04,0.681021411716938
TR10,0.7501746527850628
TR21,0.44247092405954996
UKE4,0.9690780512988567
UKF1,0.835665887966752
UKF2,0.7348667779316505
UKF3,0.7363081622868777
UKG1,1.065590846290191
UKG2,1.0178689104815324
UKG3,0.9829544017712275
UKH1,0.8896487630282839
UKH2,0.7743436510364214
UKH3,0.9125086555878321
UKI3,0.75
UKI4,0.75
UKI5,0.8729074527819951
UKI6,1.0062685107191405
UKI7,0.9340061704317729
UKJ1,0.8118911397953829
UKJ2,0.8533543728291988
UKJ3,0.9494583394378424
UKJ4,0.8205983341981967
NO09,0.9052977193146944
NO0A,1.095063337807854
NO0B,1.2427026584744454
HR05,0.6832214037577311
HR06,0.558903050981462
NO02,0.9086263210823139
NO06,0.8239815307160219
NO07,0.8021757115920385
NO08,0.8874848580608765
