nuts,Annual Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2071 - 2100)
FRE2,11.008373705546061
FRF1,12.120084349314372
NL13,12.328050072987875
NL21,11.837053457895914
NL22,12.241620333989461
NL23,12.022449700037638
NL31,11.314913558959962
NL32,12.177816041310628
ITG2,4.8960355179650445
ITH1,10.886849641799927
ITH2,9.434917179743449
FRI3,8.448524411519369
FRJ1,6.322867291314261
FRJ2,7.567513516971043
FRK1,9.595363632837932
FRK2,9.528206125895183
FRL0,6.276856374740601
FRM0,5.769756374687984
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,4.558613912264506
TR32,3.84015283981959
TR33,4.955392011006674
HR03,8.617412892977397
HR02,9.993676645415169
HU11,8.809380292892456
HU12,8.806199026107787
HU21,9.128851620356242
HU22,9.061976273854574
PT16,4.5635325829188025
PT17,3.73478956777474
FRF2,11.239018869400024
FRF3,11.362512445449829
FRG0,8.458168387413025
FRH0,9.665421772003175
FRI1,8.558467324574789
FRI2,9.923718357086182
ITC4,8.174892004330953
ITF1,6.794219672679901
ITF2,6.457586900393168
ITF3,7.1758723020553585
ITF4,5.606104596455892
ITF5,5.354218109448751
ITF6,5.9071262836456295
ITG1,4.412263707319895
LT01,11.635985898971558
LT02,11.933793226877848
LU00,11.42950250307719
PL22,11.585854117075602
PL41,10.237829955418905
PL42,11.414395745595296
PT18,3.3080276191234588
PT20,0.0
PT30,0.0
RO11,11.123882373174032
RO12,11.187483736446925
RO21,9.216833284923009
RO22,6.5519503355026245
RO31,7.894557460149129
RO32,7.388742677370707
ITH3,8.606822363535564
ITH4,9.414259576797486
ITH5,7.329581093788147
ITI1,7.586100169590542
ITI2,7.511048364639282
ITI3,6.820230913162232
ITI4,7.663733410835266
LI00,12.58399912516276
FI1D,11.382439120610554
TR82,8.879325040181477
TR83,8.21207488377889
TR90,11.42592911720276
TRA1,9.194261662165324
TRA2,11.599028028290848
PL43,11.029386552174886
PL51,10.464239205632891
PL52,10.706109476089477
PL61,10.777229007085165
PL62,11.34845830599467
PL63,11.384724887212117
PL71,10.983766110738118
PL72,11.537255263328552
PL81,11.920253356297811
PL82,12.622004731496174
PL84,11.13903668721517
PL91,11.248658386866252
PL92,11.158253844579061
PT11,6.003133784080374
PT15,2.6817194799582165
TRB1,6.7968819777170815
TRB2,7.432458817958832
TRC1,4.639669326941172
RS12,9.208761461849871
RS21,10.551599677403768
RS22,8.574819803237915
SE11,9.801749928792317
SE12,10.305986833572387
NL33,11.420201285680134
NL34,11.169042841593425
NL41,11.975599495569865
NL42,11.868129094441732
PL21,12.010261344909669
UKM6,15.646256923675537
TR22,5.6780239820480345
TRC2,4.343710003296534
TRC3,3.9525704781214395
UKC1,10.74993863105774
UKC2,10.883949597676596
UKD1,14.158156633377075
UKD3,13.288211175373622
UKD4,14.780813535054525
UKD6,12.06909738268171
UKD7,13.219369872411091
UKE1,10.290973154703776
UKE2,11.29412808418274
UKE3,10.70165106455485
RO41,7.921877507505746
RO42,10.077467012405396
RS11,9.353374067942301
TR41,6.3141818602879844
TR42,8.350389623641968
TR51,5.654976995786031
TR52,5.08647522131602
TR61,4.048915390173594
TR62,4.595485695770809
TR63,5.020080852508545
TR71,5.672525064150492
TR72,7.041571839650472
TR81,10.314340209960937
UKK1,10.571632582565833
UKK2,10.578231986363729
UKK3,11.72252710934343
UKK4,11.38599952061971
UKL1,13.464947509765626
UKL2,11.846802790959677
UKM5,12.094238090515137
UKM7,13.613888676961263
UKM8,15.728687699635824
UKM9,14.152914174397786
UKN0,13.867518329620362
SE21,10.58151036898295
SE22,10.55792137781779
SE23,11.65839080810547
SE31,10.567235501607259
SE32,12.726850350697836
SE33,12.457697423299154
SI03,9.592797994613647
SI04,9.895262924830119
SK01,8.698856417338053
SK02,9.450733593532018
SK03,10.538468599319458
SK04,10.099840688705445
TR10,7.177322888374329
TR21,5.593787278447833
UKE4,11.64757644335429
UKF1,10.364547872543335
UKF2,9.687905486424764
UKF3,9.696568536758424
UKG1,10.384308115641277
UKG2,11.501623010635376
UKG3,10.74501215616862
UKH1,10.163477230072022
UKH2,9.924829657872518
UKH3,10.641803248723347
UKI3,10.783333333333333
UKI4,10.783333333333333
UKI5,10.54757711092631
UKI6,10.465877771377563
UKI7,10.344158935546876
UKJ1,10.009200684229533
UKJ2,10.279709927241008
UKJ3,10.423498975819555
UKJ4,11.202329976218087
NO09,12.780702145894368
NO0A,16.074555561460297
NO0B,15.595495019640241
HR05,9.691901734897069
HR06,9.623699622494835
NO02,13.199894857406616
NO06,16.092718288816254
NO07,15.164765787124633
NO08,11.906870476404826
