nuts,August Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2041 - 2070)
PL81,0.8674897842109204
PL82,0.9973107956349849
PL84,0.8193982038646936
PL91,0.8377857938408851
PL92,0.734286421040694
PT11,0.1654963223884503
PT15,0.03501075978080432
TRB1,0.0362483642064035
TRB2,0.0665489931901296
TRC1,0.021657542511820792
RS12,0.6753899964193503
RS21,0.7204832000037035
RS22,0.4481275623043378
SE11,0.7327589689443509
SE12,0.8844442569961151
NL33,0.7759548942248027
NL34,0.7631298626462618
NL41,0.614186534161369
NL42,0.6050584760804971
PL21,0.9897176589816808
UKM6,1.0982092266281447
TR22,0.08754440095896522
TRC2,0.022556507587432863
TRC3,0.026529426872730254
UKC1,0.7104720309376716
UKC2,0.8233254170666139
UKD1,0.9518217501540979
UKD3,0.7986834185818831
UKD4,0.8838238107661406
UKD6,0.6514257190128168
UKD7,0.7978213141361873
UKE1,0.5354839529842138
UKE2,0.6204562862714131
UKE3,0.624045732865731
RO41,0.45673979303489126
RO42,0.6384069147830208
RS11,0.5443237746755282
TR41,0.12824728240569433
TR42,0.22130589776982865
TR51,0.08586098446200291
TR52,0.0893594334522883
TR61,0.10901055491218964
TR62,0.23734575646619002
TR63,0.07539448961615562
TR71,0.08565418782333532
TR72,0.10796915494526425
TR81,0.3137930418054263
UKK1,0.6577107148865858
UKK2,0.6469464195271333
UKK3,0.7026197519153357
UKK4,0.6795386926581463
UKL1,0.7122799651076396
UKL2,0.6757072466115157
UKM5,0.9379816617816686
UKM7,0.972517464744548
UKM8,0.9495545938611031
UKM9,0.9867676248153051
UKN0,0.9460258305072784
SE21,0.8931344270706176
SE22,0.7464783647408088
SE23,0.9079922462503115
SE31,0.8890073915943504
SE32,0.9348284907639026
SE33,0.9502388001109163
SI03,0.7556675855070353
SI04,0.6607901033014059
SK01,0.7482142147918542
SK02,0.8015796531612674
SK03,0.8441118210554123
SK04,0.8459868650883436
TR10,0.2900393503407637
TR21,0.18754748559246462
UKE4,0.6356533629198869
UKF1,0.5916863515973091
UKF2,0.6521168758471807
UKF3,0.6232945214956999
UKG1,0.6312746693690617
UKG2,0.6183756269514561
UKG3,0.6282516703009605
UKH1,0.585214712160329
UKH2,0.5736265818277995
UKH3,0.6731634189685186
UKI3,0.85
UKI4,0.85
UKI5,0.7334801897406578
UKI6,0.7497421200076739
UKI7,0.7560245047012965
UKJ1,0.6432281484206518
UKJ2,0.6556078108648459
UKJ3,0.6047347828745842
UKJ4,0.6879792359968027
NO09,0.7506451164682706
NO0A,1.1669932037591935
NO0B,0.8476276293396949
HR05,0.6443281223376592
HR06,0.7410427281012137
NO02,0.9143654443323612
NO06,1.2918844200670718
NO07,0.9923639828960101
NO08,0.8623578081528346
