nuts,August Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.8383184055487315
DE60,0.771980558335781
DE71,0.6241928949952126
DE72,0.6021255925297737
DE73,0.6934384780625502
DE80,0.8349491602430741
DE91,0.6583925217390061
BG41,0.5482090644538402
BG42,0.40836710954705874
CH01,0.9563087662061055
AT32,1.0660800598561764
AT33,1.0208492652823529
AT34,0.9648046441376209
BE10,0.658757996559143
BE23,0.6434048260251681
BE24,0.6556598549087842
BE25,0.6191046886146069
BE31,0.6086935579776764
BE32,0.5736072155336539
BE33,0.6711086849371592
BE34,0.5732841202368338
BE35,0.6357765113313992
BG31,0.5141387784853577
BG32,0.45419455009202164
BG33,0.36476705049475033
BG34,0.3148674738282959
DE92,0.75788486606131
DE93,0.8050656274581949
DE94,0.842341864729921
CZ07,0.7786356414357821
CZ08,0.8734211206436158
AL01,0.2935909363130728
AL02,0.34485990802447003
AL03,0.2850184552371502
AT11,0.6561505623161793
AT12,0.8754172002275785
AT13,0.6836578249931335
AT21,0.7880726981287202
AT22,0.9302061026295027
AT31,1.0112925506507358
DK05,0.7755479994540413
BE21,0.6876081342498461
BE22,0.5861385680735112
ES43,0.07090587255855402
ES51,0.46424439872304596
ES52,0.30832649385556576
ES53,0.15540329354504745
ES61,0.09146432718262076
ES62,0.16029428467154502
ES63,0.04443275034427643
ES64,0.06666666666666667
CH02,1.179297462105751
CH03,1.0934092288215955
CH04,0.9157581185301145
CH05,0.8425874734297395
CH06,0.9987723967681329
CH07,0.6177527219057083
CY00,0.02971663512289524
CZ01,0.8334377487500508
CZ02,0.8199015691876411
CZ03,0.8537845316653451
CZ04,0.8891387538984418
CZ05,0.8247719931105773
CZ06,0.6390713127329946
DE40,0.6601368524755041
EL53,0.2448240377008915
EL54,0.18075737841427325
EL61,0.2164960463841756
EL62,0.0640223778784275
EL63,0.1648619044572115
ES70,0.016646303733189902
ITC1,0.6134461829749246
ITC2,0.7711197850604852
DE11,0.9072389212747415
DE12,0.959797119970123
DE13,0.9155377712721626
DE14,0.8835752407709757
DE21,0.8967302668218812
DE22,0.7840596793840329
DE23,0.7669904398421447
DE24,0.9505847970644633
DE25,0.8093315654744705
DE26,0.7988235965371132
DE27,0.8713687255978584
DE30,0.7578595871726672
EL42,0.013346134157230457
LV00,0.7803358698884646
ME00,0.40667349149783455
MK00,0.4229805463304122
MT00,0.050000000993410745
NL11,0.8953031333784263
NL12,0.766298517336448
EL64,0.12186318008850018
EL65,0.12415501189728578
ES11,0.2827994658301274
ES12,0.4087004458531737
ES13,0.624124483515819
ES21,0.5873149675627549
ES22,0.4711253635585308
ES23,0.43853723170856634
ES24,0.44469563141465185
ES30,0.1717533419529597
IE05,0.8170177222539982
IE06,0.7730989888310432
IS00,1.0315666973590851
ITC3,0.3562307902922233
FI19,0.9940082162618638
FI1B,0.8245252124965191
FI1C,0.8079655893146992
DEA1,0.6840995288143555
DEA2,0.6877914898097515
DEA3,0.6870448539654413
DEA4,0.7361328384528557
DEA5,0.679124171535174
DEB1,0.5904231612260143
DEB2,0.5276693097005288
DEB3,0.6379290763288736
DEC0,0.553419670710961
DED2,0.6813205521553755
DED4,0.9994932192067305
DED5,0.7041201161841552
DEE0,0.6583956030197442
DEF0,0.7467792912075917
DEG0,0.722904626155893
DK01,0.7719805712501208
DK02,0.7339780479669571
DK03,0.7065727911889553
DK04,0.7339989522472024
ES41,0.3265990719820062
ES42,0.20081887013899782
HU23,0.5563219301402569
HU31,0.5382531302049756
HU32,0.548847084119916
HU33,0.524262934178114
IE04,1.0880055813429257
EE00,0.7887612223004301
EL30,0.04514307032028834
EL41,0.01135014866789182
EL43,0.01890948514143626
EL51,0.2163768074164788
EL52,0.2937072520454725
FI20,0.7841851449261109
FR10,0.5092206999659539
FRB0,0.4661930646747351
FRC1,0.6385822953035434
FRC2,0.7815532063444456
FRD1,0.6794369990626971
FRD2,0.891490406046311
FRE1,0.7124199017882347
FRE2,0.7127578752736251
FRF1,0.8541518975049257
NL13,0.7803948844472567
NL21,0.7347242792447408
NL22,0.6985410764813423
NL23,0.835372407734394
NL31,0.6413861612478892
NL32,0.7732357612500588
ITG2,0.1315503442659974
ITH1,0.8713158873220285
ITH2,0.889198137074709
FRI3,0.44279033069809276
FRJ1,0.34932787232100965
FRJ2,0.5800061527639627
FRK1,0.5973863903433084
FRK2,0.5596158966111641
FRL0,0.3588008439168334
FRM0,0.195951010286808
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.026193859428167342
TR32,0.12017939711610476
TR33,0.11656203316524624
HR03,0.3833678136269251
HR02,0.52703660208111
HU11,0.5581950555245082
HU12,0.5432276471207539
HU21,0.570057356916368
HU22,0.6002601696178317
PT16,0.10784560302272439
PT17,0.04993671228488286
FRF2,0.5115334791441758
FRF3,0.5520469340185324
FRG0,0.45004435687636335
FRH0,0.427199246113499
FRI1,0.5506511555363734
FRI2,0.5476030154774586
ITC4,0.6277487240731716
ITF1,0.3894684073825677
ITF2,0.3308626603335142
ITF3,0.21135405867050092
ITF4,0.23196164338539044
ITF5,0.2083783086389303
ITF6,0.25413394831120967
ITG1,0.13231361719469228
LT01,0.6880568428585927
LT02,0.6863642764588197
LU00,0.5938058897852898
PL22,0.9127747564887007
PL41,0.7385523334145546
PL42,0.7598010347535212
PT18,0.0652075215242803
PT20,0.0
PT30,0.0
RO11,0.7921380658944448
RO12,0.8875805014123519
RO21,0.5166257737514873
RO22,0.5057246997642021
RO31,0.6051375423247616
RO32,0.5334617495536804
ITH3,0.6754199419170618
ITH4,0.6071412314971288
ITH5,0.42652040251220263
ITI1,0.32395779779180883
ITI2,0.2966670598834753
