nuts,Autumn Extreme Precipitation Days (days) ensemble median - RCP8.5 - (2011 - 2040)
ES22,1.648947082956632
ES23,1.3787041040758292
ES24,1.1176170120636622
ES30,1.145604275415341
IE05,2.2807695090770723
IE06,2.2074125637610753
IS00,3.3746840079625446
ITC3,1.642233317097028
FI19,2.2048839539289475
FI1B,2.5974426865577698
FI1C,2.4523416837056478
DEA1,2.124601678798596
DEA2,2.1024686177571614
DEA3,2.3612590501705806
DEA4,2.2246464441219964
DEA5,2.217220656077067
DEB1,1.9140245507160822
DEB2,1.9144379898905755
DEB3,1.7827365199724834
DEC0,1.8803315150241058
DED2,2.0614602878689765
DED4,2.0143214841683705
DED5,1.9666564059754212
DEE0,1.8450880897541841
DEF0,2.1422204951445263
DEG0,1.8556449284156165
DK01,2.246159283320109
DK02,2.1819280316432317
DK03,2.20390421350797
DK04,2.2042795697848003
ES41,1.4008726080258687
ES42,0.999413833518823
HU23,1.463638318578402
HU31,1.387087674687306
HU32,1.4116914444292585
HU33,1.1854603168865046
IE04,2.972803489367167
EE00,2.652965037027995
EL30,0.8147484672566255
EL41,0.8642158026496569
EL43,0.8458924022813638
EL51,1.2445654578506946
EL52,1.5137421295046807
FI20,2.377114566663901
FR10,1.8416146705547969
FRB0,1.7407038626571496
FRC1,1.9226117539529999
FRC2,2.0476362441976863
FRD1,2.11781821846962
FRD2,2.2130845874547957
FRE1,2.120760766665141
FRE2,2.0025832201043765
FRF1,1.9681961745023728
NL13,2.428048833211263
NL21,2.370617577433586
NL22,2.334248654047648
NL23,2.560663017630577
NL31,2.420471014579137
NL32,2.7474647561709085
ITG2,1.2671819632252057
ITH1,1.976482746998469
ITH2,1.7733117123444875
FRI3,1.7540092170238495
FRJ1,1.4898347295820713
FRJ2,1.8340685546398163
FRK1,1.7659178227186203
FRK2,1.6749473422765733
FRL0,1.3925279746452968
FRM0,1.562434693177541
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.9571625977754593
TR32,0.9430639266967773
TR33,0.8990591103831927
HR03,2.0189605981111525
HR02,1.7111112296581268
HU11,1.2414888828992843
HU12,1.36579039071997
HU21,1.5559260596831639
HU22,1.603678816060225
PT16,1.4545493885874747
PT17,1.1773913877705733
FRF2,2.041208920876185
FRF3,1.9917154014110565
FRG0,1.7851284871498743
FRH0,1.9819715787967047
FRI1,1.9121277898550033
FRI2,1.8141779497265815
ITC4,1.6166381577650706
ITF1,1.8082244038581847
ITF2,1.5294892951846122
ITF3,1.7747390255331994
ITF4,1.4865077614784241
ITF5,1.478831209987402
ITF6,1.660388814409574
ITG1,1.5163135667641958
LT01,2.0192708196739355
LT02,2.304536243279775
LU00,1.8278788258632024
PL22,1.8763388921817143
PL41,1.7975896378358205
PL42,2.1441961348056795
PT18,1.0411330642799537
PT20,0.0
PT30,0.0
RO11,1.8229328960180282
RO12,1.8526068513592084
RO21,1.5682163022458553
RO22,1.159934830913941
RO31,1.330498980730772
RO32,1.2098856538534164
ITH3,1.840359276533127
ITH4,2.114258043964704
ITH5,1.6820577681064606
ITI1,1.825116636355718
ITI2,1.8272178093592326
ITI3,1.9410222734014193
ITI4,1.8222013279795646
LI00,2.3007049560546875
FI1D,2.2185149431228637
TR82,1.509894182284673
TR83,1.3447502295176188
TR90,2.0360069066286086
TRA1,1.6474002639452616
TRA2,1.5144344925880433
PL43,1.7996484105785688
PL51,1.8338739643494288
PL52,1.7788876861333847
PL61,1.6149162938197454
PL62,1.9665146857500075
PL63,2.1637925753990808
PL71,1.690003258983294
PL72,1.6302634224295616
PL81,1.6445810735225677
PL82,1.8647248515238364
PL84,1.83841723104318
PL91,1.6652451403439046
PL92,1.7008594358960787
PT11,1.5716420302788416
PT15,0.6684711545705795
TRB1,1.2628766438613335
TRB2,1.2664710029959678
TRC1,0.9045145700375239
RS12,1.3738341368734837
RS21,1.602585002531608
RS22,1.3138015230496725
SE11,2.0496806343396505
SE12,1.8501426527897518
NL33,2.479005887111028
NL34,2.4012072707215943
NL41,2.1701148514946302
NL42,2.038256752490997
PL21,1.8053327778975168
UKM6,3.486409147580465
TR22,1.0759976791838806
TRC2,0.8499413664763172
TRC3,0.7190016587575276
UKC1,1.8871048847834269
UKC2,2.0684906249245008
UKD1,2.766056819756826
UKD3,2.5197439700365067
UKD4,2.7125479757785795
UKD6,2.3216882864634196
UKD7,2.636768464247386
UKE1,1.7509939617166916
UKE2,1.9362934591869514
UKE3,1.7904975016911824
RO41,1.4088093300660451
RO42,1.6700038115183513
RS11,1.665642419954141
TR41,1.1318092574675878
TR42,1.4954583187898
TR51,0.8905588159958522
TR52,0.9059844866394997
TR61,1.0553360419968765
TR62,1.153147530555725
TR63,1.109890296496451
TR71,0.963809035718441
TR72,1.1993405217925708
TR81,1.787588359415531
UKK1,2.011217138916254
UKK2,2.0721279526750247
UKK3,2.5015242502093313
UKK4,2.3343401898940406
UKL1,2.816327911615372
UKL2,2.158201779425144
UKM5,2.7074700236320495
UKM7,2.723124345143636
UKM8,3.050701689720154
UKM9,2.665649704138438
UKN0,2.671799381573995
SE21,2.018304568529129
SE22,2.068705264727275
SE23,2.35848167737325
SE31,2.1301186958948772
SE32,2.5417171875635782
SE33,2.4115117410818736
SI03,1.9579551426072916
SI04,2.114055558666587
SK01,1.6878570432464282
SK02,1.5968684911727906
SK03,1.8709253211816153
SK04,1.6905251998454331
TR10,1.4893892923990886
TR21,1.1393030822277068
UKE4,2.0612035805980367
UKF1,1.8495228439569473
UKF2,1.6225021347403525
UKF3,1.516822258134683
UKG1,1.8068986336390178
UKG2,1.9416394551595053
UKG3,2.032670383155346
UKH1,1.6773531397183736
UKH2,1.513489227493604
UKH3,1.6031108990311622
UKI3,1.75
UKI4,1.75
UKI5,1.6196402087807655
UKI6,1.7832574844360352
UKI7,1.5449541757504146
UKJ1,1.6765930781761804
UKJ2,1.9013746865093708
UKJ3,1.9388399476806322
UKJ4,2.031799457470576
NO09,2.7795507113138833
NO0A,3.37750297387441
NO0B,3.237176850438118
HR05,1.7789063572883606
HR06,1.7952760158727565
NO02,2.578520103295644
NO06,3.054744601249695
NO07,2.8302071750164033
NO08,2.5147807637850446
