nuts,Spring Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,2.45564035375913
DE60,2.3495722224315005
DE71,2.596777242422104
DE72,2.788166546821594
DE73,2.8307746330897015
DE80,2.334641472498576
DE91,2.5780433853467306
BG41,2.483412424723307
BG42,2.1555842608213425
CH01,2.829349014163017
AT32,3.2873732765515644
AT33,3.292038857936859
AT34,2.9884748703667094
BE10,2.7094732423623404
BE23,2.741751537223657
BE24,2.5670540978511176
BE25,2.7390938182671865
BE31,2.8918384899695715
BE32,2.899990279475848
BE33,2.8386683046817778
BE34,2.681949864008597
BE35,2.78847222328186
BG31,2.2472995604787553
BG32,1.9869899133841196
BG33,1.8861289620399475
BG34,2.087548263867696
DE92,2.6721599151690802
DE93,2.3704890380303065
DE94,2.4365704874197642
CZ07,2.84014607667923
CZ08,3.25596186319987
AL01,2.1980661690235137
AL02,2.284500717620055
AL03,1.985830694437027
AT11,2.1657667255649966
AT12,2.5697417418162027
AT13,1.9904847262161118
AT21,2.7291318198045094
AT22,3.0227156622069224
AT31,3.0766353649752483
DK05,2.1675107318287092
BE21,2.4666547576586404
BE22,2.531171311934789
ES43,1.155817308028539
ES51,1.4877448772390685
ES52,0.9738722771406174
ES53,0.8314494670679172
ES61,1.0571846028168996
ES62,0.8364604208618402
ES63,0.7554619997739792
ES64,0.9
CH02,3.089116942882538
CH03,3.3930929839611053
CH04,3.0190906743208568
CH05,2.998862502972285
CH06,2.8339623868465424
CH07,2.4634306934972603
CY00,0.5832653460758073
CZ01,2.373312439024448
CZ02,2.50479001502196
CZ03,2.9116457243760427
CZ04,2.9874276995658873
CZ05,2.8007039172308787
CZ06,2.3171906705413545
DE40,2.3270696508032933
EL53,1.9240296026070913
EL54,1.8620944574475289
EL61,1.6686306784550349
EL62,1.2585428348431984
EL63,1.7554772088925044
ES70,0.12491835157076518
ITC1,1.940070809920629
ITC2,2.3431385378042857
DE11,2.6723121722539265
DE12,2.7343645215034487
DE13,3.180203298727671
DE14,2.9000436544418333
DE21,3.2286694092409953
DE22,2.8302651941776276
DE23,2.8842569291591644
DE24,2.7824790115157763
DE25,2.6872649947802225
DE26,2.6033240367968875
DE27,2.9484074374039966
DE30,2.212596573928992
EL42,0.7292918000991145
LV00,2.5684673726558684
ME00,2.5062078812292645
MK00,2.0184369762738545
MT00,0.5178571455180645
NL11,2.0930024842421213
NL12,2.288955063621203
EL64,1.4451181227962175
EL65,1.0992487142793834
ES11,2.17363511522611
ES12,2.244504854083061
ES13,2.206954709121159
ES21,2.22970606982708
ES22,2.10547943909963
ES23,2.131153447429339
ES24,1.6270097295443218
ES30,1.5536051725347837
IE05,2.57028977672259
IE06,2.310007936259111
IS00,3.1360148509343464
ITC3,1.708301392197609
FI19,2.1724184095859527
FI1B,2.20784870882829
FI1C,2.1509369870026904
DEA1,2.999805915355682
DEA2,2.8317861517270404
DEA3,2.4993429822581157
DEA4,2.9077435859612057
DEA5,2.950193926692009
DEB1,2.6309882283210753
DEB2,2.703829667965571
DEB3,2.453174696365992
DEC0,2.880462145805359
DED2,2.425808059317725
DED4,3.1734895578452518
DED5,2.668243406713009
DEE0,2.3595360308885573
DEF0,2.2427191932996116
DEG0,2.8308887098516737
DK01,2.0530296077330905
DK02,2.022060005304714
DK03,2.332295009990533
DK04,2.1790697089085977
ES41,1.7696411937475205
ES42,1.3799289320906003
HU23,1.9445991774400075
HU31,2.0744432924049243
HU32,2.2683877468109133
HU33,2.2512589218715826
IE04,2.7336453755696613
EE00,2.22957861742803
EL30,0.7615813789889216
EL41,0.899594212944309
EL43,0.5784119512885809
EL51,1.6458782841761908
EL52,1.4671250730752945
FI20,1.439341797803839
FR10,2.233236531416575
FRB0,2.158985505501429
FRC1,2.6711705309649307
FRC2,2.8962395528952283
FRD1,2.535091308752696
FRD2,2.593055068453153
FRE1,2.5530393083890277
FRE2,2.5715808351834615
FRF1,2.9827418327331543
NL13,2.1866093893845875
NL21,2.3887107193470003
NL22,2.5472277094920477
NL23,2.708070317407449
NL31,2.6337282189301083
NL32,2.246224555869897
ITG2,1.2843642334143321
ITH1,3.0102395256360372
ITH2,2.638089672724406
FRI3,2.175155178705851
FRJ1,1.773117051521937
FRJ2,2.2680468459924064
FRK1,2.432420386870702
FRK2,2.3314831376075746
FRL0,1.6427769899368285
FRM0,1.4598326640469688
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.1372521287451187
TR32,1.34282666357855
TR33,1.6759112820029258
HR03,2.024144361061709
HR02,2.2620650892456373
HU11,2.0175184990678514
HU12,2.0371291658708026
HU21,2.115909152229627
HU22,2.087864410877228
PT16,1.186586332321167
PT17,0.9553772052129109
FRF2,2.7185308347855295
FRF3,2.7821204364299774
FRG0,2.1699202060699463
FRH0,2.1973434050877887
FRI1,2.354822446902593
FRI2,2.3349460562070212
ITC4,2.090463181336721
ITF1,1.7447682291269302
ITF2,1.459451194604238
ITF3,1.7162666774044435
ITF4,1.1422445928411824
ITF5,1.413027872145176
ITF6,1.5236867035428683
ITG1,0.9503887052337329
LT01,2.5748456036051115
LT02,2.547997985283534
LU00,2.7547154227892556
PL22,2.9848593046267826
PL41,2.603045704109328
PL42,2.398411421903542
PT18,0.9893711572512984
PT20,0.0
PT30,0.0
RO11,2.8043616811434426
RO12,3.030779012044271
RO21,2.2703732172648112
RO22,1.887875458598137
RO31,2.047621436417103
RO32,1.7728765199581782
ITH3,2.384057926280158
ITH4,2.6440920611222585
ITH5,1.7828095197677611
ITI1,1.7384749819835028
ITI2,2.1914066235933984
ITI3,1.6621823209027449
ITI4,1.8747784080604712
LI00,3.1842341115077337
FI1D,2.2395390470822654
TR82,2.865770169099172
TR83,2.587340474128723
TR90,3.189790650208791
TRA1,3.0292845209439596
TRA2,3.7148171703020734
PL43,2.3835392070313293
PL51,2.730353768666585
PL52,2.6492942380053655
PL61,2.4552766144275666
PL62,2.7835412780443827
PL63,2.513957910736402
PL71,2.3046336972287724
PL72,2.706301274044173
PL81,2.743994557431766
PL82,3.0512376566727957
PL84,2.888207218050957
PL91,2.106497480471929
PL92,2.4228081881999968
PT11,1.5747627993424733
PT15,0.8633618146181107
TRB1,2.4690429669405733
TRB2,2.715843898057938
TRC1,1.5978650718927383
RS12,2.2146915197372437
RS21,2.5678943415482838
RS22,2.213624145587285
SE11,1.731131278971831
SE12,1.9271964755441462
NL33,2.5139629771312078
NL34,2.5080368859072526
NL41,2.6294720908006033
NL42,2.7355284094810486
PL21,3.3393382946650187
UKM6,3.008735883235931
TR22,1.4153869936863581
TRC2,1.4219853532101427
TRC3,1.2175339763363202
UKC1,2.3155918528636295
UKC2,2.451896969477336
UKD1,2.8055055856704714
UKD3,2.854826283454895
UKD4,2.4398865130330836
UKD6,2.6118438124656675
UKD7,2.723980313539505
UKE1,2.0836255487054585
UKE2,2.3475650111834208
UKE3,2.271126674612363
RO41,2.1815995554129284
RO42,2.6092300534248354
RS11,2.441897972424825
TR41,1.9041502992312114
TR42,2.4508874671799794
TR51,1.9542762498060862
TR52,1.5392948379119238
TR61,1.4389788875977199
TR62,1.6892917667826017
TR63,1.8039729525645574
TR71,1.8321585596672125
TR72,2.282714376846949
TR81,2.752890769640605
UKK1,2.2362647109798024
UKK2,2.1324234704176583
UKK3,2.092937422792117
UKK4,2.1983811219533282
UKL1,2.6626358372824535
UKL2,2.5018860479195912
UKM5,2.8895996193091076
UKM7,2.6831733524799346
UKM8,2.7970075567563373
UKM9,2.6488563140233357
UKN0,2.786866162220637
SE21,2.083401173353195
SE22,2.201155334711075
SE23,2.2744984755913418
SE31,2.1235885699590047
SE32,2.568316322565079
SE33,2.4165265798568725
SI03,2.296338184674581
SI04,2.48719835182031
SK01,1.9504607317348321
SK02,2.3837768669639314
SK03,2.7969354232152304
SK04,2.6457179844379426
TR10,1.3709149132172267
TR21,1.5413768089243345
UKE4,2.3987480123837788
UKF1,2.320065516233444
UKF2,2.1668367559711137
UKF3,2.162281709057944
UKG1,2.217791774868965
UKG2,2.4969584879775844
UKG3,2.48885679046313
UKH1,1.9968667492270469
UKH2,2.175820031762123
UKH3,2.036307992679732
UKI3,1.95
UKI4,1.95
UKI5,2.172760596871376
UKI6,2.200788782040278
UKI7,2.2899083415667216
UKJ1,2.1115378101666766
UKJ2,2.2605624262775694
UKJ3,2.191233738263448
UKJ4,2.1846549212932587
NO09,2.449544475475947
NO0A,2.9500100990136464
NO0B,2.6193995108207067
HR05,2.0121410409609477
HR06,1.9306014647086462
NO02,2.5673558592796324
NO06,2.9935329715410868
NO07,3.2025301019350687
NO08,2.3475121756394706
