nuts,April Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.7573939979076385
DE60,0.6332346141338349
DE71,0.7271199894448122
DE72,0.8380570741991202
DE73,0.7594624850278099
DE80,0.6046119530995687
DE91,0.8176527451723814
BG41,0.7588835166767239
BG42,0.6485554993152618
CH01,0.8930908984194199
AT32,1.0148651371399562
AT33,1.028751088678837
AT34,0.8615064444641273
BE10,0.5248435373107593
BE23,0.6812892918785413
BE24,0.5889037874837716
BE25,0.623697912444671
BE31,0.6248614539702734
BE32,0.6629445244868596
BE33,0.6862809954831998
BE34,0.7434053116788467
BE35,0.6605907010535399
BG31,0.66433190330863
BG32,0.6669734836866458
BG33,0.5450342275823156
BG34,0.6530057246486346
DE92,0.7672396492213011
DE93,0.7371734913438559
DE94,0.7403499984492858
CZ07,0.785018344471852
CZ08,0.8231880196680625
AL01,0.7187570755680402
AL02,0.8149058515826861
AL03,0.6627075645451744
AT11,0.5845969079683224
AT12,0.7871440923462312
AT13,0.600202805797259
AT21,0.9915843675533931
AT22,1.0088899378975233
AT31,0.9724785046031078
DK05,0.6695806508262953
BE21,0.7046822187801202
BE22,0.5854805914064248
ES43,0.4982512826410433
ES51,0.5351089497407278
ES52,0.36698155061652266
ES53,0.25308479244510335
ES61,0.434376482758671
ES62,0.32143343954036635
ES63,0.6224443902571996
ES64,0.36666666666666664
CH02,0.9282159601648649
CH03,1.0506798485914866
CH04,0.8370181366801261
CH05,0.8653042982021968
CH06,0.9661051943898201
CH07,0.8448516763746738
CY00,0.15558979076643784
CZ01,0.9531662757198016
CZ02,0.8440387474372983
CZ03,0.7326641861970226
CZ04,0.666950954310596
CZ05,0.8895897753536701
CZ06,0.7037043744698167
DE40,0.5787919601425529
EL53,0.5062916431576013
EL54,0.6136883344501257
EL61,0.5163617495447397
EL62,0.398763853435715
EL63,0.4862427265072862
ES70,0.06670739452044169
ITC1,0.8501281296523909
ITC2,0.8779538442691167
DE11,0.7523327415188154
DE12,0.7062894807507595
DE13,0.8391991416613261
DE14,0.9064684641857942
DE21,0.9430296630909045
DE22,0.789459086333712
DE23,0.7453563397129377
DE24,0.6355161680529515
DE25,0.6765890532483657
DE26,0.6641786940395832
DE27,0.8290589120239019
DE30,0.6080965220928192
EL42,0.25630000873158376
LV00,0.7052458102504412
ME00,0.7376590677847464
MK00,0.812914376333356
MT00,0.22503944784402846
NL11,0.7098892569541931
NL12,0.5835193293790023
EL64,0.4263708975166082
EL65,0.28511146853367486
ES11,0.8512859063843886
ES12,0.858736106629173
ES13,0.7960420933862528
ES21,0.8589082362751166
ES22,0.7143325145045917
ES23,0.49462167409559094
ES24,0.4512908553394179
ES30,0.5779832107325394
IE05,0.7295112820963064
IE06,0.7333920646458865
IS00,0.8812014093001683
ITC3,0.8671539903928837
FI19,0.5677805942172806
FI1B,0.6188696429133416
FI1C,0.5648715196798245
DEA1,0.7103062815964222
DEA2,0.7145730038483937
DEA3,0.8731974629064401
DEA4,0.8701011459032695
DEA5,0.8391786191612483
DEB1,0.7626060807456573
DEB2,0.8077430505305528
DEB3,0.7345939546823501
DEC0,0.6900937462846438
DED2,0.6998783037066459
DED4,0.6335117640594642
DED5,0.6041668521861235
DEE0,0.6917153529822826
DEF0,0.6325361172979077
DEG0,0.7152995966995755
DK01,0.5336551742007335
DK02,0.49915075283497573
DK03,0.5961352923264106
DK04,0.6246923190852006
ES41,0.6194198841849963
ES42,0.5066816362862786
HU23,0.6958041377365589
HU31,0.6962259677549203
HU32,0.6718084358920654
HU33,0.6826181831459205
IE04,0.8885485461602608
EE00,0.730053126004835
EL30,0.20394697189331054
EL41,0.4001719865947962
EL43,0.30015740133821966
EL51,0.5063590581218401
EL52,0.5379733341435592
FI20,0.40778790625433126
FR10,0.6823096707463264
FRB0,0.6574421604474385
FRC1,0.7341215156018734
FRC2,0.910222173978885
FRD1,0.7397138205046455
FRD2,0.8260614815478523
FRE1,0.6763944016148646
FRE2,0.7597770477334659
